rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Charlie Adam,sct SCO,MF,Reading,33,1985,8.7,15,12,9,4,2,6,15,9,5,2,3,11,26,13,0,Matches
2,Tosin Adarabioyo,eng ENG,DF,Blackburn,21,1997,33.0,30,17,19,8,3,7,19,12,30,26,4,64,94,166,1,Matches
3,Albert Adomah,gh GHA,FW,Cardiff City,31,1987,8.1,17,8,9,4,4,4,12,8,10,1,9,3,20,3,0,Matches
4,Albert Adomah,gh GHA,"FW,MF",Nott'ham Forest,31,1987,6.8,19,10,7,7,5,10,23,13,9,2,7,5,24,10,0,Matches
5,Benik Afobe,cd COD,FW,Stoke City,26,1993,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
6,Benik Afobe,cd COD,FW,Bristol City,26,1993,8.2,4,2,0,1,3,1,3,2,4,0,4,1,5,8,0,Matches
7,Semi Ajayi,ng NGA,DF,West Brom,25,1993,42.0,46,35,32,14,0,12,25,13,36,26,10,41,87,139,3,Matches
8,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,27,1992,25.1,63,36,38,18,7,25,61,36,20,0,20,30,93,45,0,Matches
9,Joe Allen,wls WAL,MF,Stoke City,29,1990,32.6,83,49,22,52,9,19,51,32,23,7,16,66,149,30,0,Matches
10,Sone Aluko,ng NGA,"FW,MF",Reading,30,1989,0.5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Matches
11,Sammy Ameobi,eng ENG,"FW,MF",Nott'ham Forest,27,1992,34.4,62,32,25,22,15,20,48,28,41,4,37,13,75,53,0,Matches
12,Luke Amos,eng ENG,MF,QPR,22,1997,23.5,49,32,23,18,8,14,57,43,36,6,30,34,83,30,0,Matches
13,Chuks Aneke,eng ENG,"FW,MF",Charlton Ath,26,1993,6.5,7,3,0,3,4,1,5,4,7,0,7,0,7,13,0,Matches
14,Felipe Araruna,br BRA,"MF,DF",Reading,23,1996,1.8,4,0,0,4,0,3,4,1,3,0,3,5,9,4,0,Matches
15,Adam Armstrong,eng ENG,"FW,MF",Blackburn,22,1997,38.6,25,8,5,12,8,7,27,20,23,2,21,16,41,8,0,Matches
16,Harry Arter,ie IRL,MF,Fulham,29,1989,19.2,48,30,14,26,8,27,56,29,31,8,23,14,62,15,1,Matches
17,Britt Assombalonga,cd COD,FW,Middlesbrough,26,1992,27.9,5,3,0,4,1,1,9,8,6,3,3,3,8,23,0,Matches
18,Jean-Kévin Augustin,fr FRA,FW,Leeds United,22,1997,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
19,Charlie Austin,eng ENG,FW,West Brom,30,1989,16.8,9,8,3,2,4,4,15,11,8,2,6,2,11,28,0,Matches
