rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Charlie Adam,sct SCO,MF,Reading,33,1985,21,8,782,8.7,2,1,3,1,1,1,4,0,2.4,1.6,1.8,3.4,14,74,22,0.23,0.12,0.35,0.12,0.23,0.27,0.21,0.48,0.18,0.39,Matches
2,Tosin Adarabioyo,eng ENG,DF,Blackburn,21,1997,34,33,2966,33.0,3,1,4,3,0,0,0,0,1.4,1.4,0.2,1.6,11,69,7,0.09,0.03,0.12,0.09,0.12,0.04,0.01,0.05,0.04,0.05,Matches
3,Albert Adomah,gh GHA,FW,Cardiff City,31,1987,9,9,733,8.1,0,2,2,0,0,0,2,0,1.2,1.2,0.9,2.1,37,15,53,0.00,0.25,0.25,0.00,0.25,0.15,0.11,0.25,0.15,0.25,Matches
4,Albert Adomah,gh GHA,"FW,MF",Nott'ham Forest,31,1987,24,5,612,6.8,2,1,3,2,0,0,2,0,1.4,1.4,1.1,2.4,29,18,46,0.29,0.15,0.44,0.29,0.44,0.20,0.16,0.36,0.20,0.36,Matches
5,Benik Afobe,cd COD,FW,Stoke City,26,1993,1,1,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,0,7,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
6,Benik Afobe,cd COD,FW,Bristol City,26,1993,12,8,739,8.2,3,0,3,2,1,1,0,0,4.2,3.4,0.3,3.7,12,10,49,0.37,0.00,0.37,0.24,0.24,0.51,0.04,0.55,0.41,0.45,Matches
7,Semi Ajayi,ng NGA,DF,West Brom,25,1993,43,42,3783,42.0,5,0,5,5,0,0,5,0,4.1,4.1,0.3,4.4,19,125,7,0.12,0.00,0.12,0.12,0.12,0.10,0.01,0.10,0.10,0.10,Matches
8,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,27,1992,39,21,2262,25.1,5,3,8,5,0,0,8,0,6.7,6.7,4.9,11.6,53,130,186,0.20,0.12,0.32,0.20,0.32,0.27,0.19,0.46,0.27,0.46,Matches
9,Joe Allen,wls WAL,MF,Stoke City,29,1990,35,34,2938,32.6,4,2,6,4,0,0,5,1,3.9,3.9,1.5,5.5,45,146,66,0.12,0.06,0.18,0.12,0.18,0.12,0.05,0.17,0.12,0.17,Matches
10,Sone Aluko,ng NGA,"FW,MF",Reading,30,1989,2,0,41,0.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,1,4,4,0.00,0.00,0.00,0.00,0.00,0.46,0.09,0.55,0.46,0.55,Matches
11,Sammy Ameobi,eng ENG,"FW,MF",Nott'ham Forest,27,1992,45,37,3095,34.4,5,7,12,5,0,0,7,0,5.0,5.0,5.6,10.6,138,92,205,0.15,0.20,0.35,0.15,0.35,0.14,0.16,0.31,0.14,0.31,Matches
12,Luke Amos,eng ENG,MF,QPR,22,1997,34,26,2111,23.5,2,0,2,2,0,0,5,0,2.3,2.3,0.6,2.9,19,97,46,0.09,0.00,0.09,0.09,0.09,0.10,0.03,0.12,0.10,0.12,Matches
13,Chuks Aneke,eng ENG,"FW,MF",Charlton Ath,26,1993,20,2,589,6.5,1,1,2,1,0,0,2,0,2.2,2.2,0.7,2.9,18,13,50,0.15,0.15,0.31,0.15,0.31,0.34,0.10,0.44,0.34,0.44,Matches
14,Felipe Araruna,br BRA,"MF,DF",Reading,23,1996,3,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,4,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
15,Adam Armstrong,eng ENG,"FW,MF",Blackburn,22,1997,46,40,3471,38.6,16,6,22,14,2,2,0,0,11.2,9.7,4.8,14.4,109,98,281,0.41,0.16,0.57,0.36,0.52,0.29,0.12,0.42,0.25,0.37,Matches
16,Harry Arter,ie IRL,MF,Fulham,29,1989,28,21,1724,19.2,2,1,3,2,0,0,7,1,1.0,1.0,0.5,1.5,16,98,22,0.10,0.05,0.16,0.10,0.16,0.05,0.03,0.08,0.05,0.08,Matches
17,Britt Assombalonga,cd COD,FW,Middlesbrough,26,1992,35,27,2511,27.9,11,2,13,10,1,2,2,0,11.8,10.2,3.1,13.3,35,25,160,0.39,0.07,0.47,0.36,0.43,0.42,0.11,0.53,0.37,0.48,Matches
18,Jean-Kévin Augustin,fr FRA,FW,Leeds United,22,1997,3,0,51,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,4,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.32,0.32,0.32,Matches
19,Charlie Austin,eng ENG,FW,West Brom,30,1989,34,18,1508,16.8,10,2,12,6,4,4,5,0,12.9,9.7,1.7,11.4,5,32,94,0.60,0.12,0.72,0.36,0.48,0.77,0.10,0.87,0.58,0.68,Matches
20,Daniel Ayala,es ESP,DF,Middlesbrough,28,1990,25,23,2081,23.1,2,0,2,2,0,0,4,0,3.6,3.6,0.2,3.8,10,33,2,0.09,0.00,0.09,0.09,0.09,0.16,0.01,0.16,0.16,0.16,Matches
21,André Ayew,gh GHA,FW,Swansea City,29,1989,44,43,3905,43.4,15,7,22,10,5,5,3,0,18.7,14.8,6.2,21.0,129,112,339,0.35,0.16,0.51,0.23,0.39,0.43,0.14,0.57,0.34,0.48,Matches
