round,wk,day,date,time,home,xg,score,xg_1,away,attendance,venue,referee,match_report,notes
Championship,1,Fri,2019-08-02,19:45 (20:45),Luton Town,1.9,3–3,1.5,Middlesbrough,10053,Kenilworth Road Stadium,Oliver Langford,Match Report,
Championship,1,Sat,2019-08-03,15:00 (16:00),Stoke City,0.9,1–2,1.6,QPR,24004,Bet365 Stadium,Darren Bond,Match Report,
Championship,1,Sat,2019-08-03,15:00 (16:00),Wigan Athletic,1.9,3–2,1.2,Cardiff City,12169,The DW Stadium,David Webb,Match Report,
Championship,1,Sat,2019-08-03,15:00 (16:00),Swansea City,1.8,2–1,0.6,Hull City,15741,Liberty Stadium,John Brooks,Match Report,
Championship,1,Sat,2019-08-03,15:00 (16:00),Brentford,1.7,0–1,0.0,Birmingham City,11332,Griffin Park,Gavin Ward,Match Report,
Championship,1,Sat,2019-08-03,15:00 (16:00),Blackburn,0.9,1–2,1.5,Charlton Ath,14184,Ewood Park,Andy Woolmer,Match Report,
Championship,1,Sat,2019-08-03,15:00 (16:00),Barnsley,2.0,1–0,1.4,Fulham,14823,Oakwell Stadium,Andrew Davies,Match Report,
Championship,1,Sat,2019-08-03,15:00 (16:00),Millwall,0.6,1–0,0.6,Preston,14923,The Den,Steve Martin,Match Report,
Championship,1,Sat,2019-08-03,15:00 (16:00),Reading,1.4,1–3,1.5,Sheffield Weds,16319,Madejski Stadium,James Linington,Match Report,
Championship,1,Sat,2019-08-03,17:30 (18:30),Nott'ham Forest,0.7,1–2,0.5,West Brom,27592,The City Ground,Darren England,Match Report,
Championship,1,Sun,2019-08-04,16:30 (17:30),Bristol City,0.8,1–3,2.0,Leeds United,23553,Ashton Gate Stadium,Tim Robinson,Match Report,
Championship,1,Mon,2019-08-05,19:45 (20:45),Huddersfield,1.9,1–2,0.5,Derby County,22596,The John Smith's Stadium,Geoff Eltringham,Match Report,
Championship,2,Sat,2019-08-10,12:30 (13:30),Leeds United,1.9,1–1,1.1,Nott'ham Forest,35453,Elland Road,Robert Jones,Match Report,
Championship,2,Sat,2019-08-10,15:00 (16:00),Fulham,1.6,2–0,0.5,Blackburn,17987,Craven Cottage,Keith Stroud,Match Report,
