rk,player,nation,pos,squad,age,born,90s,att,live,dead,fk,tb,sw,crs,ti,ck,in,out,str,cmp,off,blocks,matches
1,Charlie Adam,sct SCO,MF,Reading,33,1985,8.7,572,476,91,37,0,28,66,6,40,20,14,0,368,5,10,Matches
2,Tosin Adarabioyo,eng ENG,DF,Blackburn,21,1997,33.0,1705,1646,53,40,0,25,1,13,0,0,0,0,1363,6,9,Matches
3,Albert Adomah,gh GHA,FW,Cardiff City,31,1987,8.1,223,219,3,0,0,0,40,3,0,0,0,0,145,1,8,Matches
4,Albert Adomah,gh GHA,"FW,MF",Nott'ham Forest,31,1987,6.8,170,164,4,0,0,1,29,3,1,0,0,0,113,2,8,Matches
5,Benik Afobe,cd COD,FW,Stoke City,26,1993,0.8,10,9,1,0,0,0,4,1,0,0,0,0,4,0,1,Matches
6,Benik Afobe,cd COD,FW,Bristol City,26,1993,8.2,152,148,4,0,0,3,2,2,0,0,0,0,106,0,1,Matches
7,Semi Ajayi,ng NGA,DF,West Brom,25,1993,42.0,1810,1759,45,39,1,18,6,6,0,0,0,0,1473,6,8,Matches
8,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,27,1992,25.1,1410,1166,237,12,1,11,82,224,1,0,0,0,1080,7,32,Matches
9,Joe Allen,wls WAL,MF,Stoke City,29,1990,32.6,1284,1226,56,23,1,5,16,5,0,0,0,0,1046,2,24,Matches
10,Sone Aluko,ng NGA,"FW,MF",Reading,30,1989,0.5,16,16,0,0,0,0,2,0,0,0,0,0,11,0,0,Matches
11,Sammy Ameobi,eng ENG,"FW,MF",Nott'ham Forest,27,1992,34.4,1023,1001,15,2,4,3,93,11,0,0,0,0,674,7,47,Matches
12,Luke Amos,eng ENG,MF,QPR,22,1997,23.5,1058,1043,14,11,0,9,11,2,1,0,0,0,863,1,16,Matches
13,Chuks Aneke,eng ENG,"FW,MF",Charlton Ath,26,1993,6.5,167,165,1,0,0,1,4,0,0,0,0,0,100,1,9,Matches
14,Felipe Araruna,br BRA,"MF,DF",Reading,23,1996,1.8,69,61,8,1,0,1,1,6,0,0,0,0,58,0,1,Matches
15,Adam Armstrong,eng ENG,"FW,MF",Blackburn,22,1997,38.6,1011,927,81,3,0,5,92,10,13,1,2,0,752,3,35,Matches
16,Harry Arter,ie IRL,MF,Fulham,29,1989,19.2,1242,1181,58,53,1,8,8,2,2,0,0,0,1093,3,18,Matches
