rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Keyliane Abdallah,fr FRA,FW,Marseille,18,2006,0.0,2,2,100.0,41,0,0,0,2,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2,Yunis Abdelhamid,ma MAR,DF,Saint-Étienne,36,1987,11.5,438,505,86.7,7952,2404,147,160,263,287,23,48,0,0.1,0.3,-0.1,2,28,0,0,22,Matches
3,Himad Abdelli,dz ALG,"MF,FW",Angers,24,1999,31.6,1373,1672,82.1,21646,6031,710,807,531,612,82,151,1,3.2,3.7,-2.2,39,171,38,3,207,Matches
4,Mohamed Abdelmoneim,eg EGY,DF,Nice,25,1999,9.5,471,521,90.4,8299,2620,195,207,241,259,27,44,0,0.0,0.2,0.0,0,41,1,0,52,Matches
5,Ali Abdi,tn TUN,"DF,MF",Nice,30,1993,15.5,502,678,74.0,7914,2701,269,314,188,245,33,72,2,1.9,1.7,+0.1,20,19,21,7,42,Matches
6,Matthis Abline,fr FRA,FW,Nantes,21,2003,30.8,351,538,65.2,5145,976,185,256,119,160,20,38,2,3.8,3.4,-1.8,27,23,15,4,48,Matches
7,Abner,br BRA,DF,Lyon,24,2000,12.1,568,675,84.1,8355,3494,335,366,181,210,33,55,1,1.1,2.3,-0.1,11,45,11,2,66,Matches
8,Zakaria Aboukhlal,ma MAR,"MF,FW",Toulouse,24,2000,21.1,221,349,63.3,2789,753,145,193,56,94,6,15,2,1.6,2.0,+0.4,12,16,10,4,22,Matches
9,Akor Adams,ng NGA,FW,Montpellier,24,2000,11.9,112,179,62.6,1540,198,72,101,32,49,3,10,1,1.0,0.1,0.0,12,8,0,0,6,Matches
10,Martin Adeline,fr FRA,MF,Reims,20,2003,0.3,8,10,80.0,138,11,3,3,3,4,1,2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
11,Adryelson,br BRA,DF,Lyon,26,1998,0.0,1,3,33.3,21,19,0,1,1,2,0,0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
12,Emmanuel Agbadou,ci CIV,DF,Reims,27,1997,14.0,810,922,87.9,16521,6962,293,316,400,417,110,174,0,0.3,0.3,-0.3,8,71,4,1,77,Matches
13,Jeremy Agbonifo,se SWE,"FW,MF",Lens,18,2005,3.3,58,80,72.5,743,182,37,43,18,24,1,4,0,0.2,0.4,-0.2,3,4,4,2,6,Matches
14,Ruben Aguilar,fr FRA,"DF,MF",Lens,31,1993,12.5,677,843,80.3,9523,4115,430,487,184,238,34,54,2,1.9,1.4,+0.1,11,44,21,6,74,Matches
15,Naouirou Ahamada,fr FRA,"MF,FW",Rennes,22,2002,0.6,17,22,77.3,266,33,8,11,9,9,0,2,0,0.0,0.0,0.0,0,2,0,0,1,Matches
16,Jean-Eudes Aholou,ci CIV,MF,Angers,30,1994,21.8,644,764,84.3,10183,2687,320,361,287,322,21,47,0,1.0,0.7,-1.0,10,46,7,0,68,Matches
17,Ayman Aiki,fr FRA,"FW,MF",Saint-Étienne,19,2005,1.4,17,29,58.6,234,93,12,17,4,7,1,3,0,0.0,0.0,0.0,1,2,1,0,5,Matches
18,Ludovic Ajorque,fr FRA,FW,Brest,30,1994,27.7,462,671,68.9,6965,969,254,354,147,198,35,48,2,3.1,1.8,-1.1,35,29,11,1,41,Matches
19,Ümit Akdag,ro ROU,DF,Toulouse,20,2003,5.6,274,348,78.7,4648,1667,122,144,137,152,13,39,0,0.1,0.1,-0.1,2,18,1,0,29,Matches
20,Sergio Akieme,es ESP,DF,Reims,26,1997,28.0,929,1147,81.0,13641,4062,527,575,338,403,35,108,3,2.5,2.5,+0.5,21,42,20,12,86,Matches
21,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,22,2002,26.7,989,1216,81.3,13887,4098,604,670,291,356,54,87,10,7.3,7.8,+2.7,49,90,64,3,173,Matches
22,Paul Akouokou,ci CIV,MF,Lyon,26,1997,0.2,10,15,66.7,218,58,4,5,3,5,3,4,0,0.0,0.0,0.0,0,0,0,0,1,Matches
23,Clément Akpa,ci CIV,DF,Auxerre,22,2001,27.6,998,1209,82.5,19673,7381,366,407,495,549,123,215,1,0.9,0.9,+0.1,8,74,10,5,74,Matches
24,Chuba Akpom,eng ENG,FW,Lille,28,1995,7.1,67,99,67.7,822,138,44,54,12,21,3,4,1,0.5,0.4,+0.5,5,1,4,0,7,Matches
25,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,20,2004,18.0,338,481,70.3,4959,1248,205,247,105,147,19,42,4,4.0,3.5,0.0,30,23,36,5,59,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
26,Jim Allevinah,ga GAB,FW,Angers,29,1995,19.4,363,483,75.2,5265,1271,219,256,111,157,19,31,3,2.5,1.7,+0.5,15,28,13,3,48,Matches
27,Thiago Almada,ar ARG,"MF,FW",Lyon,23,2001,10.6,635,748,84.9,10034,2735,349,378,232,255,39,82,4,2.6,2.4,+1.4,22,58,20,2,97,Matches
28,Jordan Amavi,fr FRA,DF,Brest,30,1994,8.8,386,526,73.4,6269,2275,182,214,175,237,21,50,0,0.2,0.4,-0.2,6,28,6,1,36,Matches
29,Kelvin Amian,fr FRA,DF,Nantes,26,1998,24.1,738,921,80.1,11821,5145,385,421,278,343,52,105,0,0.8,1.8,-0.8,13,60,24,12,73,Matches
30,Michael Amir Murillo,pa PAN,DF,Marseille,28,1996,27.1,1665,1902,87.5,26059,8235,812,867,770,865,51,93,3,3.3,2.9,-0.3,24,142,19,4,140,Matches
31,Samuel Amo-Ameyaw,eng ENG,"DF,MF",Strasbourg,18,2006,3.6,106,123,86.2,1579,280,55,60,42,47,3,7,0,0.6,0.9,-0.6,5,4,5,0,12,Matches
32,Mathis Amougou,fr FRA,MF,Saint-Étienne,18,2006,9.5,232,301,77.1,3514,1194,126,146,82,107,14,25,0,0.4,0.3,-0.4,7,23,4,0,36,Matches
33,Benjamin André,fr FRA,MF,Lille,33,1990,29.9,1586,1911,83.0,26597,7159,772,862,636,737,138,208,3,1.9,2.7,+1.1,21,207,18,3,209,Matches
34,Kyllian Antonio,fr FRA,"DF,MF",Lens,16,2008,1.5,81,97,83.5,1347,373,36,37,37,41,5,12,0,0.0,0.0,0.0,0,2,0,0,0,Matches
35,Dennis Appiah,fr FRA,DF,Saint-Étienne,32,1992,23.6,903,1179,76.6,14432,6487,475,541,365,447,47,122,1,2.1,2.2,-1.1,13,81,25,7,108,Matches
36,Carlens Arcus,ht HAI,DF,Angers,28,1996,22.7,810,1020,79.4,13534,4817,400,448,332,419,69,111,1,1.4,1.4,-0.4,17,58,20,10,70,Matches
37,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,21,2003,19.5,751,946,79.4,12052,2948,369,428,302,351,53,95,3,2.8,3.2,+0.2,35,64,42,5,102,Matches
38,Marco Asensio,es ESP,"FW,MF",Paris S-G,28,1996,6.9,291,335,86.9,4166,808,183,196,80,93,19,26,4,2.7,1.7,+1.3,16,31,4,1,36,Matches
39,Lorenz Assignon,tg TOG,"DF,MF",Rennes,24,2000,26.2,1015,1301,78.0,15872,5411,518,609,428,531,41,83,4,3.5,3.7,+0.5,29,70,28,12,116,Matches
40,Dehmaine Assoumani,fr FRA,"MF,FW",Nantes,19,2005,1.1,38,50,76.0,581,163,21,24,13,15,3,6,0,0.9,1.0,-0.9,5,1,2,2,1,Matches
41,Valentin Atangana Edoa,fr FRA,MF,Reims,18,2005,31.7,908,1056,86.0,13649,3710,489,532,374,417,23,49,0,1.1,0.7,-1.1,12,66,8,1,93,Matches
42,Florian Ayé,fr FRA,FW,Auxerre,27,1997,6.4,95,129,73.6,1234,154,63,80,22,29,3,4,0,0.1,0.1,-0.1,3,4,2,0,7,Matches
43,André Ayew,gh GHA,FW,Le Havre,34,1989,16.1,181,238,76.1,2231,272,113,134,54,68,0,4,1,0.2,0.3,+0.8,8,7,3,0,18,Matches
44,Neil El Aynaoui,ma MAR,MF,Lens,23,2001,17.6,816,966,84.5,12776,3533,432,469,286,327,57,99,1,2.0,2.4,-1.0,22,76,7,2,75,Matches
45,Shavy Babicka,ga GAB,"MF,FW",Toulouse,24,2000,13.2,196,292,67.1,2616,643,118,155,60,85,5,15,2,1.6,1.9,+0.4,13,8,13,5,21,Matches
