rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Matías Abaldo,uy URU,FW,Gimnasia–LP,19,2004,14,12,1028,11.4,3,2,5,3,0,0,0,0,1.9,1.9,2.5,4.3,39,39,117,0.26,0.18,0.44,0.26,0.44,0.16,0.22,0.38,0.16,0.38,Matches
2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,28,1995,19,18,1510,16.8,0,0,0,0,0,0,4,2,0.7,0.7,0.2,0.8,9,89,5,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,33,1990,14,12,937,10.4,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,9,33,34,0.00,0.10,0.10,0.00,0.10,0.01,0.07,0.08,0.01,0.08,Matches
4,Ramón Ábila,ar ARG,FW,Huracán,34,1989,16,6,739,8.2,0,0,0,0,0,0,4,0,2.2,2.2,0.7,2.9,6,17,47,0.00,0.00,0.00,0.00,0.00,0.26,0.08,0.35,0.26,0.35,Matches
5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,24,2000,22,13,1313,14.6,3,0,3,3,0,0,3,0,1.9,1.9,0.6,2.5,18,69,35,0.21,0.00,0.21,0.21,0.21,0.13,0.04,0.17,0.13,0.17,Matches
6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,26,1997,22,18,1491,16.6,1,1,2,1,0,0,6,1,1.0,1.0,1.7,2.8,32,76,94,0.06,0.06,0.12,0.06,0.12,0.06,0.10,0.17,0.06,0.17,Matches
7,Matías Acevedo,ar ARG,MF,Racing Club,15,2008,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,35,1988,26,26,2066,23.0,0,2,2,0,0,0,8,0,0.9,0.9,2.4,3.3,13,113,37,0.00,0.09,0.09,0.00,0.09,0.04,0.10,0.14,0.04,0.14,Matches
9,Lautaro Acosta,ar ARG,"MF,FW",Lanús,35,1988,19,8,746,8.3,0,0,0,0,0,0,3,0,0.7,0.7,0.2,0.9,9,20,34,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.11,0.09,0.11,Matches
10,Lucas Acosta,ar ARG,GK,Sarmiento,28,1995,23,23,2070,23.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
11,Marcos Acuña,ar ARG,DF,River Plate,32,1991,11,9,773,8.6,0,0,0,0,0,0,1,0,0.2,0.2,1.9,2.2,20,44,56,0.00,0.00,0.00,0.00,0.00,0.03,0.22,0.25,0.03,0.25,Matches
12,Valentino Acuña,ar ARG,MF,Newell's OB,18,2006,5,2,166,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,5,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
13,Walter Acuña,ar ARG,"FW,MF",Deportivo Riestra,31,1992,5,1,113,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,5,7,0.00,0.00,0.00,0.00,0.00,0.16,0.05,0.21,0.16,0.21,Matches
14,Luis Advíncula,pe PER,DF,Boca Juniors,33,1990,18,16,1438,16.0,0,2,2,0,0,0,2,0,0.8,0.8,0.7,1.5,30,62,71,0.00,0.13,0.13,0.00,0.13,0.05,0.04,0.10,0.05,0.10,Matches
15,Alan Aguerre,ar ARG,GK,Lanús,33,1990,10,10,900,10.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
16,Felipe Aguilar,co COL,DF,Independiente,31,1993,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
17,Emanuel Aguilera,ar ARG,DF,Defensa y Just,34,1989,23,21,1840,20.4,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,5,54,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
18,Braian Aguirre,ar ARG,DF,Lanús,23,2000,8,7,557,6.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,27,23,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
19,Brian Aguirre,ar ARG,"FW,MF",Boca Juniors,20,2003,16,11,891,9.9,2,1,3,2,0,0,1,0,1.7,1.7,2.0,3.7,26,40,88,0.20,0.10,0.30,0.20,0.30,0.17,0.20,0.38,0.17,0.38,Matches
20,Brian Aguirre,ar ARG,"MF,FW",Newell's OB,20,2003,5,3,250,2.8,1,0,1,1,0,0,2,0,0.5,0.5,0.0,0.5,11,6,22,0.36,0.00,0.36,0.36,0.36,0.17,0.01,0.18,0.17,0.18,Matches
21,Federico Aguirre,ar ARG,FW,Barracas Central,21,2002,8,3,266,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,5,24,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Matches
22,Manuel Agustín Duarte,ar ARG,"MF,FW",Barracas Central,22,2001,13,5,514,5.7,1,1,2,1,0,0,2,0,0.9,0.9,0.9,1.8,18,24,33,0.18,0.18,0.35,0.18,0.35,0.16,0.16,0.31,0.16,0.31,Matches
23,Gabriel Alanís,ar ARG,"FW,MF",Defensa y Just,29,1994,18,11,856,9.5,2,3,5,2,0,0,0,0,1.9,1.9,2.0,3.9,21,25,79,0.21,0.32,0.53,0.21,0.53,0.20,0.21,0.41,0.20,0.41,Matches
24,Fernando Alarcón,ar ARG,DF,Instituto,29,1994,21,20,1674,18.6,2,0,2,2,0,0,8,0,1.1,1.1,0.2,1.2,6,51,5,0.11,0.00,0.11,0.11,0.11,0.06,0.01,0.07,0.06,0.07,Matches
25,William Alarcón,cl CHI,MF,Huracán,23,2000,24,21,1805,20.1,3,3,6,3,0,0,5,1,1.6,1.6,1.2,2.8,30,109,64,0.15,0.15,0.30,0.15,0.30,0.08,0.06,0.14,0.08,0.14,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
26,Gustavo Albarracín,ar ARG,MF,Talleres,17,2006,8,0,225,2.5,1,1,2,1,0,0,1,0,0.2,0.2,0.1,0.3,2,4,4,0.40,0.40,0.80,0.40,0.80,0.08,0.03,0.10,0.08,0.10,Matches
27,Brian Alexis Leizza,ar ARG,DF,Tigre,23,2000,12,12,1011,11.2,0,0,0,0,0,0,4,1,0.2,0.2,0.0,0.3,10,31,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
28,Brian Alexis Leizza,ar ARG,DF,Cen. Córdoba–SdE,23,2000,3,2,189,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
29,Franco Alfonso,ar ARG,"FW,MF",Huracán,21,2002,13,0,264,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.5,10,11,33,0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.16,0.05,0.16,Matches
30,Rodrigo Aliendro,ar ARG,MF,River Plate,32,1991,13,6,512,5.7,0,0,0,0,0,0,3,0,0.9,0.9,0.9,1.8,5,33,23,0.00,0.00,0.00,0.00,0.00,0.16,0.15,0.31,0.16,0.31,Matches
31,Agustín Almendra,ar ARG,MF,Racing Club,23,2000,19,16,1219,13.5,2,2,4,2,0,0,3,0,1.3,1.3,0.9,2.1,11,79,37,0.15,0.15,0.30,0.15,0.30,0.09,0.06,0.16,0.09,0.16,Matches
32,Antony Alonso,ar ARG,FW,Deportivo Riestra,25,1998,16,9,703,7.8,3,0,3,3,0,0,0,0,1.9,1.9,0.7,2.6,7,13,45,0.38,0.00,0.38,0.38,0.38,0.25,0.09,0.33,0.25,0.33,Matches
