rk,player,nation,pos,squad,age,born,mp,starts,min,90s,ga,ga90,sota,saves,save,w,d,l,cs,cs_perf,pkatt,pka,pksv,pkm,save_penalt,matches
1,Lucas Acosta,ar ARG,GK,Sarmiento,28,1995,23,23,2070,23.0,24,1.04,104,81,78.8,5,9,9,9,39.1,2,2,0,0,0.0,Matches
2,Alan Aguerre,ar ARG,GK,Lanús,33,1990,10,10,900,10.0,14,1.40,43,28,69.8,3,4,3,1,10.0,2,1,1,0,50.0,Matches
3,Facundo Altamirano,ar ARG,GK,San Lorenzo,27,1996,9,9,810,9.0,11,1.22,32,22,65.6,1,3,5,2,22.2,0,0,0,0,,Matches
4,Ignacio Arce,ar ARG,GK,Deportivo Riestra,31,1992,25,25,2250,25.0,25,1.00,115,90,81.7,8,9,8,12,48.0,4,4,0,0,0.0,Matches
5,Gabriel Arias,cl CHI,GK,Racing Club,36,1987,21,21,1845,20.5,18,0.88,63,46,73.0,12,3,6,10,47.6,2,1,0,1,0.0,Matches
6,Franco Armani,ar ARG,GK,River Plate,37,1986,22,22,1980,22.0,16,0.73,68,51,80.9,11,6,5,9,40.9,4,3,1,0,25.0,Matches
7,Thyago Ayala,ar ARG,GK,Sarmiento,22,2001,1,1,90,1.0,0,0.00,3,3,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
8,Marcelo Barovero,ar ARG,GK,Banfield,39,1984,2,2,118,1.3,1,0.76,2,1,50.0,0,1,1,0,0.0,0,0,0,0,,Matches
9,Enrique Bologna,ar ARG,GK,Defensa y Just,41,1982,17,17,1530,17.0,16,0.94,60,42,75.0,7,6,4,7,41.2,3,1,2,0,66.7,Matches
10,Leandro Brey,ar ARG,GK,Boca Juniors,21,2002,12,11,999,11.1,8,0.72,45,36,86.7,7,2,2,6,54.5,3,2,1,0,33.3,Matches
11,Jorge Broun,ar ARG,GK,Rosario Central,37,1986,24,24,2160,24.0,27,1.13,100,74,76.0,7,7,10,6,25.0,3,3,0,0,0.0,Matches
12,Lautaro Bursich,ar ARG,GK,Cen. Córdoba–SdE,21,2002,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
13,Facundo Cambeses,ar ARG,GK,Racing Club,26,1997,7,6,585,6.5,12,1.85,34,21,64.7,2,1,3,1,16.7,1,0,1,0,100.0,Matches
14,Dante Campisi,ar ARG,GK,Unión,27,1996,1,1,90,1.0,1,1.00,3,2,66.7,1,0,0,0,0.0,0,0,0,0,,Matches
15,Thiago Cardozo,uy URU,GK,Unión,27,1996,26,26,2340,26.0,25,0.96,94,68,79.8,10,7,9,12,46.2,7,6,1,0,14.3,Matches
16,Ezequiel Centurión,ar ARG,GK,River Plate,26,1997,1,1,90,1.0,2,2.00,3,1,66.7,0,0,1,0,0.0,1,1,0,0,0.0,Matches
17,Ezequiel Centurión,ar ARG,GK,Ind. Rivadavia,26,1997,22,22,1980,22.0,23,1.05,84,60,75.0,8,7,7,8,36.4,3,2,1,0,33.3,Matches
18,Ignacio Chicco,ar ARG,GK,Belgrano,27,1996,8,7,656,7.3,8,1.10,25,17,68.0,3,2,2,2,28.6,0,0,0,0,,Matches
