rk,player,nation,pos,squad,age,born,90s,crdy,crdr,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,won,lost,won_aerial,matches
1,Matías Abaldo,uy URU,FW,Gimnasia–LP,19,2004,11.4,0,0,0,4,8,3,51,4,4,0,0,0,42,2,4,33.3,Matches
2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,28,1995,16.8,4,2,0,12,14,0,3,26,27,0,0,0,100,38,43,46.9,Matches
3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,33,1990,10.4,4,0,0,8,7,0,32,4,18,0,0,0,43,10,16,38.5,Matches
4,Ramón Ábila,ar ARG,FW,Huracán,34,1989,8.2,4,0,0,9,6,10,3,0,1,0,0,0,11,16,26,38.1,Matches
5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,24,2000,14.6,3,0,0,13,12,2,29,7,20,0,0,1,84,28,24,53.8,Matches
6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,26,1997,16.6,6,1,0,20,30,2,99,8,20,0,0,0,72,13,19,40.6,Matches
7,Matías Acevedo,ar ARG,MF,Racing Club,15,2008,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Matches
8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,35,1988,23.0,8,0,0,29,19,0,30,25,15,0,0,0,122,41,25,62.1,Matches
9,Lautaro Acosta,ar ARG,"MF,FW",Lanús,35,1988,8.3,3,0,0,9,14,0,5,6,9,0,0,0,33,11,20,35.5,Matches
10,Lucas Acosta,ar ARG,GK,Sarmiento,28,1995,23.0,2,0,0,0,1,0,0,0,1,0,0,1,14,5,2,71.4,Matches
11,Marcos Acuña,ar ARG,DF,River Plate,32,1991,8.6,1,0,0,3,12,0,68,6,14,0,0,0,63,18,6,75.0,Matches
12,Valentino Acuña,ar ARG,MF,Newell's OB,18,2006,1.8,1,0,0,2,0,0,0,0,3,0,0,0,9,1,1,50.0,Matches
13,Walter Acuña,ar ARG,"FW,MF",Deportivo Riestra,31,1992,1.3,0,0,0,5,5,0,8,1,1,0,0,0,3,2,8,20.0,Matches
14,Luis Advíncula,pe PER,DF,Boca Juniors,33,1990,16.0,2,0,0,19,20,1,32,12,11,0,0,0,64,11,14,44.0,Matches
15,Alan Aguerre,ar ARG,GK,Lanús,33,1990,10.0,2,0,0,1,5,0,0,0,0,0,1,0,7,3,0,100.0,Matches
16,Felipe Aguilar,co COL,DF,Independiente,31,1993,0.5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,33.3,Matches
