rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
1,Matías Abaldo,uy URU,FW,Gimnasia–LP,19,2004,11.4,492,2,40,140,321,61,492,45,18,40.0,25,55.6,293,1786,873,39,18,13,43,19,361,117,Matches
2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,28,1995,16.8,1152,99,522,609,34,9,1152,14,11,78.6,3,21.4,583,3346,2215,9,5,1,9,6,701,5,Matches
3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,33,1990,10.4,536,31,142,249,149,2,536,14,6,42.9,7,50.0,185,777,338,9,7,0,13,8,228,34,Matches
4,Ramón Ábila,ar ARG,FW,Huracán,34,1989,8.2,235,4,5,106,126,35,235,9,2,22.2,7,77.8,133,460,152,6,4,5,25,10,188,47,Matches
5,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,24,2000,14.6,718,19,119,428,189,26,718,19,10,52.6,7,36.8,377,1663,732,18,9,2,25,19,441,35,Matches
6,Jonás Acevedo,ar ARG,"MF,FW",Instituto,26,1997,16.6,847,8,84,401,371,20,847,42,21,50.0,21,50.0,481,2798,1209,32,34,5,36,23,546,94,Matches
7,Matías Acevedo,ar ARG,MF,Racing Club,15,2008,0.2,11,0,0,5,6,1,11,1,1,100.0,0,0.0,3,19,3,0,0,0,2,0,4,1,Matches
8,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,35,1988,23.0,1213,57,301,721,196,15,1213,11,7,63.6,4,36.4,441,1918,876,13,9,1,29,12,582,37,Matches
9,Lautaro Acosta,ar ARG,"MF,FW",Lanús,35,1988,8.3,309,9,62,167,84,14,309,7,3,42.9,4,57.1,134,645,307,9,6,1,23,6,171,34,Matches
10,Lucas Acosta,ar ARG,GK,Sarmiento,28,1995,23.0,714,603,705,10,0,0,714,1,1,100.0,0,0.0,298,2167,1554,0,0,0,2,0,146,0,Matches
11,Marcos Acuña,ar ARG,DF,River Plate,32,1991,8.6,708,21,163,343,212,7,708,17,12,70.6,5,29.4,370,1631,892,20,10,2,8,6,429,56,Matches
12,Valentino Acuña,ar ARG,MF,Newell's OB,18,2006,1.8,74,1,18,43,14,2,74,0,0,,0,,34,98,42,0,1,0,1,0,39,5,Matches
13,Walter Acuña,ar ARG,"FW,MF",Deportivo Riestra,31,1992,1.3,64,0,1,21,42,6,64,4,1,25.0,2,50.0,24,108,38,2,1,1,8,4,36,7,Matches
14,Luis Advíncula,pe PER,DF,Boca Juniors,33,1990,16.0,888,32,214,436,250,19,888,28,14,50.0,13,46.4,450,2439,1199,30,24,4,15,17,516,71,Matches
15,Alan Aguerre,ar ARG,GK,Lanús,33,1990,10.0,328,263,323,5,0,0,328,0,0,,0,,133,853,511,0,0,0,1,0,87,0,Matches
16,Felipe Aguilar,co COL,DF,Independiente,31,1993,0.5,12,4,6,6,0,0,12,0,0,,0,,5,23,0,0,0,0,0,0,5,0,Matches
17,Emanuel Aguilera,ar ARG,DF,Defensa y Just,34,1989,20.4,1176,134,621,541,18,5,1176,3,2,66.7,1,33.3,571,2953,1912,5,4,0,6,1,648,1,Matches
18,Braian Aguirre,ar ARG,DF,Lanús,23,2000,6.2,363,17,132,181,54,6,363,17,6,35.3,11,64.7,139,581,236,7,6,1,7,1,147,23,Matches
19,Brian Aguirre,ar ARG,"FW,MF",Boca Juniors,20,2003,9.9,413,2,25,173,219,30,413,36,15,41.7,21,58.3,229,1814,705,26,15,7,24,14,279,88,Matches
20,Brian Aguirre,ar ARG,"MF,FW",Newell's OB,20,2003,2.8,120,3,19,43,59,8,120,24,8,33.3,12,50.0,72,593,256,11,10,2,7,2,80,22,Matches
21,Federico Aguirre,ar ARG,FW,Barracas Central,21,2002,3.0,111,5,15,58,41,6,111,20,2,10.0,16,80.0,66,351,145,3,2,0,14,10,75,24,Matches
22,Manuel Agustín Duarte,ar ARG,"MF,FW",Barracas Central,22,2001,5.7,262,5,29,138,100,10,262,23,10,43.5,13,56.5,162,1028,527,18,16,3,16,9,188,33,Matches
23,Gabriel Alanís,ar ARG,"FW,MF",Defensa y Just,29,1994,9.5,403,9,46,179,185,35,403,36,16,44.4,19,52.8,245,1430,609,21,9,7,31,16,276,79,Matches
24,Fernando Alarcón,ar ARG,DF,Instituto,29,1994,18.6,1019,144,519,455,52,26,1019,5,3,60.0,2,40.0,452,2071,1191,6,8,0,9,1,518,5,Matches
25,William Alarcón,cl CHI,MF,Huracán,23,2000,20.1,1038,13,124,630,293,17,1038,36,15,41.7,18,50.0,528,2393,1134,30,18,1,38,19,669,64,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
26,Gustavo Albarracín,ar ARG,MF,Talleres,17,2006,2.5,99,6,18,53,29,3,99,6,3,50.0,3,50.0,42,185,73,2,3,0,4,1,55,4,Matches
27,Brian Alexis Leizza,ar ARG,DF,Tigre,23,2000,11.2,682,83,340,333,12,3,682,2,1,50.0,1,50.0,382,2139,1396,10,7,0,5,2,428,1,Matches
28,Brian Alexis Leizza,ar ARG,DF,Cen. Córdoba–SdE,23,2000,2.1,113,18,53,56,4,1,113,0,0,,0,,42,182,134,2,0,0,1,1,52,1,Matches
29,Franco Alfonso,ar ARG,"FW,MF",Huracán,21,2002,2.9,178,1,23,70,89,11,178,16,4,25.0,12,75.0,101,630,283,10,5,4,15,7,105,33,Matches
30,Rodrigo Aliendro,ar ARG,MF,River Plate,32,1991,5.7,419,12,68,268,85,13,419,6,4,66.7,2,33.3,223,801,328,5,5,3,12,8,284,23,Matches
31,Agustín Almendra,ar ARG,MF,Racing Club,23,2000,13.5,776,10,98,485,208,12,776,25,10,40.0,14,56.0,390,1692,722,11,14,1,21,8,456,37,Matches
32,Antony Alonso,ar ARG,FW,Deportivo Riestra,25,1998,7.8,238,3,15,113,114,27,238,16,6,37.5,10,62.5,119,506,204,7,5,1,24,7,163,45,Matches
33,Facundo Altamira,,"MF,FW",Godoy Cruz,,,16.7,589,14,66,228,315,53,589,77,34,44.2,43,55.8,350,2350,948,43,26,18,65,34,418,153,Matches
34,Facundo Altamirano,ar ARG,GK,San Lorenzo,27,1996,9.0,269,206,266,3,0,0,269,1,1,100.0,0,0.0,147,622,406,0,0,0,0,0,128,0,Matches
35,Pablo Altamirano,ar ARG,MF,Newell's OB,19,2005,1.6,102,3,14,75,14,0,102,3,0,0.0,2,66.7,67,276,86,0,1,0,2,6,77,4,Matches
36,Fabio Álvarez,ar ARG,"MF,FW",Lanús,31,1993,4.5,258,5,38,143,79,6,258,9,3,33.3,6,66.7,141,647,222,4,5,0,10,6,174,17,Matches
37,Francisco Álvarez,ar ARG,DF,Arg Juniors,23,2000,23.2,1760,142,822,841,110,28,1760,13,7,53.8,6,46.2,984,5838,3600,34,13,1,13,6,1092,7,Matches
