rk,player,nation,pos,squad,age,born,90s,ga,pka,fk,ck,og,psxg,psxg_sot,psxg_exp,90,cmp,att,cmp_launch,att_gk,thr,launch,avglen,att_goal_k,launch_goal_k,avglen_goal_k,opp,stp,stp_crosse,opa,opa_90,avgdist,matches
32,Ertaç Özbir,tr TUR,GK,Gençlerbirliği,29,1989,15.5,26,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
33,Fatih Öztürk,tr TUR,GK,Kasımpaşa,32,1986,20.0,44,8,,,,,,,,,,,,,,,,,,,,,,,,Matches
34,Ricardo,br BRA,GK,Ankaragücü,26,1993,13.0,19,4,,,,,,,,,,,,,,,,,,,,,,,,Matches
35,Mamadou Samassa,ml MLI,GK,Sivasspor,29,1990,32.5,38,6,,,,,,,,,,,,,,,,,,,,,,,,Matches
36,Ali Şaşal Vural,tr TUR,GK,Sivasspor,29,1990,1.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
37,Adam Stachowiak,pl POL,GK,Denizlispor,32,1986,26.0,34,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
38,Ertuğrul Taşkıran,tr TUR,GK,Konyaspor,29,1989,9.0,22,3,,,,,,,,,,,,,,,,,,,,,,,,Matches
39,Harun Tekin,tr TUR,GK,Fenerbahçe,30,1989,2.0,2,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
40,Muammer Yıldırım,tr TUR,GK,Sivasspor,28,1990,0.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
41,Haydar Yılmaz,tr TUR,GK,Gaziantep FK,35,1984,1.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
42,Utku Yuvakuran,tr TUR,GK,Beşiktaş,21,1997,1.0,3,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
