rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,matches
27,Ziya Alkurt,tr TUR,MF,Kayserispor,28,1990,11,6,700,7.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
28,Harun Alpsoy,ch SUI,MF,Antalyaspor,22,1997,3,0,38,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
29,Gökhan Alsan,tr TUR,MF,Gaziantep FK,29,1990,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
30,Emircan Altıntaş,,MF,Alanyaspor,24,1995,8,2,231,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
31,Hüseyin Altıntaş,tr TUR,GK,Denizlispor,24,1994,3,3,270,3.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
32,Sami Altıparmak,,MF,Gençlerbirliği,18,2001,4,1,79,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
33,Amilton,br BRA,MF,Antalyaspor,29,1989,28,24,2141,23.8,2,2,4,2,0,0,3,0,0.08,0.08,0.17,0.08,0.17,Matches
34,Florin Andone,ro ROU,FW,Galatasaray,26,1993,9,6,487,5.4,2,0,2,1,1,1,1,0,0.37,0.00,0.37,0.18,0.18,Matches
35,Diego Ângelo,br BRA,DF,Kayserispor,33,1986,14,14,1256,14.0,1,0,1,1,0,0,1,1,0.07,0.00,0.07,0.07,0.07,Matches
36,Diego Ângelo,br BRA,DF,Antalyaspor,33,1986,15,15,1344,14.9,1,2,3,1,0,0,3,1,0.07,0.13,0.20,0.07,0.20,Matches
37,Marin Aničić,ba BIH,DF,Konyaspor,29,1989,28,27,2475,27.5,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches
38,Taylan Antalyalı,tr TUR,MF,Galatasaray,24,1995,15,6,647,7.2,1,1,2,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28,Matches
39,Aaron Appindangoyé,ga GAB,DF,Sivasspor,27,1992,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
40,Hakan Arslan,tr TUR,MF,Sivasspor,31,1988,28,26,2364,26.3,7,2,9,7,0,0,6,0,0.27,0.08,0.34,0.27,0.34,Matches
41,Tolgay Arslan,de GER,MF,Fenerbahçe,28,1990,13,5,354,3.9,0,1,1,0,0,0,3,1,0.00,0.25,0.25,0.00,0.25,Matches
42,Muhammet Arslantaş,tr TUR,FW,Başakşehir,18,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
43,Serkan Asan,tr TUR,DF,Trabzonspor,20,1999,7,2,241,2.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
44,Kerem Atakan Kesgin,tr TUR,MF,Göztepe,18,2000,3,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
45,Donis Avdijaj,xk KVX,MF,Trabzonspor,22,1996,8,3,240,2.7,1,1,2,1,0,0,1,0,0.37,0.37,0.75,0.37,0.75,Matches
46,Selim Ay,tr TUR,DF,Konyaspor,28,1991,16,14,1233,13.7,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
47,Soner Aydoğdu,tr TUR,MF,Göztepe,28,1991,30,30,2519,28.0,5,7,12,5,0,1,10,0,0.18,0.25,0.43,0.18,0.43,Matches
48,Soner Aydoğdu,tr TUR,MF,Başakşehir,28,1991,1,1,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
49,Ender Aygören,tr TUR,MF,Ankaragücü,19,2000,2,0,71,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
50,Yalçın Ayhan,tr TUR,DF,Ankaragücü,37,1982,4,1,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Floyd Ayité,tg TOG,MF,Gençlerbirliği,30,1988,19,11,1188,13.2,3,0,3,3,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches
52,Sakıb Aytaç,tr TUR,DF,Yeni Mal'spor,27,1991,22,22,1894,21.0,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches
53,Serdar Aziz,tr TUR,DF,Fenerbahçe,28,1990,22,22,1912,21.2,4,0,4,4,0,0,11,1,0.19,0.00,0.19,0.19,0.19,Matches
54,Abdul Aziz Tetteh,gh GHA,MF,Gaziantep FK,29,1990,6,6,459,5.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
55,Demba Ba,sn SEN,FW,Başakşehir,34,1985,28,17,1764,19.6,13,4,17,12,1,1,4,0,0.66,0.20,0.87,0.61,0.82,Matches
56,Mame Baba Thiam,sn SEN,"MF,FW",Kasımpaşa,26,1992,25,24,1984,22.0,11,4,15,11,0,0,4,0,0.50,0.18,0.68,0.50,0.68,Matches
57,Volkan Babacan,tr TUR,GK,Başakşehir,30,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
58,Ryan Babel,nl NED,"MF,FW",Galatasaray,32,1986,15,13,1243,13.8,5,0,5,4,1,1,5,0,0.36,0.00,0.36,0.29,0.29,Matches
59,Baiano,br BRA,DF,Alanyaspor,32,1987,11,11,886,9.8,0,2,2,0,0,0,4,0,0.00,0.20,0.20,0.00,0.20,Matches
60,Fabrício Baiano,br BRA,MF,Gençlerbirliği,27,1992,25,24,1938,21.5,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches
61,Riad Bajić,ba BIH,FW,Konyaspor,25,1994,27,20,1738,19.3,4,2,6,3,1,1,1,0,0.21,0.10,0.31,0.16,0.26,Matches
62,Anastasios Bakasetas,gr GRE,MF,Alanyaspor,26,1993,34,33,2829,31.4,10,4,14,9,1,1,4,0,0.32,0.13,0.45,0.29,0.41,Matches
63,Göktuğ Bakırbaş,tr TUR,GK,Göztepe,23,1996,7,4,488,5.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
64,Bünyamin Balcı,tr TUR,"DF,MF",Antalyaspor,19,2000,16,14,1280,14.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
65,Yacine Bammou,ma MAR,"MF,FW",Alanyaspor,27,1991,18,6,629,7.0,2,0,2,2,0,0,1,0,0.29,0.00,0.29,0.29,0.29,Matches
66,Modou Barrow,gm GAM,MF,Denizlispor,26,1992,24,23,1868,20.8,3,2,5,3,0,0,3,1,0.14,0.10,0.24,0.14,0.24,Matches
67,Bilal Başaçıkoğlu,tr TUR,"MF,FW",Kayserispor,24,1995,11,5,485,5.4,0,3,3,0,0,0,1,0,0.00,0.56,0.56,0.00,0.56,Matches
68,Bilal Başaçıkoğlu,tr TUR,"FW,MF",Trabzonspor,24,1995,7,0,79,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
69,Altay Bayındır,tr TUR,GK,Fenerbahçe,21,1998,32,32,2880,32.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
70,Emin Bayram,tr TUR,DF,Galatasaray,16,2003,4,1,143,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
71,Ömer Bayram,tr TUR,MF,Galatasaray,28,1991,29,25,2256,25.1,1,10,11,1,0,0,7,0,0.04,0.40,0.44,0.04,0.44,Matches
72,Aziz Behich,au AUS,DF,Başakşehir,28,1990,5,5,372,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
73,Mike van Beijnen,nl NED,DF,Gençlerbirliği,20,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
74,Younès Belhanda,ma MAR,MF,Galatasaray,29,1990,23,21,1755,19.5,5,2,7,1,4,5,9,1,0.26,0.10,0.36,0.05,0.15,Matches
75,Emre Belözoğlu,tr TUR,MF,Fenerbahçe,38,1980,26,16,1430,15.9,3,5,8,1,2,3,5,0,0.19,0.31,0.50,0.06,0.38,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Syam Ben Youssef,tn TUN,DF,Denizlispor,30,1989,4,3,272,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
77,Syam Ben Youssef,tn TUN,DF,Kasımpaşa,30,1989,15,15,1350,15.0,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
78,Zakarya Bergdich,ma MAR,DF,Denizlispor,30,1989,22,22,1935,21.5,1,2,3,1,0,0,6,0,0.05,0.09,0.14,0.05,0.14,Matches
79,Rahmetullah Berişbek,tr TUR,MF,Gençlerbirliği,20,1999,21,1,354,3.9,1,1,2,1,0,0,1,0,0.25,0.25,0.51,0.25,0.51,Matches
80,Beto,pt POR,GK,Göztepe,37,1982,30,30,2569,28.5,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
81,Thievy Bifouma,cg CGO,"MF,FW",Yeni Mal'spor,27,1992,21,16,1455,16.2,6,1,7,6,0,0,2,0,0.37,0.06,0.43,0.37,0.43,Matches
82,Tayfur Bingöl,tr TUR,"DF,MF",Alanyaspor,26,1993,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
83,André Biyogo Poko,ga GAB,MF,Göztepe,26,1993,14,12,958,10.6,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
84,Mattias Bjärsmyr,se SWE,DF,Gençlerbirliği,33,1986,8,7,631,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
85,Gustavo Blanco Leschuk,ar ARG,FW,Antalyaspor,27,1991,24,12,1343,14.9,4,2,6,4,0,0,3,0,0.27,0.13,0.40,0.27,0.40,Matches
86,Kevin-Prince Boateng,gh GHA,MF,Beşiktaş,32,1987,11,6,598,6.6,3,1,4,3,0,0,1,0,0.45,0.15,0.60,0.45,0.60,Matches
87,Ruud Boffin,be BEL,GK,Antalyaspor,31,1987,23,23,2070,23.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
88,Fernando Boldrin,br BRA,"MF,FW",Rizespor,30,1989,30,29,2614,29.0,6,4,10,5,1,2,6,0,0.21,0.14,0.34,0.17,0.31,Matches
89,Celso Borges,cr CRC,"MF,DF",Göztepe,31,1988,21,12,1105,12.3,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches
90,Andriy Boryachuk,ua UKR,"DF,FW",Rizespor,23,1996,5,0,40,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
91,Tyler Boyd,us USA,MF,Beşiktaş,24,1994,21,13,1119,12.4,1,1,2,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches
92,Tomáš Břečka,cz CZE,DF,Kasımpaşa,25,1994,11,10,823,9.1,1,0,1,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches
93,Onur Bulut,tr TUR,"DF,MF",Alanyaspor,25,1994,23,14,1235,13.7,3,3,6,3,0,0,2,0,0.22,0.22,0.44,0.22,0.44,Matches
94,Umut Bulut,tr TUR,"MF,FW",Kayserispor,36,1983,11,11,903,10.0,3,0,3,3,0,0,3,1,0.30,0.00,0.30,0.30,0.30,Matches
95,Umut Bulut,tr TUR,"FW,MF",Yeni Mal'spor,36,1983,17,15,1239,13.8,3,1,4,3,0,0,1,0,0.22,0.07,0.29,0.22,0.29,Matches
96,Adem Büyük,tr TUR,FW,Galatasaray,31,1987,26,12,1231,13.7,7,1,8,5,2,2,5,1,0.51,0.07,0.58,0.37,0.44,Matches
97,Musa Çağıran,tr TUR,MF,Alanyaspor,26,1992,17,5,510,5.7,0,1,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,Matches
98,Rahman Çağıran,tr TUR,MF,Yeni Mal'spor,24,1995,5,1,126,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
99,Oğulcan Çağlayan,tr TUR,"FW,MF",Rizespor,23,1996,22,14,1311,14.6,3,2,5,3,0,0,4,0,0.21,0.14,0.34,0.21,0.34,Matches
100,Júnior Caiçara,br BRA,DF,Başakşehir,30,1989,33,33,2970,33.0,0,4,4,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Uğurcan Çakır,tr TUR,GK,Trabzonspor,23,1996,33,33,2890,32.1,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches
102,Burak Çalık,tr TUR,MF,Denizlispor,30,1989,3,1,89,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
103,Samba Camara,ml MLI,DF,Sivasspor,26,1992,5,2,233,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
104,Tarık Çamdal,tr TUR,"DF,MF",Antalyaspor,28,1991,4,3,276,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
105,Ali Çamdalı,,MF,Konyaspor,35,1984,2,0,56,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
106,Gustavo Campanharo,br BRA,MF,Kayserispor,27,1992,15,14,1270,14.1,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches
107,Gastón Campi,ar ARG,DF,Trabzonspor,28,1991,24,23,2052,22.8,0,1,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,Matches
108,Djalma Campos,ao ANG,MF,Alanyaspor,32,1987,22,9,1045,11.6,4,3,7,4,0,0,1,0,0.34,0.26,0.60,0.34,0.60,Matches
109,Mücahit Can Akçay,tr TUR,FW,Konyaspor,21,1998,7,1,111,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
110,Ahmet Can Arık,tr TUR,DF,Ankaragücü,21,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
111,Ahmet Canbaz,tr TUR,MF,Trabzonspor,21,1998,4,1,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
112,Daniel Candeias,pt POR,MF,Gençlerbirliği,31,1988,32,32,2695,29.9,3,5,8,3,0,0,9,0,0.10,0.17,0.27,0.10,0.27,Matches
113,Héctor Canteros,ar ARG,MF,Ankaragücü,30,1989,14,12,1055,11.7,1,1,2,1,0,0,4,0,0.09,0.09,0.17,0.09,0.17,Matches
114,Oğuzhan Çapar,,DF,Kayserispor,22,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
115,Burak Çapkınoğlu,,GK,Gençlerbirliği,24,1995,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
116,José Carlos Marafona,pt POR,GK,Alanyaspor,32,1987,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
117,André Castro,pt POR,MF,Göztepe,31,1988,32,22,2119,23.5,3,2,5,3,0,0,2,0,0.13,0.08,0.21,0.13,0.21,Matches
118,Steven Caulker,sl SLE,DF,Alanyaspor,27,1991,29,28,2531,28.1,1,5,6,1,0,0,3,0,0.04,0.18,0.21,0.04,0.21,Matches
119,Özgür Çek,tr TUR,"DF,MF",Denizlispor,28,1991,14,5,601,6.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
120,Özgür Çek,tr TUR,DF,Kasımpaşa,28,1991,4,3,289,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
121,Alpay Çelebi,tr TUR,DF,Kayserispor,20,1999,1,1,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
122,Muğdat Çelik,tr TUR,FW,Gaziantep FK,29,1990,5,0,52,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
123,Korcan Çelikay,tr TUR,GK,Ankaragücü,31,1987,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
124,Ondřej Čelůstka,cz CZE,DF,Antalyaspor,30,1989,24,23,2089,23.2,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches
125,Tarık Çetin,tr TUR,GK,Rizespor,22,1997,9,7,648,7.2,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Oğuz Ceylan,tr TUR,"DF,MF",Gaziantep FK,28,1990,30,30,2700,30.0,1,3,4,1,0,0,12,0,0.03,0.10,0.13,0.03,0.13,Matches
127,Ghaylène Chaalali,tn TUN,MF,Yeni Mal'spor,25,1994,11,6,573,6.4,0,1,1,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,Matches
128,Aatif Chahechouhe,ma MAR,"MF,FW",Antalyaspor,33,1986,17,13,1063,11.8,1,0,1,1,0,1,0,0,0.08,0.00,0.08,0.08,0.08,Matches
129,Dimitris Chatziisaias,gr GRE,DF,Rizespor,26,1992,9,8,681,7.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
130,Issam Chebake,ma MAR,DF,Yeni Mal'spor,29,1989,26,26,2168,24.1,1,1,2,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08,Matches
131,Aurélien Chedjou,cm CMR,DF,Başakşehir,34,1985,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
132,Raman Chibsah,gh GHA,MF,Gaziantep FK,26,1993,24,10,1128,12.5,1,0,1,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,Matches
133,Chico,br BRA,"MF,DF",Antalyaspor,32,1987,22,11,1148,12.8,1,0,1,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches
134,Nadir Çiftçi,nl NED,"MF,FW",Gençlerbirliği,27,1992,13,5,467,5.2,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
135,Uğur Çiftçi,tr TUR,DF,Sivasspor,27,1992,28,28,2390,26.6,1,2,3,1,0,0,6,1,0.04,0.08,0.11,0.04,0.11,Matches
136,Sadık Çiftpınar,tr TUR,DF,Fenerbahçe,26,1993,4,2,134,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
137,Tolga Ciğerci,tr TUR,MF,Fenerbahçe,27,1992,26,20,1649,18.3,2,3,5,2,0,0,4,0,0.11,0.16,0.27,0.11,0.27,Matches
138,Orkan Çınar,tr TUR,MF,Beşiktaş,23,1996,3,0,47,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
139,Orkan Çınar,tr TUR,MF,Ankaragücü,23,1996,3,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
140,Şamil Çinaz,tr TUR,MF,Kayserispor,33,1986,5,5,371,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
141,İsmail Çipe,tr TUR,GK,Kayserispor,24,1995,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
142,Papiss Cissé,sn SEN,FW,Alanyaspor,34,1985,32,30,2734,30.4,22,1,23,20,2,3,5,0,0.72,0.03,0.76,0.66,0.69,Matches
143,Emirhan Civelek,tr TUR,DF,Kayserispor,19,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
144,Gaël Clichy,fr FRA,DF,Başakşehir,34,1985,31,30,2745,30.5,2,6,8,2,0,0,3,0,0.07,0.20,0.26,0.07,0.26,Matches
145,Isaac Cofie,gh GHA,MF,Sivasspor,27,1991,17,11,823,9.1,0,1,1,0,0,0,4,1,0.00,0.11,0.11,0.00,0.11,Matches
146,Kamil Çörekçi,tr TUR,"DF,MF",Trabzonspor,27,1992,17,13,1165,12.9,0,2,2,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,Matches
147,Manuel da Costa,ma MAR,DF,Trabzonspor,33,1986,11,9,829,9.2,1,0,1,1,0,0,5,0,0.11,0.00,0.11,0.11,0.11,Matches
148,Osman Çötür,,DF,Kayserispor,17,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
149,Enzo Crivelli,fr FRA,"FW,MF",Başakşehir,24,1995,30,29,2498,27.8,11,3,14,11,0,0,11,0,0.40,0.11,0.50,0.40,0.50,Matches
150,Erdon Daci,mk MKD,"FW,MF",Konyaspor,21,1998,23,7,745,8.3,1,2,3,1,0,0,2,0,0.12,0.24,0.36,0.12,0.36,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Nill De Pauw,cd COD,"MF,FW",Rizespor,29,1990,7,6,423,4.7,0,2,2,0,0,0,1,0,0.00,0.43,0.43,0.00,0.43,Matches
152,Emre Demir,tr TUR,"MF,FW",Kayserispor,15,2004,11,5,503,5.6,1,0,1,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches
153,Muhammet Demir,tr TUR,FW,Gaziantep FK,27,1992,22,13,1121,12.5,3,0,3,3,0,2,2,0,0.24,0.00,0.24,0.24,0.24,Matches
154,Uğur Demirok,tr TUR,DF,Konyaspor,31,1988,13,12,1093,12.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
155,İlhan Depe,tr TUR,MF,Kasımpaşa,26,1992,24,7,832,9.2,0,3,3,0,0,0,2,0,0.00,0.32,0.32,0.00,0.32,Matches
