rk,player,nation,pos,squad,age,born,90s,crdy,crdr,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,matches
45,Donis Avdijaj,xk KVX,MF,Trabzonspor,22,1996,2.7,1,0,0,8,5,1,6,3,2,,,0,Matches
46,Selim Ay,tr TUR,DF,Konyaspor,28,1991,13.7,6,0,0,18,3,0,1,12,14,,,0,Matches
47,Soner Aydoğdu,tr TUR,MF,Göztepe,28,1991,28.0,10,0,0,46,17,4,41,25,35,,,0,Matches
48,Soner Aydoğdu,tr TUR,MF,Başakşehir,28,1991,0.7,0,0,0,2,1,0,1,0,0,,,0,Matches
49,Ender Aygören,tr TUR,MF,Ankaragücü,19,2000,0.8,1,0,0,1,0,0,1,2,0,,,0,Matches
50,Yalçın Ayhan,tr TUR,DF,Ankaragücü,37,1982,1.1,0,0,0,0,1,0,0,2,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,Floyd Ayité,tg TOG,MF,Gençlerbirliği,30,1988,13.2,0,0,0,39,15,7,28,7,11,,,0,Matches
52,Sakıb Aytaç,tr TUR,DF,Yeni Mal'spor,27,1991,21.0,5,0,0,13,19,1,54,27,32,,,0,Matches
53,Serdar Aziz,tr TUR,DF,Fenerbahçe,28,1990,21.2,11,1,1,28,30,0,2,30,31,,,1,Matches
54,Abdul Aziz Tetteh,gh GHA,MF,Gaziantep FK,29,1990,5.1,1,0,0,10,4,0,0,10,4,,,0,Matches
55,Demba Ba,sn SEN,FW,Başakşehir,34,1985,19.6,4,0,0,23,41,16,4,5,3,,,0,Matches
56,Mame Baba Thiam,sn SEN,"MF,FW",Kasımpaşa,26,1992,22.0,4,0,0,53,29,6,7,12,17,,,0,Matches
57,Volkan Babacan,tr TUR,GK,Başakşehir,30,1988,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
58,Ryan Babel,nl NED,"MF,FW",Galatasaray,32,1986,13.8,5,0,0,21,20,14,28,4,1,,,0,Matches
59,Baiano,br BRA,DF,Alanyaspor,32,1987,9.8,4,0,0,17,5,0,39,17,24,,,0,Matches
60,Fabrício Baiano,br BRA,MF,Gençlerbirliği,27,1992,21.5,9,0,0,42,32,2,36,12,38,,,0,Matches
61,Riad Bajić,ba BIH,FW,Konyaspor,25,1994,19.3,1,0,0,15,32,9,6,4,2,,,0,Matches
62,Anastasios Bakasetas,gr GRE,MF,Alanyaspor,26,1993,31.4,4,0,0,40,49,2,167,8,21,,,0,Matches
63,Göktuğ Bakırbaş,tr TUR,GK,Göztepe,23,1996,5.4,1,0,0,0,0,0,0,0,0,,,0,Matches
64,Bünyamin Balcı,tr TUR,"DF,MF",Antalyaspor,19,2000,14.2,2,0,0,10,20,3,30,18,18,,,0,Matches
65,Yacine Bammou,ma MAR,"MF,FW",Alanyaspor,27,1991,7.0,1,0,0,12,6,5,29,9,1,,,0,Matches
66,Modou Barrow,gm GAM,MF,Denizlispor,26,1992,20.8,3,1,0,22,37,10,109,12,17,,,0,Matches
67,Bilal Başaçıkoğlu,tr TUR,"MF,FW",Kayserispor,24,1995,5.4,1,0,0,12,11,1,25,1,7,,,0,Matches
68,Bilal Başaçıkoğlu,tr TUR,"FW,MF",Trabzonspor,24,1995,0.9,0,0,0,1,3,0,6,2,6,,,0,Matches
69,Altay Bayındır,tr TUR,GK,Fenerbahçe,21,1998,32.0,4,0,0,1,5,0,0,2,1,,,0,Matches
70,Emin Bayram,tr TUR,DF,Galatasaray,16,2003,1.6,0,0,0,1,2,0,0,2,2,,,0,Matches
71,Ömer Bayram,tr TUR,MF,Galatasaray,28,1991,25.1,7,0,0,35,57,4,212,20,20,,,0,Matches
72,Aziz Behich,au AUS,DF,Başakşehir,28,1990,4.1,0,0,0,3,7,0,6,7,5,,,0,Matches
73,Mike van Beijnen,nl NED,DF,Gençlerbirliği,20,1999,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
74,Younès Belhanda,ma MAR,MF,Galatasaray,29,1990,19.5,9,1,1,23,22,2,25,10,11,,,0,Matches
75,Emre Belözoğlu,tr TUR,MF,Fenerbahçe,38,1980,15.9,5,0,0,21,24,1,77,13,19,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Syam Ben Youssef,tn TUN,DF,Denizlispor,30,1989,3.0,0,0,0,1,0,0,0,3,1,,,0,Matches
77,Syam Ben Youssef,tn TUN,DF,Kasımpaşa,30,1989,15.0,4,0,0,17,6,0,1,17,8,,,0,Matches
78,Zakarya Bergdich,ma MAR,DF,Denizlispor,30,1989,21.5,6,0,0,33,14,5,61,27,19,,,0,Matches
79,Rahmetullah Berişbek,tr TUR,MF,Gençlerbirliği,20,1999,3.9,1,0,0,5,3,0,11,3,9,,,0,Matches
80,Beto,pt POR,GK,Göztepe,37,1982,28.5,5,1,0,2,10,0,0,0,0,,,0,Matches
81,Thievy Bifouma,cg CGO,"MF,FW",Yeni Mal'spor,27,1992,16.2,2,0,0,26,30,4,33,7,17,,,0,Matches
82,Tayfur Bingöl,tr TUR,"DF,MF",Alanyaspor,26,1993,0.1,0,0,0,0,1,0,2,0,0,,,0,Matches
83,André Biyogo Poko,ga GAB,MF,Göztepe,26,1993,10.6,3,1,0,12,20,1,9,24,27,,,0,Matches
84,Mattias Bjärsmyr,se SWE,DF,Gençlerbirliği,33,1986,7.0,0,0,0,4,2,0,1,7,7,,,0,Matches
85,Gustavo Blanco Leschuk,ar ARG,FW,Antalyaspor,27,1991,14.9,3,0,0,27,25,5,9,3,7,,,0,Matches
86,Kevin-Prince Boateng,gh GHA,MF,Beşiktaş,32,1987,6.6,1,0,0,15,17,1,4,5,4,,,0,Matches
87,Ruud Boffin,be BEL,GK,Antalyaspor,31,1987,23.0,3,0,0,0,3,0,0,0,0,,,0,Matches
88,Fernando Boldrin,br BRA,"MF,FW",Rizespor,30,1989,29.0,6,0,0,35,82,4,144,12,19,,,0,Matches
89,Celso Borges,cr CRC,"MF,DF",Göztepe,31,1988,12.3,3,0,0,12,5,0,5,18,6,,,0,Matches
90,Andriy Boryachuk,ua UKR,"DF,FW",Rizespor,23,1996,0.4,0,0,0,3,1,0,0,2,2,,,0,Matches
91,Tyler Boyd,us USA,MF,Beşiktaş,24,1994,12.4,5,0,0,24,21,3,25,13,9,,,0,Matches
92,Tomáš Břečka,cz CZE,DF,Kasımpaşa,25,1994,9.1,1,0,0,4,5,0,0,15,2,,,0,Matches
93,Onur Bulut,tr TUR,"DF,MF",Alanyaspor,25,1994,13.7,2,0,0,8,12,0,59,25,18,,,0,Matches
94,Umut Bulut,tr TUR,"MF,FW",Kayserispor,36,1983,10.0,3,1,1,10,10,1,5,3,12,,,0,Matches
95,Umut Bulut,tr TUR,"FW,MF",Yeni Mal'spor,36,1983,13.8,1,0,0,12,10,10,6,3,5,,,0,Matches
96,Adem Büyük,tr TUR,FW,Galatasaray,31,1987,13.7,5,1,1,31,37,15,9,6,15,,,0,Matches
97,Musa Çağıran,tr TUR,MF,Alanyaspor,26,1992,5.7,0,0,0,17,7,1,5,11,13,,,0,Matches
98,Rahman Çağıran,tr TUR,MF,Yeni Mal'spor,24,1995,1.4,0,0,0,1,0,2,6,2,4,,,0,Matches
99,Oğulcan Çağlayan,tr TUR,"FW,MF",Rizespor,23,1996,14.6,4,0,0,24,19,6,29,8,10,,,0,Matches
100,Júnior Caiçara,br BRA,DF,Başakşehir,30,1989,33.0,1,0,0,42,21,1,106,32,48,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Uğurcan Çakır,tr TUR,GK,Trabzonspor,23,1996,32.1,5,0,0,1,10,0,0,2,1,,,0,Matches
102,Burak Çalık,tr TUR,MF,Denizlispor,30,1989,1.0,1,0,0,2,2,1,1,1,1,,,0,Matches
103,Samba Camara,ml MLI,DF,Sivasspor,26,1992,2.6,0,0,0,5,0,1,0,4,3,,,0,Matches
104,Tarık Çamdal,tr TUR,"DF,MF",Antalyaspor,28,1991,3.1,1,0,0,3,8,0,1,1,6,,,0,Matches
105,Ali Çamdalı,,MF,Konyaspor,35,1984,0.6,0,0,0,1,0,0,0,0,0,,,0,Matches
106,Gustavo Campanharo,br BRA,MF,Kayserispor,27,1992,14.1,8,1,1,36,23,0,4,32,25,,,0,Matches
107,Gastón Campi,ar ARG,DF,Trabzonspor,28,1991,22.8,8,0,0,36,6,2,5,49,24,,,0,Matches
108,Djalma Campos,ao ANG,MF,Alanyaspor,32,1987,11.6,1,0,0,19,20,7,48,9,7,,,0,Matches
109,Mücahit Can Akçay,tr TUR,FW,Konyaspor,21,1998,1.2,1,0,0,7,4,0,0,1,1,,,0,Matches
110,Ahmet Can Arık,tr TUR,DF,Ankaragücü,21,1997,0.0,0,0,0,0,1,0,0,0,0,,,0,Matches
111,Ahmet Canbaz,tr TUR,MF,Trabzonspor,21,1998,0.8,0,0,0,0,0,1,3,2,1,,,0,Matches
112,Daniel Candeias,pt POR,MF,Gençlerbirliği,31,1988,29.9,9,0,0,52,23,3,200,15,36,,,1,Matches
113,Héctor Canteros,ar ARG,MF,Ankaragücü,30,1989,11.7,4,0,0,21,12,0,47,5,9,,,0,Matches
114,Oğuzhan Çapar,,DF,Kayserispor,22,1996,1.0,0,0,0,1,1,0,0,0,1,,,0,Matches
115,Burak Çapkınoğlu,,GK,Gençlerbirliği,24,1995,0.5,0,0,0,1,0,0,0,0,0,,,0,Matches
116,José Carlos Marafona,pt POR,GK,Alanyaspor,32,1987,33.0,1,0,0,0,11,0,0,0,1,,,0,Matches
117,André Castro,pt POR,MF,Göztepe,31,1988,23.5,2,0,0,29,36,1,29,32,25,,,0,Matches
118,Steven Caulker,sl SLE,DF,Alanyaspor,27,1991,28.1,3,0,0,11,8,0,1,22,11,,,0,Matches
119,Özgür Çek,tr TUR,"DF,MF",Denizlispor,28,1991,6.7,2,0,0,14,20,1,36,12,4,,,0,Matches
120,Özgür Çek,tr TUR,DF,Kasımpaşa,28,1991,3.2,0,0,0,5,6,0,11,3,6,,,0,Matches
121,Alpay Çelebi,tr TUR,DF,Kayserispor,20,1999,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
122,Muğdat Çelik,tr TUR,FW,Gaziantep FK,29,1990,0.6,0,0,0,2,0,1,0,0,0,,,0,Matches
123,Korcan Çelikay,tr TUR,GK,Ankaragücü,31,1987,21.0,0,0,0,0,5,0,0,0,1,,,1,Matches
124,Ondřej Čelůstka,cz CZE,DF,Antalyaspor,30,1989,23.2,4,0,0,24,9,1,9,24,20,,,1,Matches
125,Tarık Çetin,tr TUR,GK,Rizespor,22,1997,7.2,1,1,0,1,2,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Oğuz Ceylan,tr TUR,"DF,MF",Gaziantep FK,28,1990,30.0,12,0,0,47,29,4,165,29,44,,,0,Matches
127,Ghaylène Chaalali,tn TUN,MF,Yeni Mal'spor,25,1994,6.4,4,0,0,18,6,0,19,4,11,,,0,Matches
128,Aatif Chahechouhe,ma MAR,"MF,FW",Antalyaspor,33,1986,11.8,0,0,0,11,19,0,8,2,14,,,0,Matches
129,Dimitris Chatziisaias,gr GRE,DF,Rizespor,26,1992,7.6,1,0,0,4,6,0,1,9,6,,,0,Matches
130,Issam Chebake,ma MAR,DF,Yeni Mal'spor,29,1989,24.1,6,1,0,41,66,4,67,27,30,,,0,Matches
131,Aurélien Chedjou,cm CMR,DF,Başakşehir,34,1985,2.0,0,0,0,1,1,0,0,6,2,,,0,Matches
132,Raman Chibsah,gh GHA,MF,Gaziantep FK,26,1993,12.5,5,0,0,25,20,0,2,13,16,,,0,Matches
133,Chico,br BRA,"MF,DF",Antalyaspor,32,1987,12.8,1,0,0,13,10,0,1,16,15,,,0,Matches
134,Nadir Çiftçi,nl NED,"MF,FW",Gençlerbirliği,27,1992,5.2,3,1,0,15,11,1,10,4,8,,,0,Matches
135,Uğur Çiftçi,tr TUR,DF,Sivasspor,27,1992,26.6,6,1,0,44,16,2,103,38,41,,,0,Matches
136,Sadık Çiftpınar,tr TUR,DF,Fenerbahçe,26,1993,1.5,0,0,0,1,2,0,0,3,2,,,0,Matches
137,Tolga Ciğerci,tr TUR,MF,Fenerbahçe,27,1992,18.3,4,0,0,27,24,6,54,16,11,,,0,Matches
138,Orkan Çınar,tr TUR,MF,Beşiktaş,23,1996,0.5,1,0,0,1,0,0,3,1,0,,,0,Matches
139,Orkan Çınar,tr TUR,MF,Ankaragücü,23,1996,0.5,0,0,0,1,2,0,8,0,2,,,0,Matches
140,Şamil Çinaz,tr TUR,MF,Kayserispor,33,1986,4.1,1,0,0,5,4,0,1,5,5,,,0,Matches
141,İsmail Çipe,tr TUR,GK,Kayserispor,24,1995,5.0,0,0,0,0,1,0,0,0,0,,,0,Matches
142,Papiss Cissé,sn SEN,FW,Alanyaspor,34,1985,30.4,5,0,0,31,14,18,17,7,11,,,0,Matches
143,Emirhan Civelek,tr TUR,DF,Kayserispor,19,2000,1.0,0,0,0,1,0,0,0,3,2,,,0,Matches
144,Gaël Clichy,fr FRA,DF,Başakşehir,34,1985,30.5,3,0,0,28,22,2,140,71,38,,,0,Matches
145,Isaac Cofie,gh GHA,MF,Sivasspor,27,1991,9.1,4,1,1,12,4,0,0,25,8,,,0,Matches
146,Kamil Çörekçi,tr TUR,"DF,MF",Trabzonspor,27,1992,12.9,3,0,0,14,12,2,23,13,22,,,0,Matches
147,Manuel da Costa,ma MAR,DF,Trabzonspor,33,1986,9.2,5,0,0,22,6,0,1,14,8,,,0,Matches
148,Osman Çötür,,DF,Kayserispor,17,2001,1.0,0,0,0,0,0,0,0,5,3,,,0,Matches
149,Enzo Crivelli,fr FRA,"FW,MF",Başakşehir,24,1995,27.8,11,0,0,67,38,16,7,6,12,,,0,Matches
150,Erdon Daci,mk MKD,"FW,MF",Konyaspor,21,1998,8.3,2,0,0,15,12,5,14,3,4,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Nill De Pauw,cd COD,"MF,FW",Rizespor,29,1990,4.7,1,0,0,11,5,1,16,6,3,,,0,Matches
152,Emre Demir,tr TUR,"MF,FW",Kayserispor,15,2004,5.6,1,0,0,10,15,0,8,1,7,,,0,Matches
153,Muhammet Demir,tr TUR,FW,Gaziantep FK,27,1992,12.5,2,0,0,17,20,4,1,5,2,,,0,Matches
154,Uğur Demirok,tr TUR,DF,Konyaspor,31,1988,12.1,3,0,0,16,10,2,0,13,7,,,0,Matches
155,İlhan Depe,tr TUR,MF,Kasımpaşa,26,1992,9.2,2,0,0,11,13,6,54,7,16,,,0,Matches
156,Eren Derdiyok,ch SUI,FW,Göztepe,31,1988,3.0,1,0,0,5,3,0,0,0,0,,,0,Matches
157,Ersin Destanoğlu,tr TUR,GK,Beşiktaş,18,2001,8.0,1,0,0,0,1,0,0,0,0,,,0,Matches
158,Abdoulay Diaby,ml MLI,MF,Beşiktaş,28,1991,20.6,1,0,0,32,27,12,33,4,12,,,0,Matches
159,Fallou Diagne,sn SEN,DF,Konyaspor,29,1989,3.0,0,0,0,0,0,0,0,4,2,,,0,Matches
160,Mbaye Diagne,sn SEN,FW,Galatasaray,27,1991,2.2,0,0,0,2,3,1,0,1,0,,,0,Matches
161,Abdoulaye Diallo,sn SEN,GK,Gençlerbirliği,27,1992,4.0,0,0,0,0,0,0,0,1,0,,,0,Matches
162,Sadio Diallo,gn GUI,MF,Gençlerbirliği,28,1990,1.8,0,0,0,4,4,0,1,1,5,,,0,Matches
163,Souleymane Diarra,ml MLI,MF,Gaziantep FK,24,1995,13.5,10,0,0,20,24,1,7,18,20,,,0,Matches
164,Soner Dikmen,tr TUR,MF,Gençlerbirliği,25,1993,4.7,1,0,0,9,6,2,2,5,2,,,0,Matches
165,Ismaël Diomandé,ci CIV,MF,Rizespor,26,1992,19.6,11,1,1,42,20,0,7,15,25,,,0,Matches
166,Nabil Dirar,ma MAR,DF,Fenerbahçe,33,1986,26.4,6,0,0,27,29,1,70,15,31,,,0,Matches
167,Brice Dja Djédjé,ci CIV,MF,Kayserispor,28,1990,28.7,5,0,0,55,62,1,41,23,23,,,0,Matches
168,Papy Djilobodji,sn SEN,"DF,MF",Gaziantep FK,30,1988,32.4,5,0,0,34,26,1,7,64,37,,,0,Matches
169,Mitchell Donald,sr SUR,MF,Yeni Mal'spor,30,1988,21.0,4,0,0,29,15,6,11,17,13,,,0,Matches
170,Ryan Donk,sr SUR,DF,Galatasaray,33,1986,23.7,6,0,0,16,16,1,5,12,12,,,0,Matches
171,Douglas,br BRA,DF,Beşiktaş,28,1990,3.0,1,0,0,3,10,0,11,2,5,,,0,Matches
172,Jean-Armel Drolé,ci CIV,FW,Antalyaspor,21,1997,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
173,Abdullah Durak,tr TUR,"MF,DF",Rizespor,32,1987,17.5,2,0,0,21,37,1,13,27,30,,,0,Matches
174,Jimmy Durmaz,se SWE,MF,Galatasaray,30,1989,2.4,2,0,0,3,5,1,7,3,2,,,0,Matches
175,Abdurrahim Dursun,tr TUR,DF,Trabzonspor,20,1998,0.4,0,0,0,0,0,0,0,1,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Salih Dursun,tr TUR,DF,Antalyaspor,28,1991,0.8,0,0,0,3,0,0,1,1,0,,,0,Matches
177,Volkan Egri,,DF,Sivasspor,21,1998,0.2,0,0,0,0,1,0,1,0,0,,,0,Matches
178,Mehmet Ekici,tr TUR,MF,Fenerbahçe,29,1990,4.4,0,0,0,8,14,0,31,2,5,,,0,Matches
179,Caleb Ekuban,gh GHA,MF,Trabzonspor,25,1994,15.4,3,0,0,25,19,2,22,10,15,,,0,Matches
180,Eljero Elia,nl NED,MF,Başakşehir,32,1987,14.6,3,0,0,23,16,8,28,12,17,,,0,Matches
181,Mohamed Elneny,eg EGY,MF,Beşiktaş,27,1992,26.5,7,1,0,31,27,1,13,31,15,,,0,Matches
182,Berkan Emir,tr TUR,DF,Göztepe,31,1988,29.9,7,0,0,19,31,3,198,26,22,,,0,Matches
183,Alexandru Epureanu,md MDA,DF,Başakşehir,32,1986,27.8,7,1,0,22,19,0,0,41,18,,,0,Matches
184,Ziya Erdal,tr TUR,"MF,DF",Sivasspor,31,1988,12.6,4,0,0,16,18,2,42,14,15,,,0,Matches
185,Mehmet Erdem Uğurlu,tr TUR,DF,Gaziantep FK,31,1988,1.6,0,0,0,3,5,0,2,2,2,,,0,Matches
186,Mevlüt Erdinç,tr TUR,FW,Fenerbahçe,32,1987,2.0,0,0,0,1,2,0,1,0,0,,,0,Matches
187,Doğan Erdoğan,tr TUR,MF,Trabzonspor,22,1996,5.3,1,0,0,7,6,1,4,7,8,,,0,Matches
188,Yusuf Erdoğan,tr TUR,MF,Kasımpaşa,26,1992,9.1,0,0,0,11,14,5,46,4,7,,,0,Matches
189,Caner Erkin,tr TUR,"DF,MF",Beşiktaş,30,1988,27.4,10,1,1,22,11,5,302,39,21,,,0,Matches
190,Oscar Estupiñan,co COL,"FW,MF",Denizlispor,22,1996,12.0,2,0,0,18,15,3,3,1,3,,,0,Matches
191,Radamel Falcao,co COL,FW,Galatasaray,33,1986,12.3,1,0,0,15,16,4,2,4,4,,,0,Matches
192,Simon Falette,gn GUI,DF,Fenerbahçe,27,1992,7.9,1,0,0,12,8,0,1,12,3,,,0,Matches
193,Fabien Farnolle,bj BEN,GK,Yeni Mal'spor,34,1984,34.0,2,0,0,3,5,0,0,1,2,,,0,Matches
194,Ömer Faruk Beyaz,tr TUR,MF,Fenerbahçe,15,2003,1.6,0,0,0,5,3,0,0,2,3,,,0,Matches
195,Ricardo Faty,sn SEN,MF,Ankaragücü,32,1986,22.9,10,1,1,60,25,0,9,32,39,,,0,Matches
196,Sofiane Feghouli,dz ALG,MF,Galatasaray,29,1989,24.3,3,1,0,28,22,3,69,10,12,,,0,Matches
197,Ivanildo Fernandes,cv CPV,DF,Trabzonspor,23,1996,2.5,0,0,0,2,0,0,0,3,7,,,0,Matches
198,Ivanildo Fernandes,cv CPV,DF,Rizespor,23,1996,10.6,3,1,1,15,3,1,0,19,7,,,1,Matches
199,Jorge Filipe Oliveira Fernandes,pt POR,DF,Kasımpaşa,22,1997,13.6,8,1,1,18,4,0,1,21,14,,,1,Matches
200,Junior Fernándes,cl CHI,MF,Alanyaspor,31,1988,20.7,4,1,1,39,16,10,54,13,15,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
201,Fernando,br BRA,"MF,FW",Sivasspor,26,1993,16.5,4,0,0,40,34,12,22,13,15,,,0,Matches
202,Volkan Fındıklı,tr TUR,MF,Konyaspor,28,1990,7.9,0,0,0,18,4,0,1,15,14,,,0,Matches
203,Moryké Fofana,ci CIV,"MF,FW",Yeni Mal'spor,27,1991,17.1,2,0,0,14,18,8,32,11,7,,,0,Matches
204,Fredy,ao ANG,"MF,FW",Antalyaspor,29,1990,14.9,1,0,0,35,28,7,65,19,23,,,0,Matches
205,Kerim Frei,tr TUR,"FW,MF",Başakşehir,25,1993,1.2,0,0,0,1,0,0,1,0,0,,,0,Matches
