rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,pk,pkatt,matches
25,Abdulelah Al-Amri,sa KSA,DF,Al-Nassr,25,1997,23.6,0,18,2,11.1,0.76,0.08,0.00,0.00,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
26,Hassan Al-Amri,sa KSA,"MF,FW",Al-Taawoun,28,1994,6.2,0,17,5,29.4,2.73,0.80,0.00,0.00,,0,0,Matches
27,Saleh Al-Amri,sa KSA,MF,Abha,28,1993,26.6,5,68,33,48.5,2.56,1.24,0.07,0.15,,0,0,Matches
28,Rakan Al Anaze,sa KSA,"MF,FW",Al-Batin,24,1998,11.4,2,12,7,58.3,1.06,0.62,0.08,0.14,,1,1,Matches
29,Abdullah Al Anazi,sa KSA,MF,Al-Fateh,19,2003,1.0,0,3,0,0.0,3.14,0.00,0.00,,,0,0,Matches
30,Dhari Al Anazi,sa KSA,DF,Damac,22,2000,3.3,0,1,0,0.0,0.31,0.00,0.00,,,0,0,Matches
31,Martin Angha,ch SUI,DF,Al-Adalah,28,1994,8.0,0,1,0,0.0,0.12,0.00,0.00,,,0,0,Matches
32,Izuchuckwu Anthony,ng NGA,DF,Al-Khaleej,24,1997,22.2,0,3,0,0.0,0.13,0.00,0.00,,,0,0,Matches
33,Domagoj Antolić,hr CRO,MF,Damac,32,1990,25.3,3,14,6,42.9,0.55,0.24,0.14,0.33,,1,2,Matches
34,Maurício Antônio,br BRA,DF,Al-Batin,30,1992,23.6,0,5,1,20.0,0.21,0.04,0.00,0.00,,0,0,Matches
35,Marcus Antonsson,se SWE,FW,Al-Adalah,31,1991,16.0,6,28,17,60.7,1.75,1.06,0.14,0.24,,2,3,Matches
36,Abdulrahman Anwar,,"MF,FW",Al-Batin,,,2.5,0,1,1,100.0,0.40,0.40,0.00,0.00,,0,0,Matches
37,Nawaf Al Aqidi,sa KSA,GK,Al-Nassr,22,2000,11.0,0,0,0,,0.00,0.00,,,,0,0,Matches
38,Abdulfattah Asiri,sa KSA,MF,Al-Nassr,28,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
39,Waleed Assiri,,MF,Abha,,,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
40,Abdulquddus Atiah,sa KSA,GK,Al-Wehda,25,1997,8.0,0,0,0,,0.00,0.00,,,,0,0,Matches
41,Amine Atouchi,ma MAR,DF,Abha,30,1992,25.4,1,7,3,42.9,0.28,0.12,0.14,0.33,,0,0,Matches
42,Othman Awad,sa KSA,"MF,DF",Al-Batin,19,2003,5.3,0,1,0,0.0,0.19,0.00,0.00,,,0,0,Matches
43,Fares Ayed,sa KSA,FW,Damac,21,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
44,Abdulmalek Al Ayiri,sa KSA,DF,Al-Taawoun,18,2003,4.8,0,2,0,0.0,0.42,0.00,0.00,,,0,0,Matches
45,Hattan Bahebri,sa KSA,"MF,FW",Al-Shabab,30,1992,11.1,2,18,7,38.9,1.62,0.63,0.11,0.29,,0,0,Matches
46,Jamal Bajandouh,sa KSA,MF,Al-Ta'ee,29,1992,1.4,0,0,0,,0.00,0.00,,,,0,0,Matches
47,Yazeid Al Bakr,sa KSA,DF,Al-Taawoun,26,1995,0.9,0,1,0,0.0,1.14,0.00,0.00,,,0,0,Matches
48,Waleed Bakshween,sa KSA,MF,Al-Wehda,32,1989,25.2,0,9,2,22.2,0.36,0.08,0.00,0.00,,0,0,Matches
49,Ahmed Bamasud,sa KSA,DF,Al-Fayha,26,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
50,Ahmed Bamasud,sa KSA,"DF,MF",Al-Ittihad,26,1995,15.6,1,5,2,40.0,0.32,0.13,0.20,0.50,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
51,Éver Banega,ar ARG,MF,Al-Shabab,34,1988,22.8,3,23,8,34.8,1.01,0.35,0.09,0.25,,1,1,Matches
52,Mohammed Al Baqawi,sa KSA,DF,Al-Fayha,27,1995,25.9,0,0,0,,0.00,0.00,,,,0,0,Matches
53,Abdulrahman Al-Barakah,sa KSA,MF,Abha,31,1990,0.3,0,1,0,0.0,3.10,0.00,0.00,,,0,0,Matches
54,Mourad Batna,ma MAR,MF,Al-Fateh,32,1990,24.1,10,61,26,42.6,2.53,1.08,0.11,0.27,,3,5,Matches
55,Jean-David Beauguel,fr FRA,FW,Al-Wehda,30,1992,11.7,2,13,4,30.8,1.11,0.34,0.15,0.50,,0,0,Matches
56,Abdelkader Bedrane,dz ALG,DF,Damac,30,1992,19.6,1,10,1,10.0,0.51,0.05,0.10,1.00,,0,0,Matches
57,Sofiane Bendebka,dz ALG,MF,Al-Fateh,29,1992,23.9,1,23,7,30.4,0.96,0.29,0.04,0.14,,0,0,Matches
58,Djamel Benlamri,dz ALG,DF,Al-Khaleej,32,1989,8.3,0,2,0,0.0,0.24,0.00,0.00,,,0,0,Matches
59,Karim El Berkaoui,ma MAR,"FW,MF",Al-Raed,26,1995,17.3,9,40,16,40.0,2.31,0.92,0.20,0.50,,1,1,Matches
60,Mansor Al Beshe,sa KSA,MF,Al-Raed,22,2000,15.9,1,3,2,66.7,0.19,0.13,0.33,0.50,,0,0,Matches
61,Saad Bguir,tn TUN,MF,Abha,28,1994,24.9,8,42,20,47.6,1.68,0.80,0.17,0.35,,1,2,Matches
62,Fahad bin Jumayah,sa KSA,DF,Abha,27,1995,20.2,0,3,0,0.0,0.15,0.00,0.00,,,0,0,Matches
63,Abdulkarim bin Muzayil,sa KSA,MF,Al-Batin,22,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,Matches
64,Saud bin Zaydan,sa KSA,MF,Al-Fayha,22,1999,5.1,1,1,1,100.0,0.20,0.20,1.00,1.00,,0,0,Matches
65,Abdulaziz Al-Bishi,sa KSA,MF,Al-Ittihad,28,1994,7.8,0,7,3,42.9,0.90,0.38,0.00,0.00,,0,0,Matches
66,Azzam Al Bishi,sa KSA,MF,Al-Wehda,20,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,Matches
67,André Biyogo Poko,ga GAB,MF,Al-Khaleej,29,1993,27.1,2,26,6,23.1,0.96,0.22,0.08,0.33,,0,0,Matches
68,Rayan Al Bloushi,sa KSA,FW,Al-Ettifaq,21,2001,0.1,0,1,1,100.0,8.18,8.18,0.00,0.00,,0,0,Matches
69,Abdulelah Bokhari,sa KSA,DF,Al-Wehda,28,1994,12.0,0,1,0,0.0,0.08,0.00,0.00,,,0,0,Matches
70,Ameen Bokhari,sa KSA,GK,Al-Nassr,25,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
71,Alberto Botía,es ESP,DF,Al-Wehda,33,1989,7.0,1,1,1,100.0,0.14,0.14,1.00,1.00,,0,0,Matches
72,Aaron Boupendza,ga GAB,"MF,FW",Al-Shabab,25,1996,13.7,11,37,18,48.6,2.70,1.31,0.27,0.56,,1,2,Matches
73,Nawaf Boushal,sa KSA,MF,Al-Nassr,22,1999,1.9,0,3,0,0.0,1.55,0.00,0.00,,,0,0,Matches
74,Nawaf Boushal,sa KSA,DF,Al-Fateh,22,1999,10.7,0,2,0,0.0,0.19,0.00,0.00,,,0,0,Matches
75,Victor Braga,br BRA,GK,Al-Ta'ee,30,1992,30.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
76,Mohammed Al-Breik,sa KSA,DF,Al-Hilal,29,1992,12.5,0,7,1,14.3,0.56,0.08,0.00,0.00,,0,0,Matches
77,Tawfiq Bu Haymid,sa KSA,DF,Al-Fateh,34,1987,19.7,1,3,1,33.3,0.15,0.05,0.33,1.00,,0,0,Matches
78,André Bukia,cd COD,MF,Al-Batin,27,1995,14.4,1,16,5,31.3,1.11,0.35,0.06,0.20,,0,0,Matches
79,Ali Al-Bulaihi,sa KSA,DF,Al-Hilal,32,1989,21.7,1,7,1,14.3,0.32,0.05,0.14,1.00,,0,0,Matches
80,Firas Al-Buraikan,sa KSA,FW,Al-Fateh,22,2000,25.5,17,45,27,60.0,1.77,1.06,0.36,0.59,,1,1,Matches
81,Abdulelah Al Burayh,sa KSA,"MF,FW",Al-Batin,25,1997,2.5,0,6,1,16.7,2.41,0.40,0.00,0.00,,0,0,Matches
82,Murtadah Al Burayh,sa KSA,DF,Al-Adalah,32,1990,7.8,0,2,0,0.0,0.26,0.00,0.00,,,0,0,Matches
83,Felipe Caicedo,ec ECU,FW,Abha,33,1988,14.5,2,19,4,21.1,1.31,0.28,0.11,0.50,,0,0,Matches
84,Haroune Camara,sa KSA,MF,Al-Ittihad,24,1998,5.5,4,9,6,66.7,1.63,1.08,0.44,0.67,,0,0,Matches
85,Martín Campaña,uy URU,GK,Al-Batin,33,1989,22.2,0,0,0,,0.00,0.00,,,,0,0,Matches
86,Carlos,br BRA,"MF,FW",Al-Shabab,26,1995,18.4,12,49,17,34.7,2.66,0.92,0.24,0.71,,0,0,Matches
87,André Carrillo,pe PER,MF,Al-Hilal,31,1991,24.0,1,32,8,25.0,1.33,0.33,0.00,0.00,,1,1,Matches
88,Farouk Chafaï,dz ALG,DF,Damac,32,1990,27.0,3,39,12,30.8,1.44,0.44,0.08,0.25,,0,0,Matches
89,Sokol Cikalleshi,al ALB,FW,Al-Khaleej,32,1990,28.8,10,65,34,52.3,2.25,1.18,0.08,0.15,,5,6,Matches
90,Igor Coronado,br BRA,MF,Al-Ittihad,29,1992,27.2,6,64,21,32.8,2.35,0.77,0.08,0.24,,1,1,Matches
91,Hélder Costa,ao ANG,"MF,FW",Al-Ittihad,28,1994,14.6,3,15,9,60.0,1.02,0.61,0.20,0.33,,0,0,Matches
92,Gustavo Cuellar,co COL,MF,Al-Hilal,29,1992,22.9,0,6,2,33.3,0.26,0.09,0.00,0.00,,0,0,Matches
93,Christian Cueva,pe PER,MF,Al-Fateh,30,1991,7.5,0,4,2,50.0,0.54,0.27,0.00,0.00,,0,1,Matches
94,Ammar Al-Daheem,sa KSA,DF,Al-Fateh,28,1993,9.1,0,0,0,,0.00,0.00,,,,0,0,Matches
95,Faisel Darwish,sa KSA,"DF,MF",Al-Taawoun,31,1991,1.4,0,1,0,0.0,0.69,0.00,0.00,,,0,0,Matches
96,Malek Darwish,sa KSA,MF,Al-Khaleej,22,1999,1.2,0,0,0,,0.00,0.00,,,,0,0,Matches
97,Khalifah Al Dawsari,sa KSA,DF,Al-Hilal,23,1999,8.6,0,1,1,100.0,0.12,0.12,0.00,0.00,,0,0,Matches
98,Nasser Al-Dawsari,sa KSA,"DF,MF",Al-Hilal,23,1998,13.5,0,16,2,12.5,1.18,0.15,0.00,0.00,,0,0,Matches
99,Salem Al-Dawsari,sa KSA,"MF,FW",Al-Hilal,30,1991,12.2,4,31,13,41.9,2.55,1.07,0.03,0.08,,3,3,Matches
100,Yacouba Dembélé,ml MLI,MF,Al-Taawoun,21,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
101,Dener,br BRA,MF,Al-Ta'ee,30,1992,21.8,3,12,5,41.7,0.55,0.23,0.25,0.60,,0,0,Matches
102,Turki Al Dhafeeri,sa KSA,DF,Al-Batin,19,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,Matches
103,Abdulrahman Al Dhaferi,sa KSA,"MF,FW",Al-Batin,,,10.2,1,3,1,33.3,0.29,0.10,0.33,1.00,,0,0,Matches
104,Tristan Dingomé,cm CMR,MF,Al-Fateh,31,1991,3.3,0,3,1,33.3,0.92,0.31,0.00,0.00,,0,0,Matches
105,Mohammed Al Dosari,sa KSA,DF,Al-Ettifaq,19,2003,2.0,0,0,0,,0.00,0.00,,,,0,0,Matches
106,Rakan Al Dosari,sa KSA,FW,Al-Raed,20,2002,0.1,1,3,2,66.7,30.00,20.00,0.33,0.50,,0,0,Matches
107,Fahad Al Dossari,sa KSA,MF,Al-Ettifaq,20,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
108,Mohammed Al Dossary,sa KSA,DF,Al-Raed,23,1999,18.3,0,4,1,25.0,0.22,0.05,0.00,0.00,,0,0,Matches
109,Bruno Duarte,br BRA,FW,Damac,26,1996,15.3,4,32,11,34.4,2.09,0.72,0.13,0.36,,0,1,Matches
110,Óscar Duarte,cr CRC,DF,Al-Wehda,33,1989,26.7,2,12,4,33.3,0.45,0.15,0.17,0.50,,0,0,Matches
111,Hisham Al Dubais,sa KSA,FW,Al-Khaleej,20,2001,0.5,0,1,0,0.0,2.09,0.00,0.00,,,0,0,Matches
112,Mikael Dyrestam,gn GUI,DF,Al-Adalah,30,1991,9.0,0,4,2,50.0,0.44,0.22,0.00,0.00,,0,0,Matches
113,Edson,br BRA,MF,Al-Adalah,31,1991,14.6,0,11,3,27.3,0.75,0.21,0.00,0.00,,0,0,Matches
114,Abdulaziz Al Elewai,sa KSA,FW,Al-Nassr,18,2004,0.7,0,2,0,0.0,2.69,0.00,0.00,,,0,0,Matches
115,Devis Epassy,cm CMR,GK,Abha,29,1993,29.0,0,0,0,,0.00,0.00,,,,0,0,Matches
116,Hussain Al Essa,sa KSA,"FW,MF",Al-Wehda,21,2000,3.7,1,6,2,33.3,1.63,0.54,0.17,0.50,,0,0,Matches
117,Pedro Eugénio,pt POR,"FW,MF",Al-Adalah,32,1990,13.9,4,28,10,35.7,2.01,0.72,0.14,0.40,,0,0,Matches
118,Muath Fagihy,sa KSA,MF,Al-Hilal,20,2002,0.6,0,0,0,,0.00,0.00,,,,0,0,Matches
119,Abdullah Al-Fahad,sa KSA,DF,Al-Raed,28,1994,17.0,0,1,0,0.0,0.06,0.00,0.00,,,0,1,Matches
120,Sultan Fahran,sa KSA,MF,Al-Raed,25,1996,18.3,0,4,0,0.0,0.22,0.00,0.00,,,0,0,Matches
121,Collins Fai,cm CMR,DF,Al-Ta'ee,29,1992,23.8,0,5,0,0.0,0.21,0.00,0.00,,,0,0,Matches
122,Fayçal Fajr,ma MAR,"MF,FW",Al-Wehda,33,1988,26.5,3,25,9,36.0,0.94,0.34,0.04,0.11,,2,2,Matches
123,Abdulmohsen Fallatah,sa KSA,DF,Al-Ta'ee,28,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,Matches
124,Salman Al-Faraj,sa KSA,MF,Al-Hilal,32,1989,6.4,0,6,3,50.0,0.93,0.47,0.00,0.00,,0,0,Matches
125,Mohammed Al Fatil,sa KSA,DF,Al-Nassr,30,1992,0.4,1,2,1,50.0,4.86,2.43,0.50,1.00,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
126,Yousef Fawaz,,"MF,FW",Al-Batin,,,14.6,1,10,8,80.0,0.68,0.55,0.10,0.13,,0,0,Matches
127,Flávio,br BRA,MF,Al-Taawoun,26,1996,9.8,1,4,1,25.0,0.41,0.10,0.25,1.00,,0,0,Matches
128,Mohamed Fouzair,ma MAR,"MF,FW",Al-Raed,30,1991,25.4,11,42,21,50.0,1.65,0.83,0.19,0.38,,3,3,Matches
129,Moslem Al Freej,sa KSA,GK,Al-Fayha,34,1988,3.6,0,0,0,,0.00,0.00,,,,0,0,Matches
130,Douglas Friedrich,br BRA,GK,Al-Khaleej,33,1988,20.0,0,0,0,,0.00,0.00,,,,0,0,Matches
131,Mohammed Al-Fuhaid,sa KSA,MF,Al-Fateh,32,1990,13.1,0,4,0,0.0,0.31,0.00,0.00,,,0,0,Matches
132,Ahmed Al Ghamdi,sa KSA,"MF,FW",Al-Ettifaq,20,2001,9.1,0,17,2,11.8,1.86,0.22,0.00,0.00,,0,0,Matches
133,Faisal Al Ghamdi,sa KSA,MF,Al-Ettifaq,20,2001,12.8,0,6,1,16.7,0.47,0.08,0.00,0.00,,0,0,Matches
134,Hamed Al-Ghamdi,sa KSA,MF,Al-Ettifaq,23,1999,6.2,2,6,2,33.3,0.97,0.32,0.33,1.00,,0,0,Matches
135,Hazzaa Al Ghamdi,sa KSA,"MF,FW",Al-Wehda,21,2001,9.3,2,11,2,18.2,1.18,0.21,0.18,1.00,,0,0,Matches
136,Khalid Al-Ghamdi,sa KSA,DF,Al-Shabab,34,1988,1.0,0,2,0,0.0,1.91,0.00,0.00,,,0,0,Matches
137,Mohammed Al Ghamdi,sa KSA,DF,Al-Taawoun,30,1992,12.4,0,4,2,50.0,0.32,0.16,0.00,0.00,,0,0,Matches
138,Raed Al-Ghamdi,sa KSA,FW,Al-Raed,28,1994,5.2,0,6,1,16.7,1.15,0.19,0.00,0.00,,0,0,Matches
139,Sultan Al-Ghanam,sa KSA,DF,Al-Nassr,28,1994,23.4,1,12,3,25.0,0.51,0.13,0.08,0.33,,0,0,Matches
140,Khalid Al Ghannam,sa KSA,MF,Al-Nassr,21,2000,2.1,0,2,0,0.0,0.94,0.00,0.00,,,0,0,Matches
141,Khalid Al Ghannam,sa KSA,MF,Al-Fateh,21,2000,7.6,3,14,8,57.1,1.84,1.05,0.21,0.38,,0,0,Matches
142,Abdulrahman Ghareeb,sa KSA,"MF,FW",Al-Nassr,25,1997,20.6,6,27,15,55.6,1.31,0.73,0.22,0.40,,0,0,Matches
143,Fahad Ghazi,sa KSA,DF,Al-Ettifaq,28,1994,1.1,0,0,0,,0.00,0.00,,,,0,0,Matches
144,Hassan Ghazwani,sa KSA,MF,Al-Batin,26,1996,0.9,0,0,0,,0.00,0.00,,,,0,0,Matches
145,Boris Godál,sk SVK,DF,Al-Adalah,35,1987,14.9,2,12,3,25.0,0.81,0.20,0.17,0.67,,0,0,Matches
146,Christofer Gonzáles,pe PER,"MF,FW",Al-Adalah,29,1992,24.5,4,32,13,40.6,1.30,0.53,0.09,0.23,,1,1,Matches
147,Álvaro González,es ESP,DF,Al-Nassr,32,1990,21.3,1,7,1,14.3,0.33,0.05,0.14,1.00,,0,0,Matches
148,Marcelo Grohe,br BRA,GK,Al-Ittihad,35,1987,29.6,0,0,0,,0.00,0.00,,,,0,0,Matches
149,Cristian Guanca,ar ARG,"FW,MF",Al-Shabab,29,1993,26.7,13,65,27,41.5,2.43,1.01,0.11,0.26,,6,6,Matches
150,Luiz Gustavo,br BRA,MF,Al-Nassr,35,1987,27.9,5,40,13,32.5,1.43,0.47,0.13,0.38,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
151,Hassan Al-Habib,sa KSA,MF,Al-Adalah,27,1994,7.8,0,2,1,50.0,0.26,0.13,0.00,0.00,,0,0,Matches
152,Abdullah Hadhariti,sa KSA,FW,Al-Adalah,29,1992,1.3,0,1,0,0.0,0.78,0.00,0.00,,,0,0,Matches
153,Nasser Hadhood,sa KSA,DF,Al-Hilal,20,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,Matches
154,Abdullah Al-Hafith,sa KSA,DF,Al-Wehda,29,1992,17.8,1,13,4,30.8,0.73,0.22,0.08,0.25,,0,0,Matches
155,Marwan Al Haidari,sa KSA,GK,Al-Khaleej,26,1996,10.0,0,0,0,,0.00,0.00,,,,0,0,Matches
156,Abdulrahman Al Hajri,sa KSA,DF,Al-Wehda,26,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
157,Abdullah Hakami,sa KSA,FW,Al-Batin,19,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
158,Abderrazak Hamdallah,ma MAR,FW,Al-Ittihad,31,1990,25.7,21,79,33,41.8,3.07,1.28,0.15,0.36,,9,9,Matches
159,Abdullah Al Hamdan,sa KSA,"MF,FW",Al-Hilal,22,1999,3.5,1,7,2,28.6,2.02,0.58,0.14,0.50,,0,0,Matches
160,Masheal Al Hamdan,sa KSA,DF,Al-Fateh,19,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches
161,Tarek Hamed,eg EGY,MF,Al-Ittihad,33,1988,22.3,0,6,1,16.7,0.27,0.04,0.00,0.00,,0,0,Matches
162,Khalid Hamithi,sa KSA,MF,Al-Adalah,30,1991,9.2,0,2,1,50.0,0.22,0.11,0.00,0.00,,0,0,Matches
163,Saeed Al Hamsal,sa KSA,DF,Abha,26,1996,12.9,0,3,0,0.0,0.23,0.00,0.00,,,0,0,Matches
164,Mansor Hamzi,sa KSA,"MF,FW",Damac,30,1992,22.1,2,21,9,42.9,0.95,0.41,0.10,0.22,,0,0,Matches
165,Abdulaziz Al Harabi,sa KSA,MF,Al-Ta'ee,25,1997,2.5,0,1,1,100.0,0.39,0.39,0.00,0.00,,0,0,Matches
166,Abdullah Al-Harbi,sa KSA,DF,Al-Khaleej,33,1989,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
167,Fahad Al Harbi,sa KSA,DF,Al-Adalah,25,1997,14.0,0,7,0,0.0,0.50,0.00,0.00,,,0,0,Matches
168,Moteb Al-Harbi,sa KSA,DF,Al-Shabab,22,2000,27.2,1,11,3,27.3,0.40,0.11,0.09,0.33,,0,0,Matches
169,Yousef Al Harbi,sa KSA,MF,Al-Wehda,25,1997,0.8,0,0,0,,0.00,0.00,,,,0,0,Matches
170,Ali Al Hassan,sa KSA,MF,Al-Nassr,25,1997,8.9,0,11,2,18.2,1.24,0.23,0.00,0.00,,0,0,Matches
171,Abdullah Hassun,sa KSA,"DF,MF",Damac,25,1997,10.5,0,4,1,25.0,0.38,0.10,0.00,0.00,,0,0,Matches
172,Abdulbasit Hawsawi,sa KSA,GK,Damac,25,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
173,Abdullah Hawsawi,sa KSA,"DF,MF",Damac,26,1996,13.3,0,4,2,50.0,0.30,0.15,0.00,0.00,,0,0,Matches
174,Islam Hawsawi,sa KSA,DF,Al-Wehda,20,2001,16.2,1,7,2,28.6,0.43,0.12,0.14,0.50,,0,0,Matches
175,Motaz Hawsawi,sa KSA,DF,Al-Taawoun,30,1992,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
176,Omar Hawsawi,sa KSA,DF,Al-Ittihad,36,1985,14.2,0,3,1,33.3,0.21,0.07,0.00,0.00,,0,0,Matches
177,Sanousi Al Hawsawi,sa KSA,DF,Al-Ettifaq,23,1998,16.5,2,11,5,45.5,0.67,0.30,0.18,0.40,,0,0,Matches
178,Arif Al Haydar,sa KSA,"DF,MF",Al-Adalah,25,1997,10.7,1,4,1,25.0,0.38,0.09,0.25,1.00,,0,0,Matches
179,Hazaa Al-Hazaa,sa KSA,FW,Al-Ta'ee,30,1991,1.1,0,0,0,,0.00,0.00,,,,0,0,Matches
180,Ali Hazazi,sa KSA,MF,Al-Ettifaq,28,1994,19.6,1,12,3,25.0,0.61,0.15,0.08,0.33,,0,0,Matches
181,Naif Hazazi,sa KSA,MF,Al-Raed,29,1992,3.8,0,3,0,0.0,0.79,0.00,0.00,,,0,0,Matches
182,Nawaf Hazazi,sa KSA,MF,Al-Ettifaq,20,2002,1.3,0,0,0,,0.00,0.00,,,,0,0,Matches
183,Sulaiman Hazazi,sa KSA,DF,Al-Taawoun,19,2003,4.4,0,1,0,0.0,0.23,0.00,0.00,,,0,0,Matches
184,Waleed Hazem,sa KSA,MF,Damac,27,1994,0.6,0,0,0,,0.00,0.00,,,,0,0,Matches
185,Ahmed Hegazi,eg EGY,DF,Al-Ittihad,31,1991,28.0,4,18,4,22.2,0.64,0.14,0.22,1.00,,0,0,Matches
186,Ayman Al Hejaili,sa KSA,"MF,FW",Al-Khaleej,24,1998,6.2,0,2,0,0.0,0.32,0.00,0.00,,,0,0,Matches
