rk,player,nation,pos,squad,age,born,mp,starts,min,90s,ga,ga90,sota,saves,save,w,d,l,cs,cs_perf,pkatt,pka,pksv,pkm,save_penalt,matches
1,Nawaf Al Aqidi,sa KSA,GK,Al-Nassr,22,2000,11,11,989,11.0,6,0.55,25,21,84.0,8,1,2,6,54.5,2,2,0,0,0.0,Matches
2,Abdulquddus Atiah,sa KSA,GK,Al-Wehda,25,1997,8,8,720,8.0,15,1.87,39,26,66.7,2,2,4,1,12.5,2,2,0,0,0.0,Matches
3,Ameen Bokhari,sa KSA,GK,Al-Nassr,25,1997,1,0,1,0.0,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,Matches
4,Victor Braga,br BRA,GK,Al-Ta'ee,30,1992,30,30,2700,30.0,43,1.43,122,82,68.9,10,4,16,7,23.3,6,5,1,0,16.7,Matches
5,Martín Campaña,uy URU,GK,Al-Batin,33,1989,23,23,2001,22.2,38,1.71,99,71,69.7,5,3,15,5,21.7,10,8,2,0,20.0,Matches
6,Devis Epassy,cm CMR,GK,Abha,29,1993,29,29,2610,29.0,40,1.38,120,87,72.5,10,3,16,3,10.3,8,7,1,0,12.5,Matches
7,Moslem Al Freej,sa KSA,GK,Al-Fayha,34,1988,5,3,328,3.6,6,1.65,14,8,57.1,0,1,2,1,33.3,0,0,0,0,,Matches
8,Douglas Friedrich,br BRA,GK,Al-Khaleej,33,1988,20,20,1800,20.0,25,1.25,53,32,60.4,5,2,13,5,25.0,7,4,1,2,20.0,Matches
9,Marcelo Grohe,br BRA,GK,Al-Ittihad,35,1987,30,30,2664,29.6,13,0.44,60,51,81.7,22,6,2,19,63.3,4,2,2,0,50.0,Matches
10,Marwan Al Haidari,sa KSA,GK,Al-Khaleej,26,1996,10,10,900,10.0,13,1.30,35,24,65.7,4,2,4,2,20.0,2,1,1,0,50.0,Matches
11,Abdulbasit Hawsawi,sa KSA,GK,Damac,25,1996,1,1,90,1.0,3,3.00,5,3,60.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
12,Meshaal Huriss,sa KSA,GK,Al-Batin,,,8,7,697,7.7,12,1.55,29,20,65.5,0,2,5,0,0.0,4,2,2,0,50.0,Matches
13,Abdullah Al Jadani,sa KSA,GK,Al-Ittihad,30,1991,1,0,36,0.4,0,0.00,2,2,100.0,0,0,0,1,,0,0,0,0,,Matches
