rk,player,nation,pos,squad,age,born,90s,att,live,dead,fk,tb,sw,crs,ti,ck,in,out,str,cmp,off,blocks,matches
1,Malek Al Abadalmanam,sa KSA,MF,Al-Fayha,24,1998,0.1,,,,,,,0,,,,,,,,,Matches
2,Saleh Al Abbas,sa KSA,FW,Al-Khaleej,28,1993,4.0,,,,,,,1,,,,,,,,,Matches
3,Nasser Al Abdali,sa KSA,"MF,FW",Al-Adalah,28,1993,4.7,,,,,,,6,,,,,,,,,Matches
4,Hamad Al Abdan,sa KSA,"MF,FW",Al-Khaleej,22,2000,12.0,,,,,,,5,,,,,,,,,Matches
5,Ahmed Abdu,sa KSA,FW,Al-Shabab,25,1996,3.4,,,,,,,1,,,,,,,,,Matches
6,Saud Abdulhamid,sa KSA,DF,Al-Hilal,23,1999,23.4,,,,,,,92,,,,,,,,,Matches
7,Abdulrahman Abdulqada,,DF,Al-Ettifaq,,,1.1,,,,,,,6,,,,,,,,,Matches
8,Nawaf Al Abed,sa KSA,MF,Al-Shabab,32,1990,2.3,,,,,,,8,,,,,,,,,Matches
9,Vincent Aboubakar,cm CMR,FW,Al-Nassr,30,1992,9.9,,,,,,,5,,,,,,,,,Matches
10,Abdulrahman Al-Aboud,sa KSA,MF,Al-Ittihad,27,1995,12.2,,,,,,,39,,,,,,,,,Matches
11,Mohammed Abousaban,sa KSA,MF,Al-Fayha,32,1990,6.7,,,,,,,1,,,,,,,,,Matches
12,Khalil Al Absi,sa KSA,MF,Al-Ta'ee,21,2001,10.1,,,,,,,27,,,,,,,,,Matches
13,Mohammed Abu Abd,sa KSA,FW,Al-Adalah,20,2002,0.7,,,,,,,1,,,,,,,,,Matches
14,Abdulfattah Adam,sa KSA,FW,Abha,27,1995,16.4,,,,,,,7,,,,,,,,,Matches
15,Sultan Al Akouz,sa KSA,MF,Al-Wehda,21,2001,2.0,,,,,,,4,,,,,,,,,Matches
16,Abdulaziz Al Alawi,sa KSA,"MF,DF",Al-Adalah,24,1998,2.3,,,,,,,11,,,,,,,,,Matches
17,Abdulrahman Al Alawi,,MF,Abha,,,0.1,,,,,,,0,,,,,,,,,Matches
