wk,day,date,time,home,score,away,attendance,venue,referee,match_report,notes
4,Wed,2022-09-14,18:55 (17:55),Al-Ta'ee,1–0,Al-Fateh,7962,Prince Abdul Aziz bin Musa'ed Stadium,Abdullah Saleh Al Harbi,Match Report,
4,Wed,2022-09-14,21:00 (20:00),Al-Adalah,0–1,Al-Shabab,7392,Prince Abdullah bin Jalawi Stadium,Shukri Hussein Al Hunfush,Match Report,
4,Thu,2022-09-15,18:40 (17:40),Al-Batin,0–4,Al-Nassr,4096,Al-Batin FC Stadium,Roberto Tobar,Match Report,
4,Thu,2022-09-15,21:00 (20:00),Al-Ittihad,2–0,Al-Khaleej,25049,King Abdullah Sports City,Fernando Rapallini,Match Report,
4,Thu,2022-09-15,21:00 (20:00),Al-Ettifaq,1–2,Al-Raed,5731,Prince Mohammed bin Fahad bin Abdulaziz ...,Abdullah Zafer Al Shehri,Match Report,
4,Fri,2022-09-16,18:50 (17:50),Al-Taawoun,1–1,Damac,4532,Prince Abdullah bin Abdul Aziz Stadium,Mohammed Saif Al Harbi,Match Report,
4,Fri,2022-09-16,18:50 (17:50),Abha,1–1,Al-Fayha,917,Prince Sultan bin Abdul Aziz Stadium,Mohammed Sami Al Ismail,Match Report,
4,Fri,2022-09-16,21:00 (20:00),Al-Hilal,3–0,Al-Wehda,13585,Prince Faisal bin Fahd Stadium,Artur Dias,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
5,Sat,2022-10-01,18:30 (17:30),Damac,2–0,Al-Ta'ee,1608,Prince Sultan bin Abdul Aziz Stadium,Shukri Hussein Al Hunfush,Match Report,
5,Sat,2022-10-01,18:30 (17:30),Al-Raed,2–1,Al-Adalah,4309,Prince Abdullah bin Abdul Aziz Stadium,Sultan Sanat Al Harbi,Match Report,
5,Sat,2022-10-01,21:00 (20:00),Al-Khaleej,1–0,Al-Batin,2367,Prince Mohammed bin Fahad bin Abdulaziz ...,Abdullah Khaled Al Kharboush,Match Report,
5,Sat,2022-10-01,21:00 (20:00),Al-Wehda,1–1,Al-Ettifaq,2237,King Abdul Aziz Stadium,Ahmed Mohammed Al Rumaikhani,Match Report,
5,Sun,2022-10-02,18:20 (17:20),Al-Fayha,1–2,Al-Shabab,4028,Al Majma'ah Sport City,Faisal Suleiman Al Balawi,Match Report,
5,Sun,2022-10-02,18:20 (17:20),Al-Hilal,1–2,Al-Taawoun,5062,Prince Faisal bin Fahd Stadium,Anastasios Sidiropoulos,Match Report,
5,Sun,2022-10-02,21:00 (20:00),Al-Fateh,3–0,Abha,3705,Prince Abdullah bin Jalawi Stadium,Sami Ahmed Al Jurays,Match Report,
5,Sun,2022-10-02,21:00 (20:00),Al-Nassr,0–0,Al-Ittihad,23025,Al Awwal Park Stadium,Andrés Cunha,Match Report,
6,Thu,2022-10-06,18:30 (17:30),Al-Taawoun,2–0,Al-Wehda,4843,Prince Abdullah bin Abdul Aziz Stadium,Mamdouh Mufreh Al Shahdan,Match Report,
6,Thu,2022-10-06,18:30 (17:30),Al-Ta'ee,3–0,Al-Khaleej,7455,Prince Abdul Aziz bin Musa'ed Stadium,Mohammed Saif Al Harbi,Match Report,
6,Thu,2022-10-06,21:00 (20:00),Al-Ettifaq,0–0,Al-Hilal,11321,Prince Mohammed bin Fahad bin Abdulaziz ...,Sami Ahmed Al Jurays,Match Report,
6,Thu,2022-10-06,21:00 (20:00),Al-Batin,2–2,Damac,3182,Al-Batin FC Stadium,Mohammed Khaled Al Hoish,Match Report,
6,Thu,2022-10-06,21:00 (20:00),Al-Shabab,1–0,Al-Raed,7458,Prince Faisal bin Fahd Stadium,Mohammed Sami Al Ismail,Match Report,
6,Fri,2022-10-07,18:30 (17:30),Abha,0–3,Al-Nassr,13250,Prince Sultan bin Abdul Aziz Stadium,Fábio Veríssimo,Match Report,
6,Fri,2022-10-07,21:00 (20:00),Al-Ittihad,3–1,Al-Fateh,32374,King Abdullah Sports City,Georgi Kabakov,Match Report,
6,Fri,2022-10-07,21:00 (20:00),Al-Adalah,2–1,Al-Fayha,7632,Prince Abdullah bin Jalawi Stadium,Mohammed Abdulrahman Al Baridi,Match Report,
7,Mon,2022-10-10,18:15 (17:15),Al-Raed,0–2,Al-Ta'ee,3810,Prince Abdullah bin Abdul Aziz Stadium,Abdullah Zafer Al Shehri,Match Report,
7,Mon,2022-10-10,20:30 (19:30),Al-Hilal,1–1,Al-Shabab,,Prince Faisal bin Fahd Stadium,Eber Aquino,Match Report,
7,Mon,2022-10-10,20:30 (19:30),Al-Wehda,2–0,Al-Batin,761,King Abdul Aziz Stadium,Abdulsamad Ali Bakri,Match Report,
7,Tue,2022-10-11,18:15 (17:15),Damac,1–1,Al-Ittihad,13266,Prince Sultan bin Abdul Aziz Stadium,Tamás Bognár,Match Report,
7,Tue,2022-10-11,18:15 (17:15),Al-Taawoun,1–3,Abha,5076,Prince Abdullah bin Abdul Aziz Stadium,Sultan Sanat Al Harbi,Match Report,
7,Tue,2022-10-11,20:30 (19:30),Al-Nassr,4–1,Al-Adalah,,Al Awwal Park Stadium,Khalid Saleh Al Turais,Match Report,
7,Tue,2022-10-11,20:30 (19:30),Al-Fayha,0–3,Al-Ettifaq,,Al Majma'ah Sport City,Abdullah Saleh Al Harbi,Match Report,
7,Tue,2022-10-11,20:30 (19:30),Al-Khaleej,1–2,Al-Fateh,,Prince Mohammed bin Fahad bin Abdulaziz ...,Ahmed Mohammed Al Rumaikhani,Match Report,
8,Sat,2022-10-15,18:30 (17:30),Al-Ta'ee,2–3,Al-Hilal,,Prince Abdul Aziz bin Musa'ed Stadium,Mohammed Khaled Al Hoish,Match Report,
8,Sat,2022-10-15,20:45 (19:45),Al-Fateh,1–0,Al-Raed,,Prince Abdullah bin Jalawi Stadium,Mamdouh Mufreh Al Shahdan,Match Report,
8,Sat,2022-10-15,20:45 (19:45),Al-Shabab,4–0,Al-Khaleej,,Prince Faisal bin Fahd Stadium,Majed Mohammed Al Shamrani,Match Report,
8,Sun,2022-10-16,17:45 (16:45),Al-Batin,1–3,Abha,,Al-Batin FC Stadium,Sami Ahmed Al Jurays,Match Report,
8,Sun,2022-10-16,17:45 (16:45),Al-Nassr,4–0,Al-Fayha,,Al Awwal Park Stadium,Mohammed Sami Al Ismail,Match Report,
8,Sun,2022-10-16,20:30 (19:30),Al-Ittihad,1–0,Al-Wehda,,King Abdullah Sports City,Radu Petrescu,Match Report,
8,Sun,2022-10-16,20:30 (19:30),Al-Ettifaq,0–1,Al-Taawoun,,Prince Mohammed bin Fahad bin Abdulaziz ...,Shukri Hussein Al Hunfush,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
8,Sun,2022-10-16,20:30 (19:30),Al-Adalah,0–2,Damac,,Prince Abdullah bin Jalawi Stadium,Sultan Sanat Al Harbi,Match Report,
9,Thu,2022-12-15,15:30 (13:30),Al-Khaleej,1–2,Al-Fayha,,Prince Saud bin Jalawi Stadium,Majed Mohammed Al Shamrani,Match Report,
9,Thu,2022-12-15,15:30 (13:30),Damac,0–0,Al-Ettifaq,,Prince Sultan bin Abdul Aziz Stadium,Shukri Hussein Al Hunfush,Match Report,
9,Thu,2022-12-15,18:00 (16:00),Al-Taawoun,4–1,Al-Adalah,,Prince Abdullah bin Abdul Aziz Stadium,Mohammed Khaled Al Hoish,Match Report,
9,Fri,2022-12-16,15:30 (13:30),Abha,2–1,Al-Ta'ee,,Prince Sultan bin Abdul Aziz Stadium,Khalid Saleh Al Turais,Match Report,
9,Fri,2022-12-16,18:00 (16:00),Al-Raed,1–4,Al-Nassr,,Prince Abdullah bin Abdul Aziz Stadium,Sami Ahmed Al Jurays,Match Report,
9,Fri,2022-12-16,20:30 (18:30),Al-Hilal,3–1,Al-Batin,,Prince Faisal bin Fahd Stadium,Sandro Schärer,Match Report,
10,Sun,2022-12-25,15:30 (13:30),Damac,0–0,Al-Wehda,,Prince Sultan bin Abdul Aziz Stadium,Mohammed Salem Al Dagash,Match Report,
10,Sun,2022-12-25,18:00 (16:00),Al-Adalah,0–2,Abha,,Prince Abdullah bin Jalawi Stadium,Abdulsamad Ali Bakri,Match Report,
10,Sun,2022-12-25,20:30 (18:30),Al-Ettifaq,1–0,Al-Khaleej,,Prince Mohammed bin Fahad bin Abdulaziz ...,Khalid Saleh Al Turais,Match Report,
10,Mon,2022-12-26,15:30 (13:30),Al-Batin,1–2,Al-Raed,,Al-Batin FC Stadium,Mamdouh Mufreh Al Shahdan,Match Report,
10,Mon,2022-12-26,15:30 (13:30),Al-Fateh,4–1,Al-Shabab,,Prince Abdullah bin Jalawi Stadium,Mohammed Khaled Al Hoish,Match Report,
10,Mon,2022-12-26,18:00 (16:00),Al-Fayha,2–1,Al-Ta'ee,,Al Majma'ah Sport City,Ahmed Alromkhani,Match Report,
10,Mon,2022-12-26,18:00 (16:00),Al-Ittihad,3–0,Al-Taawoun,,King Abdullah Sports City,Sven Jablonski,Match Report,
10,Mon,2022-12-26,20:30 (18:30),Al-Nassr,2–2,Al-Hilal,,Al Awwal Park Stadium,César Arturo Ramos,Match Report,
11,Fri,2022-12-30,15:30 (13:30),Al-Fateh,0–2,Al-Fayha,,Prince Abdullah bin Jalawi Stadium,Sultan Sanat Al Harbi,Match Report,
11,Fri,2022-12-30,18:00 (16:00),Al-Wehda,0–0,Al-Adalah,,King Abdul Aziz Stadium,Mohammed Nasser Abu Shaqara,Match Report,
11,Fri,2022-12-30,20:30 (18:30),Al-Shabab,3–0,Al-Ettifaq,,Prince Faisal bin Fahd Stadium,Mohammed Sami Al Ismail,Match Report,
11,Sat,2022-12-31,15:30 (13:30),Abha,1–2,Al-Ittihad,,Prince Sultan bin Abdul Aziz Stadium,Anastasios Sidiropoulos,Match Report,
11,Sat,2022-12-31,15:30 (13:30),Al-Ta'ee,4–0,Al-Batin,,Prince Abdul Aziz bin Musa'ed Stadium,Shukri Hussein Al Hunfush,Match Report,
11,Sat,2022-12-31,18:00 (16:00),Al-Raed,2–3,Al-Taawoun,,Prince Abdullah bin Abdul Aziz Stadium,Majed Mohammed Al Shamrani,Match Report,
11,Sat,2022-12-31,20:30 (18:30),Al-Khaleej,0–1,Al-Nassr,,Prince Mohammed bin Fahad bin Abdulaziz ...,Sami Ahmed Al Jurays,Match Report,
11,Sat,2022-12-31,20:30 (18:30),Al-Hilal,2–2,Damac,,Prince Faisal bin Fahd Stadium,Srđan Jovanović,Match Report,
12,Thu,2023-01-05,15:30 (13:30),Damac,1–2,Al-Raed,,Prince Sultan bin Abdul Aziz Stadium,Mohammed Saif Al Harbi,Match Report,
12,Thu,2023-01-05,20:30 (18:30),Al-Ittihad,0–1,Al-Hilal,,King Abdullah Sports City,Daniele Orsato,Match Report,
12,Thu,2023-01-05,20:30 (18:30),Al-Wehda,2–1,Al-Shabab,,King Abdul Aziz Stadium,Ahmed Mohammed Al Rumaikhani,Match Report,
12,Fri,2023-01-06,18:00 (16:00),Al-Nassr,2–0,Al-Ta'ee,,Al Awwal Park Stadium,Abdullah Saleh Al Harbi,Match Report,
12,Fri,2023-01-06,18:00 (16:00),Al-Taawoun,0–1,Al-Khaleej,,Prince Abdullah bin Abdul Aziz Stadium,Abdullah Khaled Al Kharboush,Match Report,
12,Fri,2023-01-06,18:00 (16:00),Al-Adalah,2–1,Al-Fateh,,Prince Abdullah bin Jalawi Stadium,Majed Mohammed Al Shamrani,Match Report,
12,Sat,2023-01-07,15:30 (13:30),Al-Fayha,2–2,Al-Batin,,Al Majma'ah Sport City,Sultan Mohammed Al Akairi,Match Report,
12,Sat,2023-01-07,18:00 (16:00),Al-Ettifaq,2–1,Abha,,Prince Mohammed bin Fahad bin Abdulaziz ...,Mohammed Khaled Al Hoish,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
9,Mon,2023-01-09,21:15 (19:15),Al-Shabab,1–1,Al-Ittihad,,Prince Faisal bin Fahd Stadium,Szymon Marciniak,Match Report,
15,Tue,2023-01-10,20:30 (18:30),Al-Raed,1–1,Al-Hilal,,King Abdullah Sports City,Sami Ahmed Al Jurays,Match Report,
13,Thu,2023-01-12,15:30 (13:30),Al-Fateh,2–0,Al-Ettifaq,,Prince Abdullah bin Jalawi Stadium,Faisal Suleiman Al Balawi,Match Report,
13,Thu,2023-01-12,15:30 (13:30),Al-Ta'ee,1–3,Al-Taawoun,,Prince Abdul Aziz bin Musa'ed Stadium,Mamdouh Mufreh Al Shahdan,Match Report,
13,Fri,2023-01-13,15:30 (13:30),Abha,2–1,Damac,,Prince Sultan bin Abdul Aziz Stadium,Sultan Sanat Al Harbi,Match Report,
13,Fri,2023-01-13,18:00 (16:00),Al-Khaleej,3–2,Al-Wehda,,Prince Mohammed bin Fahad bin Abdulaziz ...,Sami Ahmed Al Jurays,Match Report,
13,Sat,2023-01-14,15:30 (13:30),Al-Batin,1–2,Al-Ittihad,,Al-Batin FC Stadium,Anastasios Sidiropoulos,Match Report,
13,Sat,2023-01-14,18:00 (16:00),Al-Raed,2–4,Al-Fayha,,Prince Abdullah bin Abdul Aziz Stadium,Abdulsamad Ali Bakri,Match Report,
13,Sat,2023-01-14,20:30 (18:30),Al-Shabab,0–0,Al-Nassr,,Prince Faisal bin Fahd Stadium,Clément Turpin,Match Report,
13,Sun,2023-01-15,18:00 (16:00),Al-Hilal,2–0,Al-Adalah,,Prince Faisal bin Fahd Stadium,Luís Godinho,Match Report,
14,Thu,2023-01-19,15:30 (13:30),Al-Adalah,1–1,Al-Batin,,Prince Abdullah bin Jalawi Stadium,Abdullah Khaled Al Kharboush,Match Report,
14,Thu,2023-01-19,18:00 (16:00),Al-Ittihad,3–0,Al-Fayha,,King Abdullah Sports City,Sandro Schärer,Match Report,
14,Fri,2023-01-20,15:30 (13:30),Al-Khaleej,3–0,Al-Raed,,Prince Mohammed bin Fahad bin Abdulaziz ...,Mohammed Saif Al Harbi,Match Report,
14,Fri,2023-01-20,18:00 (16:00),Damac,3–1,Al-Fateh,,Damac Club Stadium,Mohammed Sami Al Ismail,Match Report,
14,Fri,2023-01-20,20:30 (18:30),Al-Taawoun,1–1,Al-Shabab,,Prince Abdullah bin Abdul Aziz Stadium,Shukri Hussein Al Hunfush,Match Report,
14,Sat,2023-01-21,18:00 (16:00),Al-Wehda,1–0,Al-Ta'ee,,King Abdul Aziz Stadium,Raed Ali Al Zahrani,Match Report,
14,Sun,2023-01-22,18:00 (16:00),Al-Hilal,2–1,Abha,,Prince Faisal bin Fahd Stadium,Georgi Kabakov,Match Report,
14,Sun,2023-01-22,20:30 (18:30),Al-Nassr,1–0,Al-Ettifaq,,Al Awwal Park Stadium,Khalid Saleh Al Turais,Match Report,
18,Fri,2023-01-27,18:00 (16:00),Al-Ta'ee,1–2,Al-Shabab,,Prince Abdul Aziz bin Musa'ed Stadium,Sultan Sanat Al Harbi,Match Report,
9,Fri,2023-01-27,20:30 (18:30),Al-Wehda,0–2,Al-Fateh,,King Abdul Aziz Stadium,Abdullah Saleh Al Harbi,Match Report,
15,Thu,2023-02-02,16:00 (14:00),Abha,2–0,Al-Khaleej,,Prince Sultan bin Abdul Aziz Stadium,Ahmed Mohammed Al Rumaikhani,Match Report,
15,Thu,2023-02-02,18:00 (16:00),Al-Batin,0–1,Al-Taawoun,,Al-Batin FC Stadium,Majed Mohammed Al Shamrani,Match Report,
15,Thu,2023-02-02,18:00 (16:00),Al-Shabab,2–1,Damac,,Prince Faisal bin Fahd Stadium,Faisal Suleiman Al Balawi,Match Report,
15,Fri,2023-02-03,18:00 (16:00),Al-Fateh,2–2,Al-Nassr,17631,Prince Abdullah bin Jalawi Stadium,Fernando Rapallini,Match Report,
15,Fri,2023-02-03,20:30 (18:30),Al-Ettifaq,3–2,Al-Adalah,,Prince Mohammed bin Fahad bin Abdulaziz ...,Mamdouh Mufreh Al Shahdan,Match Report,
15,Sat,2023-02-04,16:00 (14:00),Al-Ta'ee,0–1,Al-Ittihad,,Prince Abdul Aziz bin Musa'ed Stadium,Srđan Jovanović,Match Report,
15,Sat,2023-02-04,18:00 (16:00),Al-Fayha,2–0,Al-Wehda,,Al Majma'ah Sport City,Mohammed Sami Al Ismail,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
16,Thu,2023-02-09,16:00 (14:00),Al-Batin,2–4,Al-Shabab,,Al-Batin FC Stadium,Abdullah Zafer Al Shehri,Match Report,
16,Thu,2023-02-09,18:00 (16:00),Al-Taawoun,1–2,Al-Fateh,,Prince Abdullah bin Abdul Aziz Stadium,Khalid Saleh Al Turais,Match Report,
16,Thu,2023-02-09,20:30 (18:30),Al-Wehda,0–4,Al-Nassr,,King Abdul Aziz Stadium,Sultan Sanat Al Harbi,Match Report,
16,Fri,2023-02-10,16:00 (14:00),Al-Ta'ee,2–0,Al-Ettifaq,,Prince Abdul Aziz bin Musa'ed Stadium,Abdulsamad Ali Bakri,Match Report,
16,Fri,2023-02-10,16:00 (14:00),Damac,1–1,Al-Fayha,,Damac Club Stadium,Sami Ahmed Al Jurays,Match Report,
16,Fri,2023-02-10,16:00 (14:00),Al-Raed,3–1,Abha,,King Abdullah Sport City Reserve Stadium,Sultan Mohammed Al Akairi,Match Report,
16,Fri,2023-02-10,20:30 (18:30),Al-Ittihad,5–0,Al-Adalah,,King Abdullah Sports City,Tamás Bognár,Match Report,
17,Tue,2023-02-14,18:00 (16:00),Al-Shabab,2–0,Abha,,Prince Faisal bin Fahd Stadium,Raed Ali Al Zahrani,Match Report,
17,Thu,2023-02-16,18:00 (16:00),Al-Adalah,2–2,Al-Ta'ee,,Prince Abdullah bin Jalawi Stadium,Mohammed Abdulrahman Al Baridi,Match Report,
17,Thu,2023-02-16,20:30 (18:30),Al-Ettifaq,0–3,Al-Ittihad,,Prince Mohammed bin Fahad bin Abdulaziz ...,Artur Dias,Match Report,
17,Fri,2023-02-17,18:00 (16:00),Al-Nassr,2–1,Al-Taawoun,,Al Awwal Park Stadium,Faisal Suleiman Al Balawi,Match Report,
17,Fri,2023-02-17,20:30 (18:30),Al-Wehda,2–2,Al-Raed,,King Abdul Aziz Stadium,Shukri Hussein Al Hunfush,Match Report,
17,Sat,2023-02-18,16:00 (14:00),Al-Fateh,2–0,Al-Batin,,Prince Abdullah bin Jalawi Stadium,Mohammed Saif Al Harbi,Match Report,
17,Sat,2023-02-18,18:00 (16:00),Al-Khaleej,2–0,Damac,,Prince Mohammed bin Fahad bin Abdulaziz ...,Abdullah Saleh Al Harbi,Match Report,
18,Thu,2023-02-23,16:00 (14:00),Al-Taawoun,1–1,Al-Fayha,,Prince Abdullah bin Abdul Aziz Stadium,Majed Mohammed Al Shamrani,Match Report,
18,Thu,2023-02-23,20:30 (18:30),Al-Ittihad,0–0,Al-Raed,,King Abdullah Sports City,Sandro Schärer,Match Report,
18,Fri,2023-02-24,16:00 (14:00),Abha,1–2,Al-Wehda,,Prince Sultan bin Abdul Aziz Stadium,Abdulsamad Ali Bakri,Match Report,
18,Fri,2023-02-24,18:00 (16:00),Al-Adalah,2–0,Al-Khaleej,,Prince Abdullah bin Jalawi Stadium,Radu Petrescu,Match Report,
18,Sat,2023-02-25,16:00 (14:00),Al-Batin,1–0,Al-Ettifaq,,Al-Batin FC Stadium,Ahmed Mohammed Al Rumaikhani,Match Report,
18,Sat,2023-02-25,18:30 (16:30),Damac,0–3,Al-Nassr,,Prince Sultan bin Abdul Aziz Stadium,Khalid Saleh Al Turais,Match Report,
19,Thu,2023-03-02,16:00 (14:00),Al-Fateh,2–3,Al-Ta'ee,,Prince Abdullah bin Jalawi Stadium,Sultan Mohammed Al Akairi,Match Report,
19,Thu,2023-03-02,16:00 (14:00),Al-Fayha,2–0,Abha,,Al Majma'ah Sport City,Mohammed Salem Al Dagash,Match Report,
19,Thu,2023-03-02,20:30 (18:30),Al-Wehda,3–3,Al-Hilal,,King Abdul Aziz Stadium,Faisal Suleiman Al Balawi,Match Report,
19,Fri,2023-03-03,16:00 (14:00),Al-Raed,1–2,Al-Ettifaq,,Prince Abdullah bin Abdul Aziz Stadium,Abdullah Khaled Al Kharboush,Match Report,
19,Fri,2023-03-03,16:00 (14:00),Al-Khaleej,0–3,Al-Ittihad,,Prince Mohammed bin Fahad bin Abdulaziz ...,Bastian Dankert,Match Report,
19,Fri,2023-03-03,20:30 (18:30),Al-Nassr,3–1,Al-Batin,,Al Awwal Park Stadium,Sami Ahmed Al Jurays,Match Report,
19,Sat,2023-03-04,16:00 (14:00),Damac,1–2,Al-Taawoun,,Damac Club Stadium,Sultan Sanat Al Harbi,Match Report,
19,Sat,2023-03-04,20:30 (18:30),Al-Shabab,1–2,Al-Adalah,,Prince Faisal bin Fahd Stadium,Abdullah Saleh Al Harbi,Match Report,
18,Mon,2023-03-06,20:30 (18:30),Al-Hilal,1–2,Al-Fateh,,Prince Faisal bin Fahd Stadium,Artur Dias,Match Report,
20,Thu,2023-03-09,16:00 (14:00),Al-Batin,1–0,Al-Khaleej,,Al-Batin FC Stadium,Faisal Suleiman Al Balawi,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
20,Thu,2023-03-09,16:00 (14:00),Al-Ettifaq,1–1,Al-Wehda,,Prince Mohammed bin Fahad bin Abdulaziz ...,Shukri Hussein Al Hunfush,Match Report,
20,Thu,2023-03-09,20:30 (18:30),Al-Shabab,3–2,Al-Fayha,,Prince Faisal bin Fahd Stadium,Mohammed Saif Al Harbi,Match Report,
20,Thu,2023-03-09,20:30 (18:30),Al-Ittihad,1–0,Al-Nassr,,King Abdullah Sports City,Antonio Matéu,Match Report,
20,Fri,2023-03-10,16:00 (14:00),Abha,2–2,Al-Fateh,,Prince Sultan bin Abdul Aziz Stadium,Mohammed Abdulrahman Al Baridi,Match Report,
20,Fri,2023-03-10,20:30 (18:30),Al-Taawoun,0–4,Al-Hilal,,Prince Abdullah bin Abdul Aziz Stadium,Khalid Saleh Al Turais,Match Report,
20,Sat,2023-03-11,16:00 (14:00),Al-Ta'ee,1–3,Damac,,Prince Abdul Aziz bin Musa'ed Stadium,Khalid Al Ahmari,Match Report,
20,Sat,2023-03-11,18:00 (16:00),Al-Adalah,0–3,Al-Raed,,Prince Abdullah bin Jalawi Stadium,Matej Jug,Match Report,
21,Thu,2023-03-16,16:00 (14:00),Al-Khaleej,2–2,Al-Ta'ee,,Prince Mohammed bin Fahad bin Abdulaziz ...,Mamdouh Mufreh Al Shahdan,Match Report,
21,Fri,2023-03-17,16:00 (14:00),Damac,1–0,Al-Batin,,Damac Club Stadium,Mohammed Sami Al Ismail,Match Report,
21,Fri,2023-03-17,16:00 (14:00),Al-Fayha,1–1,Al-Adalah,,Al Majma'ah Sport City,Abdullah Zafer Al Shehri,Match Report,
21,Fri,2023-03-17,20:30 (18:30),Al-Wehda,1–1,Al-Taawoun,,King Abdul Aziz Stadium,Sami Ahmed Al Jurays,Match Report,
21,Sat,2023-03-18,16:00 (14:00),Al-Fateh,1–5,Al-Ittihad,,Prince Abdullah bin Jalawi Stadium,Andrés Matonte,Match Report,
21,Sat,2023-03-18,20:30 (18:30),Al-Hilal,3–0,Al-Ettifaq,,Prince Faisal bin Fahd Stadium,Daniele Orsato,Match Report,
21,Sat,2023-03-18,20:30 (18:30),Al-Nassr,2–1,Abha,,Al Awwal Park Stadium,Fernando Rapallini,Match Report,
21,Sat,2023-03-18,20:30 (18:30),Al-Raed,2–2,Al-Shabab,,Prince Abdullah bin Abdul Aziz Stadium,Khalid Saleh Al Turais,Match Report,
