rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,matches
16,Talal Al-Absi,sa KSA,DF,Al-Ahli,28,1993,2,2,179,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
17,Afriyie Acquah,gh GHA,MF,Al-Batin,29,1992,8,7,531,5.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
18,Abdulfattah Adam,sa KSA,FW,Al-Nassr,26,1995,4,3,188,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
19,Muath Adnan Afaneh,jo JOR,"FW,MF",Abha,,,11,4,273,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
20,Waleed Al Ahmad,sa KSA,DF,Al-Faisaly,22,1999,21,16,1559,17.3,1,0,1,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches
21,Karim El Ahmadi,ma MAR,MF,Al-Ittihad,36,1985,16,16,1366,15.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
22,Ahmed Alanzy,sa KSA,MF,Al-Faisaly,,,3,1,102,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
23,Abdulaziz Al Alawi,sa KSA,DF,Al-Batin,23,1998,13,10,895,9.9,0,1,1,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,Matches
24,Bader Alhwidy Alshammary,sa KSA,DF,Al-Batin,19,2001,10,9,836,9.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
25,Hassan Al Ali,sa KSA,FW,Al-Ahli,19,2002,2,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
26,Mukhtar Ali,sa KSA,MF,Al-Ta'ee,23,1997,11,11,915,10.2,2,1,3,2,0,0,3,0,0.20,0.10,0.30,0.20,0.30,Matches
27,Shaye Ali Sharahili,sa KSA,MF,Al-Faisaly,31,1990,2,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
28,Ezgjan Alioski,mk MKD,"DF,MF",Al-Ahli,29,1992,28,28,2510,27.9,6,8,14,2,4,4,7,0,0.22,0.29,0.50,0.07,0.36,Matches
29,Alison,br BRA,"MF,DF",Al-Hazem,28,1993,19,18,1560,17.3,0,1,1,0,0,0,5,1,0.00,0.06,0.06,0.00,0.06,Matches
30,Romain Amalfitano,fr FRA,"MF,FW",Al-Faisaly,31,1989,17,17,1379,15.3,4,2,6,4,0,0,2,0,0.26,0.13,0.39,0.26,0.39,Matches
31,Cédric Amissi,bi BDI,MF,Al-Taawoun,31,1990,16,16,1434,15.9,1,1,2,1,0,0,5,0,0.06,0.06,0.13,0.06,0.13,Matches
32,Abdullah Al-Ammar,sa KSA,DF,Damac,27,1994,28,28,2407,26.7,1,7,8,1,0,0,1,0,0.04,0.26,0.30,0.04,0.30,Matches
33,Turki Al Ammar,sa KSA,"MF,FW",Al-Shabab,21,1999,22,10,920,10.2,2,0,2,2,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches
34,Sari Amr,sa KSA,"DF,MF",Abha,31,1989,23,20,1677,18.6,1,1,2,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11,Matches
35,Abdulelah Al-Amri,sa KSA,DF,Al-Nassr,24,1997,19,19,1687,18.7,2,0,2,2,0,0,6,1,0.11,0.00,0.11,0.11,0.11,Matches
36,Hassan Al-Amri,sa KSA,MF,Al-Taawoun,27,1994,23,11,1063,11.8,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
37,Mohammed Al-Amri,sa KSA,"DF,MF",Al-Faisaly,29,1991,19,11,947,10.5,0,1,1,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,Matches
38,Saleh Al-Amri,sa KSA,"MF,FW",Abha,27,1993,29,26,2156,24.0,1,6,7,1,0,0,4,1,0.04,0.25,0.29,0.04,0.29,Matches
39,Rakan Al Anaze,sa KSA,"MF,FW",Al-Batin,23,1998,17,9,856,9.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
40,Abdullah Al Anazi,sa KSA,MF,Al-Fateh,18,2003,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
41,André André,pt POR,MF,Al-Ittihad,31,1989,12,12,1017,11.3,0,1,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches
42,Domagoj Antolić,hr CRO,MF,Damac,31,1990,12,11,919,10.2,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
43,Maurício Antônio,br BRA,DF,Al-Batin,29,1992,29,29,2610,29.0,2,1,3,2,0,0,3,0,0.07,0.03,0.10,0.07,0.10,Matches
44,Nawaf Al Aqidi,sa KSA,GK,Al-Nassr,21,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
45,Nawaf Al Aqidi,sa KSA,GK,Al-Ta'ee,21,2000,7,7,630,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
46,Abdulaziz Al-Aryani,sa KSA,"MF,FW",Al-Batin,25,1996,18,4,447,5.0,1,3,4,1,0,0,0,1,0.20,0.60,0.81,0.20,0.81,Matches
47,Abdulfattah Asiri,sa KSA,MF,Al-Nassr,27,1994,15,4,544,6.0,0,3,3,0,0,0,2,0,0.00,0.50,0.50,0.00,0.50,Matches
48,Ali Al Asmari,sa KSA,"MF,FW",Al-Ahli,24,1997,14,10,871,9.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
49,Malik Asselah,dz ALG,GK,Al-Hazem,35,1986,8,8,720,8.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
50,Ahmed Assiri,sa KSA,DF,Al-Taawoun,29,1991,4,4,346,3.8,0,1,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Ahmed Assiri,sa KSA,DF,Al-Faisaly,29,1991,11,10,854,9.5,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
52,Abdulaziz Atif,sa KSA,MF,Al-Faisaly,20,2001,3,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
53,Amine Atouchi,ma MAR,DF,Abha,29,1992,25,25,2249,25.0,2,0,2,2,0,0,7,1,0.08,0.00,0.08,0.08,0.08,Matches
54,Christian Atsu,gh GHA,MF,Al-Raed,29,1992,8,4,405,4.5,0,1,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,Matches
55,Mohammed Attiah,sa KSA,MF,Al-Ta'ee,29,1991,6,0,68,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
56,Filipe Augusto,br BRA,MF,Damac,27,1993,10,8,734,8.2,2,0,2,2,0,0,4,1,0.25,0.00,0.25,0.25,0.25,Matches
57,Fares Ayed,sa KSA,FW,Damac,20,2001,3,0,36,0.4,0,1,1,0,0,0,0,0,0.00,2.50,2.50,0.00,2.50,Matches
58,Abdulmalek Al Ayiri,sa KSA,MF,Al-Taawoun,17,2003,17,4,407,4.5,1,1,2,1,0,0,4,0,0.22,0.22,0.44,0.22,0.44,Matches
59,Walid Azaro,ma MAR,FW,Al-Ettifaq,25,1995,17,16,1461,16.2,2,4,6,2,0,0,2,0,0.12,0.25,0.37,0.12,0.37,Matches
60,Farhan Al Azmi,sa KSA,DF,Al-Hazem,27,1994,16,12,1057,11.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
61,Muataz Al Bagawi,sa KSA,GK,Al-Taawoun,23,1998,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
62,Hattan Bahebri,sa KSA,"MF,FW",Al-Shabab,29,1992,25,24,1953,21.7,7,8,15,7,0,0,6,0,0.32,0.37,0.69,0.32,0.69,Matches
63,Basil Al Bahrani,sa KSA,GK,Al-Fateh,26,1995,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
64,Ahmed Bahusayn,sa KSA,MF,Al-Ittihad,20,2001,5,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
65,Jamal Bajandouh,sa KSA,MF,Al-Shabab,28,1992,5,0,40,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
66,Jamal Bajandouh,sa KSA,MF,Al-Ta'ee,28,1992,13,10,913,10.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
67,Masood Bakheet,sa KSA,DF,Al-Hazem,29,1992,10,6,496,5.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
68,Yazeid Al Bakr,sa KSA,DF,Al-Taawoun,25,1995,18,12,1064,11.8,0,3,3,0,0,0,4,0,0.00,0.25,0.25,0.00,0.25,Matches
69,Ageel Balghaith,sa KSA,DF,Al-Raed,34,1987,17,15,1198,13.3,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches
70,Ahmed Bamasud,sa KSA,"DF,MF",Al-Fayha,25,1995,29,26,2193,24.4,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches
71,Éver Banega,ar ARG,MF,Al-Shabab,33,1988,27,27,2321,25.8,6,4,10,2,4,7,6,2,0.23,0.16,0.39,0.08,0.23,Matches
72,Mohammed Al Baqawi,sa KSA,DF,Al-Fayha,26,1995,23,15,1347,15.0,0,1,1,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,Matches
73,Abdulrahman Al-Barakah,sa KSA,MF,Abha,30,1990,14,12,1034,11.5,0,1,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches
74,Ibrahim Al Barakah,sa KSA,MF,Al-Fayha,24,1996,6,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
75,Ibrahim Al Barakah,sa KSA,MF,Al-Hazem,24,1996,2,1,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Khaled Al-Barakah,sa KSA,DF,Al-Hazem,30,1990,9,1,117,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
77,Karam Barnawi,sa KSA,DF,Abha,34,1987,4,1,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
78,Yassin Barnawi,sa KSA,DF,Al-Faisaly,27,1993,14,8,770,8.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
79,Mohammad Al Bassas,sa KSA,DF,Al-Hazem,22,1998,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
80,Mourad Batna,ma MAR,MF,Al-Fateh,31,1990,17,16,1434,15.9,5,3,8,3,2,3,8,1,0.31,0.19,0.50,0.19,0.38,Matches
81,Zaid Al Bawardi,sa KSA,GK,Al-Shabab,24,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
82,Sofiane Bendebka,dz ALG,MF,Al-Fateh,28,1992,22,22,1938,21.5,6,3,9,6,0,0,0,0,0.28,0.14,0.42,0.28,0.42,Matches
83,Karim El Berkaoui,ma MAR,"MF,FW",Al-Raed,25,1995,26,22,2061,22.9,13,2,15,10,3,5,3,0,0.57,0.09,0.66,0.44,0.52,Matches
84,Mansor Al Beshe,sa KSA,"MF,FW",Al-Raed,21,2000,13,4,355,3.9,1,1,2,1,0,0,0,0,0.25,0.25,0.51,0.25,0.51,Matches
85,Saad Bguir,tn TUN,"MF,FW",Abha,27,1994,27,26,2302,25.6,7,2,9,5,2,3,6,0,0.27,0.08,0.35,0.20,0.27,Matches
86,Fahad bin Jumayah,sa KSA,"MF,DF",Abha,26,1995,21,18,1582,17.6,3,0,3,3,0,0,3,0,0.17,0.00,0.17,0.17,0.17,Matches
87,Mohammed bin Nukhaylan,sa KSA,DF,Al-Faisaly,19,2002,2,0,53,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
88,Saud bin Zaydan,sa KSA,MF,Al-Hazem,21,1999,15,11,885,9.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
89,Abdulaziz Al-Bishi,sa KSA,MF,Al-Ittihad,27,1994,27,24,1952,21.7,4,2,6,4,0,0,2,0,0.18,0.09,0.28,0.18,0.28,Matches
90,Rayan Al Bloushi,sa KSA,FW,Al-Fayha,20,2001,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
91,Ammar Bo Essa,sa KSA,MF,Al-Fateh,20,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
92,Ameen Bokhari,sa KSA,GK,Al-Nassr,24,1997,10,8,781,8.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
93,Nawaf Boushal,sa KSA,DF,Al-Fateh,21,1999,27,25,2098,23.3,1,2,3,1,0,0,3,1,0.04,0.09,0.13,0.04,0.13,Matches
94,John Boye,gh GHA,DF,Al-Fayha,34,1987,4,1,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
95,Martin Boyle,au AUS,"MF,FW",Al-Faisaly,28,1993,13,13,1148,12.8,3,1,4,3,0,0,3,0,0.24,0.08,0.31,0.24,0.31,Matches
96,Filip Bradarić,hr CRO,MF,Al-Ahli,29,1992,26,22,1943,21.6,2,0,2,2,0,0,6,0,0.09,0.00,0.09,0.09,0.09,Matches
97,Mohammed Al-Breik,sa KSA,DF,Al-Hilal,28,1992,13,12,974,10.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
98,Tawfiq Bu Haymid,sa KSA,DF,Al-Fateh,33,1987,25,21,1682,18.7,0,2,2,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,Matches
99,Ali Al-Bulaihi,sa KSA,DF,Al-Hilal,31,1989,22,22,1851,20.6,3,0,3,3,0,0,8,0,0.15,0.00,0.15,0.15,0.15,Matches
100,Firas Al-Buraikan,sa KSA,"FW,MF",Al-Fateh,21,2000,27,25,2098,23.3,11,3,14,10,1,1,2,0,0.47,0.13,0.60,0.43,0.56,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Abdulelah Al Burayh,sa KSA,"MF,FW",Damac,24,1997,12,5,387,4.3,0,1,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,Matches
102,Mijo Caktaš,hr CRO,MF,Damac,29,1992,16,16,1369,15.2,4,0,4,4,0,0,1,0,0.26,0.00,0.26,0.26,0.26,Matches
103,Haroune Camara,sa KSA,"FW,MF",Al-Ittihad,23,1998,22,6,689,7.7,5,0,5,5,0,0,0,0,0.65,0.00,0.65,0.65,0.65,Matches
104,Martín Campaña,uy URU,GK,Al-Batin,32,1989,29,29,2610,29.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
105,Carlos,br BRA,"MF,FW",Al-Shabab,25,1995,23,23,1980,22.0,13,3,16,13,0,0,2,0,0.59,0.14,0.73,0.59,0.73,Matches
106,André Carrillo,pe PER,MF,Al-Hilal,30,1991,22,17,1442,16.0,4,2,6,4,0,0,1,0,0.25,0.12,0.37,0.25,0.37,Matches
107,Cássio,pt POR,GK,Al-Taawoun,40,1980,29,29,2610,29.0,0,1,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,Matches
108,Farouk Chafaï,dz ALG,DF,Damac,31,1990,23,23,2033,22.6,1,1,2,1,0,0,4,0,0.04,0.04,0.09,0.04,0.09,Matches
109,Renato Chaves,br BRA,DF,Al-Batin,31,1990,29,29,2576,28.6,1,0,1,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,Matches
110,Clayson,br BRA,MF,Al-Faisaly,26,1995,8,5,399,4.4,1,1,2,1,0,0,0,0,0.23,0.23,0.45,0.23,0.45,Matches
111,Igor Coronado,br BRA,"FW,MF",Al-Ittihad,28,1992,19,15,1380,15.3,5,10,15,5,0,0,2,0,0.33,0.65,0.98,0.33,0.98,Matches
112,Gustavo Cuellar,co COL,MF,Al-Hilal,28,1992,23,20,1615,17.9,0,1,1,0,0,0,9,1,0.00,0.06,0.06,0.00,0.06,Matches
113,Christian Cueva,pe PER,MF,Al-Fateh,29,1991,24,24,2087,23.2,8,5,13,5,3,3,4,1,0.34,0.22,0.56,0.22,0.43,Matches
114,Ammar Al-Daheem,sa KSA,DF,Al-Fateh,27,1993,11,8,697,7.7,0,0,0,0,0,0,6,2,0.00,0.00,0.00,0.00,0.00,Matches
115,Abdurahman Al Dakheel,sa KSA,DF,Al-Hazem,,,27,21,1830,20.3,0,1,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,Matches
116,Abdulaziz Damdam,sa KSA,MF,Al-Batin,26,1995,6,2,163,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
117,Dankler,br BRA,DF,Al-Ahli,29,1992,23,23,2014,22.4,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
118,Faisel Darwish,sa KSA,"DF,MF",Al-Taawoun,30,1991,2,0,44,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
119,Khalifah Al Dawsari,sa KSA,DF,Al-Fateh,22,1999,6,2,225,2.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
120,Khalifah Al Dawsari,sa KSA,DF,Al-Hilal,22,1999,2,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
121,Nasser Al-Dawsari,sa KSA,"DF,MF",Al-Hilal,22,1998,14,11,947,10.5,0,4,4,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,Matches
122,Salem Al-Dawsari,sa KSA,"MF,FW",Al-Hilal,29,1991,22,18,1705,18.9,9,5,14,7,2,2,1,0,0.48,0.26,0.74,0.37,0.63,Matches
123,Yacouba Dembélé,ml MLI,DF,Al-Taawoun,20,2001,11,1,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
124,Dener,br BRA,MF,Al-Ta'ee,29,1992,27,26,2277,25.3,4,1,5,4,0,0,4,0,0.16,0.04,0.20,0.16,0.20,Matches
125,Mohammed Al-Dhafiri,sa KSA,FW,Al-Batin,,,2,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Abdurahman Al-Dossari,sa KSA,MF,Al-Faisaly,23,1997,26,16,1377,15.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
127,Fahad Al Dossari,sa KSA,MF,Al-Ettifaq,19,2002,5,0,106,1.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
128,Abdullah Al Dossary,sa KSA,MF,Al-Fayha,27,1993,3,0,54,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
129,Mohammed Al Dossary,sa KSA,"MF,DF",Al-Raed,22,1999,21,16,1370,15.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
130,Khalid Dubaysh,sa KSA,DF,Al-Shabab,22,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
131,Khalid Dubaysh,sa KSA,DF,Damac,22,1998,3,1,124,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
132,Éder,pt POR,FW,Al-Raed,33,1987,22,19,1662,18.5,6,1,7,6,0,0,2,0,0.32,0.05,0.38,0.32,0.38,Matches
133,Carlos Eduardo,br BRA,"MF,FW",Al-Ahli,31,1989,12,12,1002,11.1,5,0,5,5,0,0,3,0,0.45,0.00,0.45,0.45,0.45,Matches
134,Waleed Al-Enezi,sa KSA,GK,Al-Fateh,25,1996,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Hussain Al Essa,sa KSA,MF,Al-Batin,20,2000,26,15,1469,16.3,0,3,3,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,Matches
136,Abdullah Al-Fahad,sa KSA,DF,Al-Raed,27,1994,25,15,1517,16.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
137,Sultan Fahran,sa KSA,MF,Al-Raed,24,1996,30,29,2509,27.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
138,Collins Fai,cm CMR,DF,Al-Ta'ee,28,1992,9,8,738,8.2,0,1,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matches
139,Hicham Faik,nl NED,MF,Al-Faisaly,29,1992,27,27,2309,25.7,2,2,4,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16,Matches
140,Hamed Falatah,sa KSA,MF,Al-Ta'ee,28,1992,23,16,1466,16.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
141,Sultan Faqihi,sa KSA,"DF,MF",Al-Hazem,26,1995,17,12,1148,12.8,1,0,1,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches
142,Abdulaziz Al Faraj,sa KSA,DF,Al-Nassr,18,2003,1,1,82,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
143,Salman Al-Faraj,sa KSA,MF,Al-Hilal,31,1989,22,20,1789,19.9,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches
144,Mostafa Fathi,eg EGY,MF,Al-Taawoun,26,1995,12,11,964,10.7,5,2,7,5,0,0,2,0,0.47,0.19,0.65,0.47,0.65,Matches
145,Mohammed Al Fatil,sa KSA,DF,Al-Nassr,29,1992,4,4,329,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
146,Yousef Fawaz,,FW,Al-Batin,,,1,0,12,0.1,2,0,2,2,0,0,0,0,15.00,0.00,15.00,15.00,15.00,Matches
147,Ljubomir Fejsa,rs SRB,MF,Al-Ahli,32,1988,1,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
148,Fernando,br BRA,MF,Al-Fayha,28,1993,1,1,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
149,Marcelo dos Santos Ferreira,br BRA,DF,Al-Ta'ee,32,1989,26,26,2340,26.0,1,0,1,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,Matches
150,Tobías Figueroa,ar ARG,FW,Al-Ta'ee,29,1992,12,12,1022,11.4,5,1,6,5,0,0,1,0,0.44,0.09,0.53,0.44,0.53,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Mohamed Fouzair,ma MAR,"MF,FW",Al-Raed,29,1991,24,19,1712,19.0,2,3,5,1,1,1,5,0,0.11,0.16,0.26,0.05,0.21,Matches
152,Mazyad Freeh,sa KSA,GK,Al-Batin,32,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
153,Moslem Al Freej,sa KSA,GK,Al-Fayha,33,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
154,Mohammed Al-Fuhaid,sa KSA,MF,Al-Fateh,31,1990,28,25,2007,22.3,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
