wk,day,date,time,home,score,away,attendance,venue,referee,match_report,notes
22,Sat,2022-02-26,18:25 (16:25),Al-Nassr,2–1,Abha,6983,Mrsool Park,Sami Ahmed Al Jurays,Match Report,
22,Sat,2022-02-26,21:00 (19:00),Al-Ahli,3–4,Al-Ittihad,11874,Prince Abdullah al-Faisal Stadium,Sandro Schärer,Match Report,
22,Sun,2022-02-27,15:50 (13:50),Al-Batin,1–0,Al-Faisaly,2127,Al-Batin FC Stadium,Faisal Suleiman Al Balawi,Match Report,
22,Sun,2022-02-27,16:10 (14:10),Al-Ta'ee,1–1,Al-Taawoun,4868,Prince Abdul Aziz bin Musa'ed Stadium,Fábio Veríssimo,Match Report,
22,Sun,2022-02-27,18:15 (16:15),Al-Fateh,4–0,Al-Ettifaq,8374,Prince Abdullah bin Jalawi Stadium,Mohammed Khaled Al Hoish,Match Report,
22,Sun,2022-02-27,20:40 (18:40),Al-Fayha,1–2,Al-Shabab,3327,Al Majma'ah Sport City,Abdullah Saleh Al Harbi,Match Report,
23,Thu,2022-03-03,19:00 (17:00),Al-Ittihad,2–1,Damac,27372,King Abdullah Sports City,Bastian Dankert,Match Report,
23,Thu,2022-03-03,21:00 (19:00),Al-Nassr,0–4,Al-Hilal,11913,Mrsool Park,Sergey Karasev,Match Report,
23,Fri,2022-03-04,16:15 (14:15),Abha,1–0,Al-Ta'ee,353,Prince Sultan bin Abdul Aziz Stadium,Khaled Suleiman Al Juhani,Match Report,
23,Fri,2022-03-04,18:45 (16:45),Al-Taawoun,1–1,Al-Fateh,6682,Prince Abdullah bin Abdul Aziz Stadium,Piero Maza,Match Report,
23,Fri,2022-03-04,20:45 (18:45),Al-Ettifaq,1–0,Al-Ahli,6757,Prince Mohamed bin Fahd Stadium,Faisal Suleiman Al Balawi,Match Report,
23,Sat,2022-03-05,18:40 (16:40),Al-Faisaly,1–0,Al-Hazem,3494,Al Majma'ah Sport City,Mohammed Khaled Al Hoish,Match Report,
23,Sat,2022-03-05,18:45 (16:45),Al-Raed,1–0,Al-Fayha,5896,Prince Abdullah bin Abdul Aziz Stadium,Sultan Mohammed Al Akairi,Match Report,
23,Sat,2022-03-05,20:45 (18:45),Al-Shabab,4–0,Al-Batin,3099,Prince Faisal bin Fahd Stadium,Abdullah Zafer Al Shehri,Match Report,
12,Tue,2022-03-08,20:45 (18:45),Al-Hilal,2–1,Al-Ittihad,16472,Prince Faisal bin Fahd Stadium,Raphael Claus,Match Report,
24,Thu,2022-03-10,18:25 (16:25),Al-Fateh,3–0,Abha,11382,Prince Abdullah bin Jalawi Stadium,Mohammed Sami Al Ismail,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
24,Thu,2022-03-10,18:50 (16:50),Al-Taawoun,2–2,Al-Faisaly,6897,Prince Abdullah bin Abdul Aziz Stadium,Matt Conger,Match Report,
24,Fri,2022-03-11,18:45 (16:45),Al-Fayha,1–0,Al-Batin,6191,Al Majma'ah Sport City,Mohammed Abdulrahman Al Baridi,Match Report,
24,Fri,2022-03-11,20:45 (18:45),Al-Ettifaq,2–2,Al-Nassr,11379,Prince Mohamed bin Fahd Stadium,Majed Mohammed Al Shamrani,Match Report,
24,Sat,2022-03-12,18:50 (16:50),Al-Hazem,0–1,Damac,1781,Ar-Rass Stadium,Mohammed Zafer Al Qarni,Match Report,
24,Sat,2022-03-12,20:45 (18:45),Al-Ahli,3–1,Al-Ta'ee,17582,Prince Abdullah al-Faisal Stadium,Khalid Saleh Al Turais,Match Report,
24,Sun,2022-03-13,18:50 (16:50),Al-Raed,0–1,Al-Hilal,20082,Prince Abdullah bin Abdul Aziz Stadium,Sultan Sanat Al Harbi,Match Report,
24,Sun,2022-03-13,20:45 (18:45),Al-Shabab,0–2,Al-Ittihad,11234,Prince Faisal bin Fahd Fahd Training Pit...,Anastasios Sidiropoulos,Match Report,
25,Thu,2022-03-17,18:45 (16:45),Al-Faisaly,1–0,Al-Fateh,6315,Al Majma'ah Sport City,Sami Ahmed Al Jurays,Match Report,
25,Thu,2022-03-17,18:55 (16:55),Damac,1–0,Al-Ettifaq,3764,Prince Sultan bin Abdul Aziz Stadium,Ahmed Mohammed Al Rumaikhani,Match Report,
25,Thu,2022-03-17,20:50 (18:50),Al-Nassr,1–0,Al-Fayha,29,Mrsool Park,Khalid Ahmed Al Ali,Match Report,
25,Fri,2022-03-18,19:00 (17:00),Al-Ta'ee,2–2,Al-Shabab,7336,Prince Abdul Aziz bin Musa'ed Stadium,Mohammed Saif Al Harbi,Match Report,
25,Fri,2022-03-18,19:05 (17:05),Al-Ittihad,3–0,Al-Hazem,52329,King Abdullah Sports City,Andrés Cunha,Match Report,
25,Fri,2022-03-18,20:50 (18:50),Al-Hilal,4–2,Al-Ahli,14775,Prince Faisal bin Fahd Stadium,Georgi Kabakov,Match Report,
25,Sat,2022-03-19,18:45 (16:45),Al-Batin,2–0,Al-Raed,4185,Al-Batin FC Stadium,Andris Treimanis,Match Report,
25,Sat,2022-03-19,18:55 (16:55),Abha,1–1,Al-Taawoun,2109,Prince Sultan bin Abdul Aziz Stadium,Wilmar Roldán,Match Report,
19,Tue,2022-05-03,19:10 (18:10),Al-Fayha,1–0,Al-Hilal,,Al Majma'ah Sport City,Majed Mohammed Al Shamrani,Match Report,
26,Thu,2022-05-05,19:20 (18:20),Al-Taawoun,0–4,Al-Ettifaq,4053,Prince Abdullah bin Abdul Aziz Stadium,Sergey Karasev,Match Report,
26,Thu,2022-05-05,20:50 (19:50),Al-Batin,2–2,Al-Ahli,4199,Al-Batin FC Stadium,Aliaksei Kulbakou,Match Report,
26,Fri,2022-05-06,18:50 (17:50),Al-Fateh,4–4,Al-Ittihad,16754,Prince Abdullah bin Jalawi Stadium,Sami Ahmed Al Jurays,Match Report,
26,Fri,2022-05-06,19:10 (18:10),Abha,0–0,Al-Faisaly,1026,Prince Sultan bin Abdul Aziz Stadium,Khalid Saleh Al Turais,Match Report,
26,Fri,2022-05-06,20:50 (19:50),Al-Nassr,4–2,Al-Shabab,7709,Mrsool Park,Mohammed Khaled Al Hoish,Match Report,
26,Sat,2022-05-07,19:10 (18:10),Damac,2–4,Al-Hilal,10612,Prince Sultan bin Abdul Aziz Stadium,Shukri Hussein Al Hunfush,Match Report,
26,Sat,2022-05-07,19:20 (18:20),Al-Hazem,3–1,Al-Fayha,609,Ar-Rass Stadium,Faisal Suleiman Al Balawi,Match Report,
26,Sat,2022-05-07,20:50 (19:50),Al-Ta'ee,2–2,Al-Raed,5993,Prince Abdul Aziz bin Musa'ed Stadium,Georgi Kabakov,Match Report,
20,Wed,2022-05-11,18:55 (17:55),Al-Ettifaq,0–2,Al-Hilal,,Prince Mohamed bin Fahd Stadium,Fernando Rapallini,Match Report,
27,Thu,2022-05-12,19:20 (18:20),Al-Taawoun,1–0,Al-Batin,,Prince Abdullah bin Abdul Aziz Stadium,István Kovács,Match Report,
27,Thu,2022-05-12,20:50 (19:50),Al-Shabab,1–0,Al-Faisaly,,Prince Faisal bin Fahd Stadium,Majed Mohammed Al Shamrani,Match Report,
27,Sat,2022-05-21,19:00 (18:00),Al-Ettifaq,5–2,Al-Hazem,,Prince Mohamed bin Fahd Stadium,Khalid Saleh Al Turais,Match Report,
27,Sat,2022-05-21,21:00 (20:00),Al-Raed,0–3,Al-Nassr,16168,Prince Abdullah bin Abdul Aziz Stadium,Mohammed Sami Al Ismail,Match Report,
27,Sun,2022-05-22,19:00 (18:00),Al-Fateh,1–2,Al-Ta'ee,,Prince Abdullah bin Jalawi Stadium,Sultan Sanat Al Harbi,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
27,Sun,2022-05-22,21:00 (20:00),Al-Ahli,1–1,Abha,19441,King Abdullah Sports City,Ahmed Mohammed Al Rumaikhani,Match Report,
27,Mon,2022-05-23,19:20 (18:20),Al-Fayha,0–0,Damac,6342,Al Majma'ah Sport City,Abdullah Khaled Al Kharboush,Match Report,
27,Mon,2022-05-23,21:00 (20:00),Al-Ittihad,1–3,Al-Hilal,58755,King Abdullah Sports City,Mohammed Khaled Al Hoish,Match Report,
28,Fri,2022-05-27,19:25 (18:25),Al-Hazem,2–3,Al-Batin,,Ar-Rass Stadium,Mohammed Zafer Al Qarni,Match Report,
28,Fri,2022-05-27,21:00 (20:00),Al-Raed,0–2,Al-Shabab,,Prince Abdullah bin Abdul Aziz Stadium,Shukri Hussein Al Hunfush,Match Report,
28,Sat,2022-05-28,19:20 (18:20),Al-Nassr,1–1,Al-Ahli,,Mrsool Park,Faisal Suleiman Al Balawi,Match Report,
28,Sat,2022-05-28,19:20 (18:20),Al-Faisaly,1–1,Al-Ettifaq,6410,Al Majma'ah Sport City,Anastasios Sidiropoulos,Match Report,
28,Sun,2022-05-29,19:15 (18:15),Damac,0–3,Al-Fateh,,Prince Sultan bin Abdul Aziz Stadium,Sami Ahmed Al Jurays,Match Report,
28,Sun,2022-05-29,19:20 (18:20),Al-Fayha,0–1,Al-Taawoun,,Al Majma'ah Sport City,Sultan Sanat Al Harbi,Match Report,
28,Sun,2022-05-29,21:00 (20:00),Al-Ta'ee,1–0,Al-Ittihad,7696,Prince Abdul Aziz bin Musa'ed Stadium,Szymon Marciniak,Match Report,
28,Sun,2022-05-29,21:00 (20:00),Al-Hilal,2–0,Abha,8830,Prince Faisal bin Fahd Stadium,Artur Soares Dias,Match Report,
29,Thu,2022-06-23,21:00 (20:00),Al-Batin,2–1,Damac,4221,Al-Batin FC Stadium,Sultan Sanat Al Harbi,Match Report,
29,Thu,2022-06-23,21:00 (20:00),Abha,0–0,Al-Fayha,667,Prince Sultan bin Abdul Aziz Stadium,Sultan Sanat Al Harbi,Match Report,
29,Thu,2022-06-23,21:00 (20:00),Al-Faisaly,1–0,Al-Ta'ee,6394,Al Majma'ah Sport City,Kevin Ortega,Match Report,
29,Thu,2022-06-23,21:00 (20:00),Al-Taawoun,1–1,Al-Shabab,3837,Prince Abdullah bin Abdul Aziz Stadium,Majed Mohammed Al Shamrani,Match Report,
29,Thu,2022-06-23,21:00 (20:00),Al-Ahli,1–3,Al-Raed,63079,King Abdullah Sports City,Facundo Tello,Match Report,
29,Thu,2022-06-23,21:00 (20:00),Al-Hazem,1–4,Al-Nassr,3940,Ar-Rass Stadium,Mohammed Khaled Al Hoish,Match Report,
29,Thu,2022-06-23,21:00 (20:00),Al-Fateh,0–3,Al-Hilal,17459,Prince Abdullah bin Jalawi Stadium,Roberto Tobar,Match Report,
29,Thu,2022-06-23,21:00 (20:00),Al-Ettifaq,1–3,Al-Ittihad,13172,Prince Mohamed bin Fahd Stadium,César Arturo Ramos,Match Report,
30,Mon,2022-06-27,21:00 (20:00),Al-Fayha,0–1,Al-Ettifaq,6284,Al Majma'ah Sport City,Sultan Sanat Al Harbi,Match Report,
30,Mon,2022-06-27,21:00 (20:00),Al-Hilal,2–1,Al-Faisaly,,King Fahd International Stadium,Anastasios Sidiropoulos,Match Report,
30,Mon,2022-06-27,21:00 (20:00),Al-Ittihad,0–0,Al-Batin,,King Abdullah Sports City,Carlos del Cerro,Match Report,
30,Mon,2022-06-27,21:00 (20:00),Al-Ta'ee,3–0,Al-Hazem,4974,Prince Abdul Aziz bin Musa'ed Stadium,Abdullah Saleh Al Harbi,Match Report,
30,Mon,2022-06-27,21:00 (20:00),Damac,1–1,Al-Taawoun,791,Prince Sultan bin Abdul Aziz Stadium,Khalid Saleh Al Turais,Match Report,
30,Mon,2022-06-27,21:00 (20:00),Al-Nassr,2–1,Al-Fateh,2364,Mrsool Park,Sami Ahmed Al Jurays,Match Report,
30,Mon,2022-06-27,21:00 (20:00),Al-Raed,1–0,Abha,6524,Prince Abdullah bin Abdul Aziz Stadium,Majed Mohammed Al Shamrani,Match Report,
30,Mon,2022-06-27,21:00 (20:00),Al-Shabab,0–0,Al-Ahli,5687,Prince Faisal bin Fahd Stadium,Mohammed Khaled Al Hoish,Match Report,
