rk,player,nation,pos,squad,age,born,90s,ga,pka,fk,ck,og,psxg,psxg_sot,psxg_exp,90,cmp,att,cmp_launch,att_gk,thr,launch,avglen,att_goal_k,launch_goal_k,avglen_goal_k,opp,stp,stp_crosse,opa,opa_90,avgdist,matches
1,Waleed Abdullah,sa KSA,GK,Al-Nassr,35,1986,18.3,20,5,,,,,,,,,,,,,,,,,,,,,,,,Matches
2,Nawaf Al Aqidi,sa KSA,GK,Al-Ta'ee,21,2000,7.0,5,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
3,Nawaf Al Aqidi,sa KSA,GK,Al-Nassr,21,2000,3.0,4,1,,,,,,,,,,,,,,,,,,,,,,,,Matches
4,Malik Asselah,dz ALG,GK,Al-Hazem,35,1986,8.0,4,1,,,,,,,,,,,,,,,,,,,,,,,,Matches
5,Muataz Al Bagawi,sa KSA,GK,Al-Taawoun,23,1998,1.0,3,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
6,Basil Al Bahrani,sa KSA,GK,Al-Fateh,26,1995,2.0,4,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
7,Zaid Al Bawardi,sa KSA,GK,Al-Shabab,24,1997,1.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
8,Ameen Bokhari,sa KSA,GK,Al-Nassr,24,1997,8.7,12,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
9,Martín Campaña,uy URU,GK,Al-Batin,32,1989,29.0,38,5,,,,,,,,,,,,,,,,,,,,,,,,Matches
10,Cássio,pt POR,GK,Al-Taawoun,40,1980,29.0,45,7,,,,,,,,,,,,,,,,,,,,,,,,Matches
11,Waleed Al-Enezi,sa KSA,GK,Al-Fateh,25,1996,0.1,1,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
12,Mazyad Freeh,sa KSA,GK,Al-Batin,32,1989,1.0,3,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
13,Moslem Al Freej,sa KSA,GK,Al-Fayha,33,1988,1.0,3,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
14,Marcelo Grohe,br BRA,GK,Al-Ittihad,34,1987,27.5,25,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
15,Marwan Al Haidari,sa KSA,GK,Al-Shabab,25,1996,1.0,2,1,,,,,,,,,,,,,,,,,,,,,,,,Matches
