rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,pk,pkatt,matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
26,Mukhtar Ali,sa KSA,MF,Al-Ta'ee,23,1997,10.2,2,7,3,42.9,0.69,0.30,0.29,0.67,,0,0,Matches
27,Shaye Ali Sharahili,sa KSA,MF,Al-Faisaly,31,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
28,Ezgjan Alioski,mk MKD,"DF,MF",Al-Ahli,29,1992,27.9,6,51,19,37.3,1.83,0.68,0.04,0.11,,4,4,Matches
29,Alison,br BRA,"MF,DF",Al-Hazem,28,1993,17.3,0,7,2,28.6,0.40,0.12,0.00,0.00,,0,0,Matches
30,Romain Amalfitano,fr FRA,"MF,FW",Al-Faisaly,31,1989,15.3,4,23,8,34.8,1.50,0.52,0.17,0.50,,0,0,Matches
31,Cédric Amissi,bi BDI,MF,Al-Taawoun,31,1990,15.9,1,25,5,20.0,1.57,0.31,0.04,0.20,,0,0,Matches
32,Abdullah Al-Ammar,sa KSA,DF,Damac,27,1994,26.7,1,9,5,55.6,0.34,0.19,0.11,0.20,,0,0,Matches
33,Turki Al Ammar,sa KSA,"MF,FW",Al-Shabab,21,1999,10.2,2,21,8,38.1,2.05,0.78,0.10,0.25,,0,0,Matches
34,Sari Amr,sa KSA,"DF,MF",Abha,31,1989,18.6,1,12,4,33.3,0.64,0.21,0.08,0.25,,0,0,Matches
35,Abdulelah Al-Amri,sa KSA,DF,Al-Nassr,24,1997,18.7,2,13,2,15.4,0.69,0.11,0.15,1.00,,0,0,Matches
36,Hassan Al-Amri,sa KSA,MF,Al-Taawoun,27,1994,11.8,0,21,5,23.8,1.78,0.42,0.00,0.00,,0,0,Matches
37,Mohammed Al-Amri,sa KSA,"DF,MF",Al-Faisaly,29,1991,10.5,0,2,2,100.0,0.19,0.19,0.00,0.00,,0,0,Matches
38,Saleh Al-Amri,sa KSA,"MF,FW",Abha,27,1993,24.0,1,59,18,30.5,2.46,0.75,0.02,0.06,,0,0,Matches
39,Rakan Al Anaze,sa KSA,"MF,FW",Al-Batin,23,1998,9.5,0,8,4,50.0,0.84,0.42,0.00,0.00,,0,0,Matches
40,Abdullah Al Anazi,sa KSA,MF,Al-Fateh,18,2003,0.3,0,1,1,100.0,3.60,3.60,0.00,0.00,,0,0,Matches
41,André André,pt POR,MF,Al-Ittihad,31,1989,11.3,0,4,0,0.0,0.35,0.00,0.00,,,0,0,Matches
42,Domagoj Antolić,hr CRO,MF,Damac,31,1990,10.2,0,4,2,50.0,0.39,0.20,0.00,0.00,,0,0,Matches
43,Maurício Antônio,br BRA,DF,Al-Batin,29,1992,29.0,2,9,4,44.4,0.31,0.14,0.22,0.50,,0,0,Matches
44,Nawaf Al Aqidi,sa KSA,GK,Al-Nassr,21,2000,3.0,0,0,0,,0.00,0.00,,,,0,0,Matches
45,Nawaf Al Aqidi,sa KSA,GK,Al-Ta'ee,21,2000,7.0,0,0,0,,0.00,0.00,,,,0,0,Matches
46,Abdulaziz Al-Aryani,sa KSA,"MF,FW",Al-Batin,25,1996,5.0,1,2,1,50.0,0.40,0.20,0.50,1.00,,0,0,Matches
47,Abdulfattah Asiri,sa KSA,MF,Al-Nassr,27,1994,6.0,0,7,2,28.6,1.16,0.33,0.00,0.00,,0,0,Matches
48,Ali Al Asmari,sa KSA,"MF,FW",Al-Ahli,24,1997,9.7,0,14,4,28.6,1.45,0.41,0.00,0.00,,0,0,Matches
49,Malik Asselah,dz ALG,GK,Al-Hazem,35,1986,8.0,0,0,0,,0.00,0.00,,,,0,0,Matches
50,Ahmed Assiri,sa KSA,DF,Al-Taawoun,29,1991,3.8,0,2,0,0.0,0.52,0.00,0.00,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
51,Ahmed Assiri,sa KSA,DF,Al-Faisaly,29,1991,9.5,0,2,0,0.0,0.21,0.00,0.00,,,0,0,Matches
52,Abdulaziz Atif,sa KSA,MF,Al-Faisaly,20,2001,0.5,0,1,0,0.0,1.96,0.00,0.00,,,0,0,Matches
53,Amine Atouchi,ma MAR,DF,Abha,29,1992,25.0,2,13,5,38.5,0.52,0.20,0.15,0.40,,0,0,Matches
54,Christian Atsu,gh GHA,MF,Al-Raed,29,1992,4.5,0,7,2,28.6,1.56,0.44,0.00,0.00,,0,0,Matches
55,Mohammed Attiah,sa KSA,MF,Al-Ta'ee,29,1991,0.8,0,3,1,33.3,3.97,1.32,0.00,0.00,,0,0,Matches
56,Filipe Augusto,br BRA,MF,Damac,27,1993,8.2,2,8,5,62.5,0.98,0.61,0.25,0.40,,0,0,Matches
57,Fares Ayed,sa KSA,FW,Damac,20,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,Matches
58,Abdulmalek Al Ayiri,sa KSA,MF,Al-Taawoun,17,2003,4.5,1,4,1,25.0,0.88,0.22,0.25,1.00,,0,0,Matches
59,Walid Azaro,ma MAR,FW,Al-Ettifaq,25,1995,16.2,2,31,12,38.7,1.91,0.74,0.06,0.17,,0,0,Matches
60,Farhan Al Azmi,sa KSA,DF,Al-Hazem,27,1994,11.7,0,7,1,14.3,0.60,0.09,0.00,0.00,,0,0,Matches
61,Muataz Al Bagawi,sa KSA,GK,Al-Taawoun,23,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
62,Hattan Bahebri,sa KSA,"MF,FW",Al-Shabab,29,1992,21.7,7,50,24,48.0,2.30,1.11,0.14,0.29,,0,0,Matches
63,Basil Al Bahrani,sa KSA,GK,Al-Fateh,26,1995,2.0,0,0,0,,0.00,0.00,,,,0,0,Matches
64,Ahmed Bahusayn,sa KSA,MF,Al-Ittihad,20,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches
65,Jamal Bajandouh,sa KSA,MF,Al-Shabab,28,1992,0.4,0,0,0,,0.00,0.00,,,,0,0,Matches
66,Jamal Bajandouh,sa KSA,MF,Al-Ta'ee,28,1992,10.1,0,10,2,20.0,0.99,0.20,0.00,0.00,,0,0,Matches
67,Masood Bakheet,sa KSA,DF,Al-Hazem,29,1992,5.5,0,1,0,0.0,0.18,0.00,0.00,,,0,0,Matches
68,Yazeid Al Bakr,sa KSA,DF,Al-Taawoun,25,1995,11.8,0,3,0,0.0,0.25,0.00,0.00,,,0,0,Matches
69,Ageel Balghaith,sa KSA,DF,Al-Raed,34,1987,13.3,1,6,2,33.3,0.45,0.15,0.17,0.50,,0,0,Matches
70,Ahmed Bamasud,sa KSA,"DF,MF",Al-Fayha,25,1995,24.4,1,8,3,37.5,0.33,0.12,0.13,0.33,,0,0,Matches
71,Éver Banega,ar ARG,MF,Al-Shabab,33,1988,25.8,6,45,19,42.2,1.74,0.74,0.04,0.11,,4,7,Matches
72,Mohammed Al Baqawi,sa KSA,DF,Al-Fayha,26,1995,15.0,0,2,1,50.0,0.13,0.07,0.00,0.00,,0,0,Matches
73,Abdulrahman Al-Barakah,sa KSA,MF,Abha,30,1990,11.5,0,5,2,40.0,0.44,0.17,0.00,0.00,,0,0,Matches
74,Ibrahim Al Barakah,sa KSA,MF,Al-Fayha,24,1996,0.4,0,0,0,,0.00,0.00,,,,0,0,Matches
75,Ibrahim Al Barakah,sa KSA,MF,Al-Hazem,24,1996,0.6,0,0,0,,0.00,0.00,,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
76,Khaled Al-Barakah,sa KSA,DF,Al-Hazem,30,1990,1.3,0,1,0,0.0,0.77,0.00,0.00,,,0,0,Matches
77,Karam Barnawi,sa KSA,DF,Abha,34,1987,1.1,0,0,0,,0.00,0.00,,,,0,0,Matches
78,Yassin Barnawi,sa KSA,DF,Al-Faisaly,27,1993,8.6,0,1,0,0.0,0.12,0.00,0.00,,,0,0,Matches
79,Mohammad Al Bassas,sa KSA,DF,Al-Hazem,22,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
80,Mourad Batna,ma MAR,MF,Al-Fateh,31,1990,15.9,5,58,23,39.7,3.64,1.44,0.05,0.13,,2,3,Matches
81,Zaid Al Bawardi,sa KSA,GK,Al-Shabab,24,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
82,Sofiane Bendebka,dz ALG,MF,Al-Fateh,28,1992,21.5,6,29,13,44.8,1.35,0.60,0.21,0.46,,0,0,Matches
83,Karim El Berkaoui,ma MAR,"MF,FW",Al-Raed,25,1995,22.9,13,77,33,42.9,3.36,1.44,0.13,0.30,,3,5,Matches
84,Mansor Al Beshe,sa KSA,"MF,FW",Al-Raed,21,2000,3.9,1,7,1,14.3,1.77,0.25,0.14,1.00,,0,0,Matches
85,Saad Bguir,tn TUN,"MF,FW",Abha,27,1994,25.6,7,45,18,40.0,1.76,0.70,0.11,0.28,,2,3,Matches
86,Fahad bin Jumayah,sa KSA,"MF,DF",Abha,26,1995,17.6,3,20,5,25.0,1.14,0.28,0.15,0.60,,0,0,Matches
87,Mohammed bin Nukhaylan,sa KSA,DF,Al-Faisaly,19,2002,0.6,0,0,0,,0.00,0.00,,,,0,0,Matches
88,Saud bin Zaydan,sa KSA,MF,Al-Hazem,21,1999,9.8,0,3,0,0.0,0.31,0.00,0.00,,,0,0,Matches
89,Abdulaziz Al-Bishi,sa KSA,MF,Al-Ittihad,27,1994,21.7,4,38,12,31.6,1.75,0.55,0.11,0.33,,0,0,Matches
90,Rayan Al Bloushi,sa KSA,FW,Al-Fayha,20,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
91,Ammar Bo Essa,sa KSA,MF,Al-Fateh,20,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
92,Ameen Bokhari,sa KSA,GK,Al-Nassr,24,1997,8.7,0,0,0,,0.00,0.00,,,,0,0,Matches
93,Nawaf Boushal,sa KSA,DF,Al-Fateh,21,1999,23.3,1,13,3,23.1,0.56,0.13,0.08,0.33,,0,0,Matches
94,John Boye,gh GHA,DF,Al-Fayha,34,1987,1.1,0,1,0,0.0,0.93,0.00,0.00,,,0,0,Matches
95,Martin Boyle,au AUS,"MF,FW",Al-Faisaly,28,1993,12.8,3,24,11,45.8,1.88,0.86,0.13,0.27,,0,0,Matches
96,Filip Bradarić,hr CRO,MF,Al-Ahli,29,1992,21.6,2,19,7,36.8,0.88,0.32,0.11,0.29,,0,0,Matches
97,Mohammed Al-Breik,sa KSA,DF,Al-Hilal,28,1992,10.8,0,6,1,16.7,0.55,0.09,0.00,0.00,,0,0,Matches
98,Tawfiq Bu Haymid,sa KSA,DF,Al-Fateh,33,1987,18.7,0,6,2,33.3,0.32,0.11,0.00,0.00,,0,0,Matches
99,Ali Al-Bulaihi,sa KSA,DF,Al-Hilal,31,1989,20.6,3,3,3,100.0,0.15,0.15,1.00,1.00,,0,0,Matches
100,Firas Al-Buraikan,sa KSA,"FW,MF",Al-Fateh,21,2000,23.3,11,45,20,44.4,1.93,0.86,0.22,0.50,,1,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
101,Abdulelah Al Burayh,sa KSA,"MF,FW",Damac,24,1997,4.3,0,12,3,25.0,2.79,0.70,0.00,0.00,,0,0,Matches
102,Mijo Caktaš,hr CRO,MF,Damac,29,1992,15.2,4,35,13,37.1,2.30,0.85,0.11,0.31,,0,0,Matches
103,Haroune Camara,sa KSA,"FW,MF",Al-Ittihad,23,1998,7.7,5,19,7,36.8,2.48,0.91,0.26,0.71,,0,0,Matches
104,Martín Campaña,uy URU,GK,Al-Batin,32,1989,29.0,0,0,0,,0.00,0.00,,,,0,0,Matches
105,Carlos,br BRA,"MF,FW",Al-Shabab,25,1995,22.0,13,70,33,47.1,3.18,1.50,0.19,0.39,,0,0,Matches
106,André Carrillo,pe PER,MF,Al-Hilal,30,1991,16.0,4,25,11,44.0,1.56,0.69,0.16,0.36,,0,0,Matches
107,Cássio,pt POR,GK,Al-Taawoun,40,1980,29.0,0,0,0,,0.00,0.00,,,,0,0,Matches
108,Farouk Chafaï,dz ALG,DF,Damac,31,1990,22.6,1,22,7,31.8,0.97,0.31,0.05,0.14,,0,0,Matches
109,Renato Chaves,br BRA,DF,Al-Batin,31,1990,28.6,1,21,7,33.3,0.73,0.24,0.05,0.14,,0,0,Matches
110,Clayson,br BRA,MF,Al-Faisaly,26,1995,4.4,1,8,4,50.0,1.80,0.90,0.13,0.25,,0,0,Matches
111,Igor Coronado,br BRA,"FW,MF",Al-Ittihad,28,1992,15.3,5,46,23,50.0,3.00,1.50,0.11,0.22,,0,0,Matches
112,Gustavo Cuellar,co COL,MF,Al-Hilal,28,1992,17.9,0,13,2,15.4,0.72,0.11,0.00,0.00,,0,0,Matches
113,Christian Cueva,pe PER,MF,Al-Fateh,29,1991,23.2,8,43,17,39.5,1.85,0.73,0.12,0.29,,3,3,Matches
114,Ammar Al-Daheem,sa KSA,DF,Al-Fateh,27,1993,7.7,0,1,0,0.0,0.13,0.00,0.00,,,0,0,Matches
115,Abdurahman Al Dakheel,sa KSA,DF,Al-Hazem,,,20.3,0,8,3,37.5,0.39,0.15,0.00,0.00,,0,0,Matches
116,Abdulaziz Damdam,sa KSA,MF,Al-Batin,26,1995,1.8,0,0,0,,0.00,0.00,,,,0,0,Matches
117,Dankler,br BRA,DF,Al-Ahli,29,1992,22.4,0,6,1,16.7,0.27,0.04,0.00,0.00,,0,0,Matches
118,Faisel Darwish,sa KSA,"DF,MF",Al-Taawoun,30,1991,0.5,0,0,0,,0.00,0.00,,,,0,0,Matches
119,Khalifah Al Dawsari,sa KSA,DF,Al-Fateh,22,1999,2.5,0,1,1,100.0,0.40,0.40,0.00,0.00,,0,0,Matches
120,Khalifah Al Dawsari,sa KSA,DF,Al-Hilal,22,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
121,Nasser Al-Dawsari,sa KSA,"DF,MF",Al-Hilal,22,1998,10.5,0,8,2,25.0,0.76,0.19,0.00,0.00,,0,0,Matches
122,Salem Al-Dawsari,sa KSA,"MF,FW",Al-Hilal,29,1991,18.9,9,49,19,38.8,2.59,1.00,0.14,0.37,,2,2,Matches
123,Yacouba Dembélé,ml MLI,DF,Al-Taawoun,20,2001,1.5,0,0,0,,0.00,0.00,,,,0,0,Matches
124,Dener,br BRA,MF,Al-Ta'ee,29,1992,25.3,4,31,8,25.8,1.23,0.32,0.13,0.50,,0,0,Matches
125,Mohammed Al-Dhafiri,sa KSA,FW,Al-Batin,,,0.2,0,1,0,0.0,4.74,0.00,0.00,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
126,Abdurahman Al-Dossari,sa KSA,MF,Al-Faisaly,23,1997,15.3,0,8,2,25.0,0.52,0.13,0.00,0.00,,0,0,Matches
127,Fahad Al Dossari,sa KSA,MF,Al-Ettifaq,19,2002,1.2,0,3,1,33.3,2.55,0.85,0.00,0.00,,0,0,Matches
128,Abdullah Al Dossary,sa KSA,MF,Al-Fayha,27,1993,0.6,0,1,0,0.0,1.67,0.00,0.00,,,0,0,Matches
129,Mohammed Al Dossary,sa KSA,"MF,DF",Al-Raed,22,1999,15.2,0,4,1,25.0,0.26,0.07,0.00,0.00,,0,0,Matches
130,Khalid Dubaysh,sa KSA,DF,Al-Shabab,22,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
131,Khalid Dubaysh,sa KSA,DF,Damac,22,1998,1.4,0,2,0,0.0,1.45,0.00,0.00,,,0,0,Matches
132,Éder,pt POR,FW,Al-Raed,33,1987,18.5,6,42,18,42.9,2.27,0.97,0.14,0.33,,0,0,Matches
133,Carlos Eduardo,br BRA,"MF,FW",Al-Ahli,31,1989,11.1,5,27,11,40.7,2.43,0.99,0.19,0.45,,0,0,Matches
134,Waleed Al-Enezi,sa KSA,GK,Al-Fateh,25,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
135,Hussain Al Essa,sa KSA,MF,Al-Batin,20,2000,16.3,0,14,5,35.7,0.86,0.31,0.00,0.00,,0,0,Matches
136,Abdullah Al-Fahad,sa KSA,DF,Al-Raed,27,1994,16.9,0,0,0,,0.00,0.00,,,,0,0,Matches
137,Sultan Fahran,sa KSA,MF,Al-Raed,24,1996,27.9,0,19,1,5.3,0.68,0.04,0.00,0.00,,0,0,Matches
138,Collins Fai,cm CMR,DF,Al-Ta'ee,28,1992,8.2,0,4,1,25.0,0.49,0.12,0.00,0.00,,0,0,Matches
139,Hicham Faik,nl NED,MF,Al-Faisaly,29,1992,25.7,2,31,4,12.9,1.21,0.16,0.06,0.50,,0,0,Matches
140,Hamed Falatah,sa KSA,MF,Al-Ta'ee,28,1992,16.3,0,6,2,33.3,0.37,0.12,0.00,0.00,,0,0,Matches
141,Sultan Faqihi,sa KSA,"DF,MF",Al-Hazem,26,1995,12.8,1,16,3,18.8,1.25,0.24,0.06,0.33,,0,0,Matches
142,Abdulaziz Al Faraj,sa KSA,DF,Al-Nassr,18,2003,0.9,0,0,0,,0.00,0.00,,,,0,0,Matches
143,Salman Al-Faraj,sa KSA,MF,Al-Hilal,31,1989,19.9,0,13,2,15.4,0.65,0.10,0.00,0.00,,0,0,Matches
144,Mostafa Fathi,eg EGY,MF,Al-Taawoun,26,1995,10.7,5,23,13,56.5,2.15,1.21,0.22,0.38,,0,0,Matches
145,Mohammed Al Fatil,sa KSA,DF,Al-Nassr,29,1992,3.7,0,4,0,0.0,1.09,0.00,0.00,,,0,0,Matches
146,Yousef Fawaz,,FW,Al-Batin,,,0.1,2,2,2,100.0,15.00,15.00,1.00,1.00,,0,0,Matches
147,Ljubomir Fejsa,rs SRB,MF,Al-Ahli,32,1988,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches
148,Fernando,br BRA,MF,Al-Fayha,28,1993,0.4,0,0,0,,0.00,0.00,,,,0,0,Matches
149,Marcelo dos Santos Ferreira,br BRA,DF,Al-Ta'ee,32,1989,26.0,1,9,4,44.4,0.35,0.15,0.11,0.25,,0,0,Matches
150,Tobías Figueroa,ar ARG,FW,Al-Ta'ee,29,1992,11.4,5,34,17,50.0,2.99,1.50,0.15,0.29,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
151,Mohamed Fouzair,ma MAR,"MF,FW",Al-Raed,29,1991,19.0,2,34,12,35.3,1.79,0.63,0.03,0.08,,1,1,Matches
152,Mazyad Freeh,sa KSA,GK,Al-Batin,32,1989,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
153,Moslem Al Freej,sa KSA,GK,Al-Fayha,33,1988,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
154,Mohammed Al-Fuhaid,sa KSA,MF,Al-Fateh,31,1990,22.3,0,4,2,50.0,0.18,0.09,0.00,0.00,,0,0,Matches
155,Ramiro Funes Mori,ar ARG,DF,Al-Nassr,30,1991,17.8,0,7,2,28.6,0.39,0.11,0.00,0.00,,0,0,Matches
156,Ahmed El Gaidy,eg EGY,"MF,FW",Al-Fateh,25,1995,2.9,0,6,2,33.3,2.04,0.68,0.00,0.00,,0,0,Matches
157,Abdulrahman Al-Ghamdi,sa KSA,FW,Al-Raed,26,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
158,Ahmed Al Ghamdi,sa KSA,MF,Al-Ettifaq,19,2001,2.5,1,10,5,50.0,3.93,1.97,0.10,0.20,,0,0,Matches
159,Faisal Al Ghamdi,sa KSA,MF,Al-Ettifaq,19,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,Matches
160,Feras Al Ghamdi,sa KSA,MF,Al-Ahli,21,1999,0.6,0,0,0,,0.00,0.00,,,,0,0,Matches
161,Hamed Al-Ghamdi,sa KSA,"MF,FW",Al-Ettifaq,22,1999,8.8,0,12,5,41.7,1.36,0.57,0.00,0.00,,0,0,Matches
162,Khalid Al-Ghamdi,sa KSA,DF,Al-Shabab,33,1988,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
163,Raed Al-Ghamdi,sa KSA,FW,Al-Raed,27,1994,10.3,5,21,9,42.9,2.05,0.88,0.24,0.56,,0,0,Matches
164,Sultan Al-Ghanam,sa KSA,DF,Al-Nassr,27,1994,23.4,2,18,9,50.0,0.77,0.39,0.11,0.22,,0,0,Matches
165,Khalid Al Ghannam,sa KSA,MF,Al-Nassr,20,2000,14.4,3,21,12,57.1,1.46,0.83,0.14,0.25,,0,0,Matches
166,Abdulrahman Ghareeb,sa KSA,"MF,FW",Al-Ahli,24,1997,25.2,4,46,15,32.6,1.83,0.60,0.09,0.27,,0,0,Matches
167,Fahad Ghazi,sa KSA,DF,Al-Ettifaq,27,1994,3.7,0,0,0,,0.00,0.00,,,,0,0,Matches
168,Bafétimbi Gomis,fr FRA,FW,Al-Hilal,35,1985,11.8,9,45,20,44.4,3.81,1.69,0.13,0.30,,3,4,Matches
169,Marcelo Grohe,br BRA,GK,Al-Ittihad,34,1987,27.5,0,0,0,,0.00,0.00,,,,0,0,Matches
170,Guilherme,br BRA,MF,Al-Faisaly,26,1995,12.4,2,35,10,28.6,2.83,0.81,0.03,0.10,,1,1,Matches
171,Ahmed Al-Habib,sa KSA,DF,Abha,28,1993,0.8,0,1,0,0.0,1.22,0.00,0.00,,,0,0,Matches
172,Hassan Al-Habib,sa KSA,MF,Al-Fateh,26,1994,2.4,0,1,0,0.0,0.42,0.00,0.00,,,0,0,Matches
173,Abdelilah Hafidi,ma MAR,MF,Al-Hazem,29,1992,3.9,0,8,3,37.5,2.04,0.76,0.00,0.00,,0,0,Matches
174,Abdullah Al-Hafith,sa KSA,DF,Al-Ittihad,28,1992,5.3,0,3,2,66.7,0.56,0.37,0.00,0.00,,0,0,Matches
175,Marwan Al Haidari,sa KSA,GK,Al-Shabab,25,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
176,Asiri Haitham,sa KSA,"FW,MF",Al-Ahli,20,2001,12.4,2,25,10,40.0,2.01,0.80,0.08,0.20,,0,0,Matches
177,Adeeb Al Haizan,sa KSA,MF,Al-Ta'ee,20,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,Matches
178,Fahad Al Hamad,sa KSA,DF,Al-Ahli,23,1998,3.0,0,1,0,0.0,0.33,0.00,0.00,,,0,0,Matches
179,Abderrazak Hamdallah,ma MAR,FW,Al-Nassr,30,1990,4.1,3,22,8,36.4,5.41,1.97,0.05,0.13,,2,3,Matches
180,Abderrazak Hamdallah,ma MAR,FW,Al-Ittihad,30,1990,11.6,12,42,21,50.0,3.62,1.81,0.24,0.48,,2,2,Matches
181,Abdullah Al Hamdan,sa KSA,FW,Al-Hilal,21,1999,2.6,0,7,3,42.9,2.65,1.13,0.00,0.00,,0,1,Matches
182,Masheal Al Hamdan,sa KSA,DF,Al-Fateh,18,2003,1.1,0,0,0,,0.00,0.00,,,,0,0,Matches
183,Rayan Hamidou,sa KSA,DF,Al-Ta'ee,19,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,Matches
184,Rayan Hamidou,sa KSA,DF,Al-Ahli,19,2002,1.6,0,1,0,0.0,0.63,0.00,0.00,,,0,0,Matches
185,Saeed Al Hamsal,sa KSA,"DF,MF",Abha,25,1996,16.6,0,2,0,0.0,0.12,0.00,0.00,,,0,0,Matches
