rk,player,nation,pos,squad,age,born,90s,crdy,crdr,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,matches
18,Abdulfattah Adam,sa KSA,FW,Al-Nassr,26,1995,2.1,0,0,0,3,0,2,1,0,0,,,0,Matches
19,Muath Adnan Afaneh,jo JOR,"FW,MF",Abha,,,3.0,1,0,0,9,4,3,3,0,2,,,0,Matches
20,Waleed Al Ahmad,sa KSA,DF,Al-Faisaly,22,1999,17.3,5,0,0,21,18,3,3,42,20,,,0,Matches
21,Karim El Ahmadi,ma MAR,MF,Al-Ittihad,36,1985,15.2,4,0,0,35,7,0,0,19,37,,,0,Matches
22,Ahmed Alanzy,sa KSA,MF,Al-Faisaly,,,1.1,0,0,0,3,3,0,0,1,1,,,0,Matches
23,Abdulaziz Al Alawi,sa KSA,DF,Al-Batin,23,1998,9.9,4,0,0,11,3,0,10,14,13,,,1,Matches
24,Bader Alhwidy Alshammary,sa KSA,DF,Al-Batin,19,2001,9.3,1,0,0,6,9,0,22,7,5,,,0,Matches
25,Hassan Al Ali,sa KSA,FW,Al-Ahli,19,2002,0.1,0,0,0,0,3,0,1,0,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
26,Mukhtar Ali,sa KSA,MF,Al-Ta'ee,23,1997,10.2,3,0,0,14,15,0,11,6,14,,,0,Matches
27,Shaye Ali Sharahili,sa KSA,MF,Al-Faisaly,31,1990,0.2,0,0,0,1,2,0,0,0,0,,,0,Matches
28,Ezgjan Alioski,mk MKD,"DF,MF",Al-Ahli,29,1992,27.9,7,0,0,31,42,2,233,28,44,,,0,Matches
29,Alison,br BRA,"MF,DF",Al-Hazem,28,1993,17.3,5,1,0,22,25,2,1,37,28,,,0,Matches
30,Romain Amalfitano,fr FRA,"MF,FW",Al-Faisaly,31,1989,15.3,2,0,0,13,21,4,42,13,5,,,0,Matches
31,Cédric Amissi,bi BDI,MF,Al-Taawoun,31,1990,15.9,5,0,0,38,16,0,14,15,17,,,0,Matches
32,Abdullah Al-Ammar,sa KSA,DF,Damac,27,1994,26.7,1,0,0,8,6,3,84,27,28,,,0,Matches
33,Turki Al Ammar,sa KSA,"MF,FW",Al-Shabab,21,1999,10.2,1,0,0,13,9,4,13,4,11,,,0,Matches
34,Sari Amr,sa KSA,"DF,MF",Abha,31,1989,18.6,3,0,0,27,19,2,56,39,18,,,0,Matches
35,Abdulelah Al-Amri,sa KSA,DF,Al-Nassr,24,1997,18.7,6,1,1,23,11,1,6,30,21,,,0,Matches
36,Hassan Al-Amri,sa KSA,MF,Al-Taawoun,27,1994,11.8,4,1,0,23,48,8,22,13,21,,,0,Matches
37,Mohammed Al-Amri,sa KSA,"DF,MF",Al-Faisaly,29,1991,10.5,6,0,0,33,37,0,25,25,11,,,0,Matches
38,Saleh Al-Amri,sa KSA,"MF,FW",Abha,27,1993,24.0,4,1,1,32,52,11,82,15,23,,,0,Matches
39,Rakan Al Anaze,sa KSA,"MF,FW",Al-Batin,23,1998,9.5,2,0,0,15,17,0,23,7,13,,,0,Matches
40,Abdullah Al Anazi,sa KSA,MF,Al-Fateh,18,2003,0.3,0,0,0,0,0,0,0,0,2,,,0,Matches
41,André André,pt POR,MF,Al-Ittihad,31,1989,11.3,4,0,0,25,24,0,1,19,19,,,0,Matches
42,Domagoj Antolić,hr CRO,MF,Damac,31,1990,10.2,1,1,0,16,11,0,41,14,3,,,0,Matches
43,Maurício Antônio,br BRA,DF,Al-Batin,29,1992,29.0,3,0,0,23,17,0,0,56,19,,,2,Matches
44,Nawaf Al Aqidi,sa KSA,GK,Al-Nassr,21,2000,3.0,0,0,0,0,0,0,0,1,0,,,0,Matches
45,Nawaf Al Aqidi,sa KSA,GK,Al-Ta'ee,21,2000,7.0,1,0,0,0,2,0,0,0,0,,,0,Matches
46,Abdulaziz Al-Aryani,sa KSA,"MF,FW",Al-Batin,25,1996,5.0,0,1,0,11,10,2,9,0,1,,,0,Matches
47,Abdulfattah Asiri,sa KSA,MF,Al-Nassr,27,1994,6.0,2,0,0,6,9,1,28,1,5,,,0,Matches
48,Ali Al Asmari,sa KSA,"MF,FW",Al-Ahli,24,1997,9.7,4,0,0,15,12,0,15,10,13,,,0,Matches
49,Malik Asselah,dz ALG,GK,Al-Hazem,35,1986,8.0,2,0,0,1,0,0,0,0,0,,,0,Matches
50,Ahmed Assiri,sa KSA,DF,Al-Taawoun,29,1991,3.8,0,0,0,5,2,0,0,2,3,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,Ahmed Assiri,sa KSA,DF,Al-Faisaly,29,1991,9.5,3,1,1,5,7,0,0,10,3,,,0,Matches
52,Abdulaziz Atif,sa KSA,MF,Al-Faisaly,20,2001,0.5,0,0,0,1,1,0,1,0,0,,,0,Matches
53,Amine Atouchi,ma MAR,DF,Abha,29,1992,25.0,7,1,0,23,3,0,2,55,12,,,1,Matches
54,Christian Atsu,gh GHA,MF,Al-Raed,29,1992,4.5,1,0,0,10,7,2,16,1,3,,,0,Matches
55,Mohammed Attiah,sa KSA,MF,Al-Ta'ee,29,1991,0.8,0,0,0,0,2,0,5,1,2,,,0,Matches
56,Filipe Augusto,br BRA,MF,Damac,27,1993,8.2,4,1,0,28,9,0,18,10,13,,,0,Matches
57,Fares Ayed,sa KSA,FW,Damac,20,2001,0.4,0,0,0,0,2,0,2,1,1,,,0,Matches
58,Abdulmalek Al Ayiri,sa KSA,MF,Al-Taawoun,17,2003,4.5,4,0,0,10,7,0,1,0,6,,,0,Matches
59,Walid Azaro,ma MAR,FW,Al-Ettifaq,25,1995,16.2,2,0,0,27,30,28,16,7,7,,,0,Matches
60,Farhan Al Azmi,sa KSA,DF,Al-Hazem,27,1994,11.7,2,0,0,14,10,0,29,19,8,,,0,Matches
61,Muataz Al Bagawi,sa KSA,GK,Al-Taawoun,23,1998,1.0,1,0,0,0,0,0,0,0,0,,,0,Matches
62,Hattan Bahebri,sa KSA,"MF,FW",Al-Shabab,29,1992,21.7,6,0,0,45,18,8,44,13,28,,,0,Matches
63,Basil Al Bahrani,sa KSA,GK,Al-Fateh,26,1995,2.0,1,0,0,0,1,0,0,0,0,,,0,Matches
64,Ahmed Bahusayn,sa KSA,MF,Al-Ittihad,20,2001,0.3,0,0,0,1,0,0,0,0,0,,,0,Matches
65,Jamal Bajandouh,sa KSA,MF,Al-Shabab,28,1992,0.4,0,0,0,1,1,0,0,2,1,,,0,Matches
66,Jamal Bajandouh,sa KSA,MF,Al-Ta'ee,28,1992,10.1,3,0,0,26,14,0,2,14,17,,,0,Matches
67,Masood Bakheet,sa KSA,DF,Al-Hazem,29,1992,5.5,2,0,0,8,2,0,17,10,4,,,0,Matches
68,Yazeid Al Bakr,sa KSA,DF,Al-Taawoun,25,1995,11.8,4,0,0,11,9,0,28,17,19,,,0,Matches
69,Ageel Balghaith,sa KSA,DF,Al-Raed,34,1987,13.3,2,0,0,9,2,0,7,18,9,,,0,Matches
70,Ahmed Bamasud,sa KSA,"DF,MF",Al-Fayha,25,1995,24.4,4,0,0,27,35,1,38,40,41,,,0,Matches
71,Éver Banega,ar ARG,MF,Al-Shabab,33,1988,25.8,6,2,0,30,51,0,146,8,15,,,0,Matches
72,Mohammed Al Baqawi,sa KSA,DF,Al-Fayha,26,1995,15.0,6,0,0,16,30,0,20,15,15,,,0,Matches
73,Abdulrahman Al-Barakah,sa KSA,MF,Abha,30,1990,11.5,1,0,0,19,10,0,1,15,12,,,1,Matches
74,Ibrahim Al Barakah,sa KSA,MF,Al-Fayha,24,1996,0.4,0,0,0,1,0,0,0,0,0,,,0,Matches
75,Ibrahim Al Barakah,sa KSA,MF,Al-Hazem,24,1996,0.6,0,0,0,0,0,0,0,1,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Khaled Al-Barakah,sa KSA,DF,Al-Hazem,30,1990,1.3,1,0,0,6,1,0,2,2,2,,,0,Matches
77,Karam Barnawi,sa KSA,DF,Abha,34,1987,1.1,0,0,0,1,0,0,2,0,4,,,0,Matches
78,Yassin Barnawi,sa KSA,DF,Al-Faisaly,27,1993,8.6,2,0,0,12,21,0,9,13,9,,,0,Matches
79,Mohammad Al Bassas,sa KSA,DF,Al-Hazem,22,1998,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
80,Mourad Batna,ma MAR,MF,Al-Fateh,31,1990,15.9,8,1,1,34,36,17,73,5,8,,,0,Matches
81,Zaid Al Bawardi,sa KSA,GK,Al-Shabab,24,1997,1.0,0,0,0,0,0,0,0,0,1,,,0,Matches
82,Sofiane Bendebka,dz ALG,MF,Al-Fateh,28,1992,21.5,0,0,0,25,31,6,25,11,24,,,0,Matches
83,Karim El Berkaoui,ma MAR,"MF,FW",Al-Raed,25,1995,22.9,3,0,0,14,41,7,15,8,9,,,0,Matches
84,Mansor Al Beshe,sa KSA,"MF,FW",Al-Raed,21,2000,3.9,0,0,0,3,6,1,3,4,2,,,0,Matches
85,Saad Bguir,tn TUN,"MF,FW",Abha,27,1994,25.6,6,0,0,11,50,6,148,10,5,,,0,Matches
86,Fahad bin Jumayah,sa KSA,"MF,DF",Abha,26,1995,17.6,3,0,0,41,29,3,62,25,24,,,0,Matches
87,Mohammed bin Nukhaylan,sa KSA,DF,Al-Faisaly,19,2002,0.6,0,0,0,0,0,0,1,3,1,,,0,Matches
88,Saud bin Zaydan,sa KSA,MF,Al-Hazem,21,1999,9.8,4,0,0,20,17,0,3,11,25,,,0,Matches
89,Abdulaziz Al-Bishi,sa KSA,MF,Al-Ittihad,27,1994,21.7,2,0,0,26,39,6,43,11,20,,,0,Matches
90,Rayan Al Bloushi,sa KSA,FW,Al-Fayha,20,2001,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
91,Ammar Bo Essa,sa KSA,MF,Al-Fateh,20,2001,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
92,Ameen Bokhari,sa KSA,GK,Al-Nassr,24,1997,8.7,0,0,0,0,3,0,0,0,0,,,0,Matches
93,Nawaf Boushal,sa KSA,DF,Al-Fateh,21,1999,23.3,3,1,0,34,46,0,68,50,38,,,0,Matches
94,John Boye,gh GHA,DF,Al-Fayha,34,1987,1.1,0,0,0,1,1,0,1,1,1,,,0,Matches
95,Martin Boyle,au AUS,"MF,FW",Al-Faisaly,28,1993,12.8,3,0,0,11,22,7,18,3,6,,,0,Matches
96,Filip Bradarić,hr CRO,MF,Al-Ahli,29,1992,21.6,6,0,0,33,7,1,27,41,17,,,0,Matches
97,Mohammed Al-Breik,sa KSA,DF,Al-Hilal,28,1992,10.8,4,0,0,21,15,1,66,17,11,,,0,Matches
98,Tawfiq Bu Haymid,sa KSA,DF,Al-Fateh,33,1987,18.7,3,0,0,21,17,6,95,19,27,,,0,Matches
99,Ali Al-Bulaihi,sa KSA,DF,Al-Hilal,31,1989,20.6,8,0,0,24,8,0,2,28,11,,,0,Matches
100,Firas Al-Buraikan,sa KSA,"FW,MF",Al-Fateh,21,2000,23.3,2,0,0,14,23,10,7,5,7,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Abdulelah Al Burayh,sa KSA,"MF,FW",Damac,24,1997,4.3,0,0,0,6,6,0,14,2,4,,,0,Matches
102,Mijo Caktaš,hr CRO,MF,Damac,29,1992,15.2,1,0,0,14,8,4,54,8,7,,,0,Matches
103,Haroune Camara,sa KSA,"FW,MF",Al-Ittihad,23,1998,7.7,0,0,0,12,13,5,4,2,6,,,0,Matches
104,Martín Campaña,uy URU,GK,Al-Batin,32,1989,29.0,3,0,0,1,5,0,0,1,1,,,0,Matches
105,Carlos,br BRA,"MF,FW",Al-Shabab,25,1995,22.0,2,0,0,32,40,18,22,13,12,,,0,Matches
106,André Carrillo,pe PER,MF,Al-Hilal,30,1991,16.0,1,0,0,28,17,5,54,9,17,,,0,Matches
107,Cássio,pt POR,GK,Al-Taawoun,40,1980,29.0,0,0,0,0,7,0,1,1,0,,,0,Matches
108,Farouk Chafaï,dz ALG,DF,Damac,31,1990,22.6,4,0,0,20,17,0,5,41,28,,,0,Matches
109,Renato Chaves,br BRA,DF,Al-Batin,31,1990,28.6,6,0,0,28,14,3,7,53,22,,,1,Matches
110,Clayson,br BRA,MF,Al-Faisaly,26,1995,4.4,0,0,0,5,16,1,20,5,3,,,0,Matches
111,Igor Coronado,br BRA,"FW,MF",Al-Ittihad,28,1992,15.3,2,0,0,17,24,3,102,9,7,,,0,Matches
112,Gustavo Cuellar,co COL,MF,Al-Hilal,28,1992,17.9,9,1,1,31,13,0,2,36,29,,,0,Matches
113,Christian Cueva,pe PER,MF,Al-Fateh,29,1991,23.2,4,1,0,31,60,9,81,13,17,,,0,Matches
114,Ammar Al-Daheem,sa KSA,DF,Al-Fateh,27,1993,7.7,6,2,1,11,4,0,0,9,15,,,0,Matches
115,Abdurahman Al Dakheel,sa KSA,DF,Al-Hazem,,,20.3,5,1,0,29,11,0,0,27,20,,,0,Matches
116,Abdulaziz Damdam,sa KSA,MF,Al-Batin,26,1995,1.8,1,0,0,5,4,0,2,2,0,,,0,Matches
117,Dankler,br BRA,DF,Al-Ahli,29,1992,22.4,5,1,1,13,4,2,3,44,20,,,0,Matches
118,Faisel Darwish,sa KSA,"DF,MF",Al-Taawoun,30,1991,0.5,0,0,0,0,2,0,0,1,0,,,0,Matches
119,Khalifah Al Dawsari,sa KSA,DF,Al-Fateh,22,1999,2.5,1,0,0,5,2,1,0,3,2,,,0,Matches
120,Khalifah Al Dawsari,sa KSA,DF,Al-Hilal,22,1999,0.1,0,0,0,1,1,0,0,0,0,,,0,Matches
121,Nasser Al-Dawsari,sa KSA,"DF,MF",Al-Hilal,22,1998,10.5,0,0,0,16,6,1,80,15,14,,,0,Matches
122,Salem Al-Dawsari,sa KSA,"MF,FW",Al-Hilal,29,1991,18.9,1,0,0,17,44,2,50,11,33,,,0,Matches
123,Yacouba Dembélé,ml MLI,DF,Al-Taawoun,20,2001,1.5,0,0,0,2,5,1,5,2,3,,,0,Matches
124,Dener,br BRA,MF,Al-Ta'ee,29,1992,25.3,4,0,0,42,22,3,38,36,28,,,0,Matches
125,Mohammed Al-Dhafiri,sa KSA,FW,Al-Batin,,,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Abdurahman Al-Dossari,sa KSA,MF,Al-Faisaly,23,1997,15.3,3,0,0,23,19,0,9,11,23,,,0,Matches
127,Fahad Al Dossari,sa KSA,MF,Al-Ettifaq,19,2002,1.2,2,0,0,3,4,0,7,1,5,,,0,Matches
128,Abdullah Al Dossary,sa KSA,MF,Al-Fayha,27,1993,0.6,0,0,0,1,3,0,2,0,0,,,0,Matches
129,Mohammed Al Dossary,sa KSA,"MF,DF",Al-Raed,22,1999,15.2,1,0,0,12,27,0,54,16,37,,,0,Matches
130,Khalid Dubaysh,sa KSA,DF,Al-Shabab,22,1998,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
131,Khalid Dubaysh,sa KSA,DF,Damac,22,1998,1.4,0,0,0,2,1,0,1,1,3,,,0,Matches
132,Éder,pt POR,FW,Al-Raed,33,1987,18.5,2,0,0,40,31,14,7,5,9,,,0,Matches
133,Carlos Eduardo,br BRA,"MF,FW",Al-Ahli,31,1989,11.1,3,0,0,17,17,2,7,2,6,,,0,Matches
134,Waleed Al-Enezi,sa KSA,GK,Al-Fateh,25,1996,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
135,Hussain Al Essa,sa KSA,MF,Al-Batin,20,2000,16.3,2,0,0,25,57,2,31,28,30,,,0,Matches
136,Abdullah Al-Fahad,sa KSA,DF,Al-Raed,27,1994,16.9,3,0,0,18,23,1,3,28,19,,,0,Matches
137,Sultan Fahran,sa KSA,MF,Al-Raed,24,1996,27.9,4,0,0,45,15,0,8,30,34,,,0,Matches
138,Collins Fai,cm CMR,DF,Al-Ta'ee,28,1992,8.2,3,0,0,10,12,1,32,16,13,,,0,Matches
139,Hicham Faik,nl NED,MF,Al-Faisaly,29,1992,25.7,4,0,0,37,12,1,32,26,23,,,0,Matches
140,Hamed Falatah,sa KSA,MF,Al-Ta'ee,28,1992,16.3,2,0,0,20,17,0,4,37,25,,,0,Matches
141,Sultan Faqihi,sa KSA,"DF,MF",Al-Hazem,26,1995,12.8,1,0,0,18,14,3,32,11,19,,,0,Matches
142,Abdulaziz Al Faraj,sa KSA,DF,Al-Nassr,18,2003,0.9,0,0,0,1,0,0,0,1,1,,,0,Matches
143,Salman Al-Faraj,sa KSA,MF,Al-Hilal,31,1989,19.9,5,0,0,27,13,0,67,23,21,,,0,Matches
144,Mostafa Fathi,eg EGY,MF,Al-Taawoun,26,1995,10.7,2,0,0,5,8,7,22,7,7,,,0,Matches
145,Mohammed Al Fatil,sa KSA,DF,Al-Nassr,29,1992,3.7,0,0,0,1,3,0,0,1,1,,,0,Matches
146,Yousef Fawaz,,FW,Al-Batin,,,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches
147,Ljubomir Fejsa,rs SRB,MF,Al-Ahli,32,1988,0.3,0,0,0,1,0,0,0,0,0,,,0,Matches
148,Fernando,br BRA,MF,Al-Fayha,28,1993,0.4,0,0,0,2,1,0,1,0,0,,,0,Matches
149,Marcelo dos Santos Ferreira,br BRA,DF,Al-Ta'ee,32,1989,26.0,8,0,0,29,18,0,1,54,26,,,0,Matches
150,Tobías Figueroa,ar ARG,FW,Al-Ta'ee,29,1992,11.4,1,0,0,34,18,14,1,2,5,,,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Mohamed Fouzair,ma MAR,"MF,FW",Al-Raed,29,1991,19.0,5,0,0,47,45,7,126,19,52,,,0,Matches
152,Mazyad Freeh,sa KSA,GK,Al-Batin,32,1989,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
153,Moslem Al Freej,sa KSA,GK,Al-Fayha,33,1988,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
154,Mohammed Al-Fuhaid,sa KSA,MF,Al-Fateh,31,1990,22.3,8,0,0,54,41,1,3,20,27,,,0,Matches
155,Ramiro Funes Mori,ar ARG,DF,Al-Nassr,30,1991,17.8,2,1,0,17,7,0,3,22,16,,,0,Matches
156,Ahmed El Gaidy,eg EGY,"MF,FW",Al-Fateh,25,1995,2.9,0,0,0,2,1,1,7,2,3,,,0,Matches
157,Abdulrahman Al-Ghamdi,sa KSA,FW,Al-Raed,26,1994,0.1,0,0,0,1,0,1,0,0,0,,,0,Matches
158,Ahmed Al Ghamdi,sa KSA,MF,Al-Ettifaq,19,2001,2.5,0,0,0,4,3,1,13,3,4,,,0,Matches
159,Faisal Al Ghamdi,sa KSA,MF,Al-Ettifaq,19,2001,0.5,0,0,0,1,0,0,0,0,1,,,0,Matches
160,Feras Al Ghamdi,sa KSA,MF,Al-Ahli,21,1999,0.6,0,0,0,4,3,0,2,1,3,,,0,Matches
161,Hamed Al-Ghamdi,sa KSA,"MF,FW",Al-Ettifaq,22,1999,8.8,1,0,0,8,6,1,19,5,12,,,0,Matches
162,Khalid Al-Ghamdi,sa KSA,DF,Al-Shabab,33,1988,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
163,Raed Al-Ghamdi,sa KSA,FW,Al-Raed,27,1994,10.3,1,0,0,5,16,6,9,2,2,,,0,Matches
164,Sultan Al-Ghanam,sa KSA,DF,Al-Nassr,27,1994,23.4,3,0,0,21,20,2,91,38,21,,,0,Matches
165,Khalid Al Ghannam,sa KSA,MF,Al-Nassr,20,2000,14.4,3,0,0,12,21,5,26,8,29,,,0,Matches
166,Abdulrahman Ghareeb,sa KSA,"MF,FW",Al-Ahli,24,1997,25.2,5,0,0,16,34,7,130,4,17,,,0,Matches
167,Fahad Ghazi,sa KSA,DF,Al-Ettifaq,27,1994,3.7,3,1,1,10,2,0,10,6,8,,,0,Matches
168,Bafétimbi Gomis,fr FRA,FW,Al-Hilal,35,1985,11.8,3,0,0,14,10,11,1,0,2,,,0,Matches
169,Marcelo Grohe,br BRA,GK,Al-Ittihad,34,1987,27.5,1,0,0,0,1,0,0,0,0,,,0,Matches
170,Guilherme,br BRA,MF,Al-Faisaly,26,1995,12.4,0,1,0,12,27,4,59,10,7,,,0,Matches
171,Ahmed Al-Habib,sa KSA,DF,Abha,28,1993,0.8,0,0,0,2,0,0,1,0,0,,,0,Matches
172,Hassan Al-Habib,sa KSA,MF,Al-Fateh,26,1994,2.4,0,0,0,5,4,0,1,2,1,,,0,Matches
173,Abdelilah Hafidi,ma MAR,MF,Al-Hazem,29,1992,3.9,0,0,0,2,5,0,15,5,0,,,0,Matches
174,Abdullah Al-Hafith,sa KSA,DF,Al-Ittihad,28,1992,5.3,2,0,0,5,4,0,2,1,1,,,0,Matches
175,Marwan Al Haidari,sa KSA,GK,Al-Shabab,25,1996,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Asiri Haitham,sa KSA,"FW,MF",Al-Ahli,20,2001,12.4,4,0,0,21,29,7,12,5,20,,,0,Matches
177,Adeeb Al Haizan,sa KSA,MF,Al-Ta'ee,20,2001,0.4,0,0,0,0,0,0,0,0,0,,,0,Matches
178,Fahad Al Hamad,sa KSA,DF,Al-Ahli,23,1998,3.0,2,0,0,3,1,0,0,6,1,,,0,Matches
179,Abderrazak Hamdallah,ma MAR,FW,Al-Nassr,30,1990,4.1,2,0,0,3,6,1,3,2,2,,,0,Matches
180,Abderrazak Hamdallah,ma MAR,FW,Al-Ittihad,30,1990,11.6,1,0,0,15,18,9,4,2,4,,,0,Matches
181,Abdullah Al Hamdan,sa KSA,FW,Al-Hilal,21,1999,2.6,0,0,0,11,5,1,2,1,7,,,0,Matches
182,Masheal Al Hamdan,sa KSA,DF,Al-Fateh,18,2003,1.1,0,0,0,0,0,0,0,0,0,,,0,Matches
183,Rayan Hamidou,sa KSA,DF,Al-Ta'ee,19,2002,0.5,0,0,0,0,1,0,0,3,1,,,0,Matches
184,Rayan Hamidou,sa KSA,DF,Al-Ahli,19,2002,1.6,1,0,0,2,2,0,3,4,4,,,0,Matches
185,Saeed Al Hamsal,sa KSA,"DF,MF",Abha,25,1996,16.6,4,0,0,19,25,1,17,20,21,,,0,Matches
186,Mansor Hamzi,sa KSA,MF,Damac,29,1992,24.0,1,0,0,16,69,12,61,20,20,,,0,Matches
187,Abdulaziz Al Harabi,sa KSA,MF,Al-Ta'ee,24,1997,10.9,5,0,0,31,16,0,10,22,29,,,0,Matches
188,Abdulhadi Al-Harajin,sa KSA,MF,Al-Hazem,26,1994,4.1,2,0,0,2,19,0,17,2,2,,,0,Matches
189,Fahad Al Harbi,sa KSA,DF,Al-Fateh,24,1997,0.3,0,0,0,0,0,0,0,2,1,,,0,Matches
190,Ibrahim Al Harbi,sa KSA,MF,Al-Fayha,26,1995,0.4,0,0,0,2,1,0,1,0,1,,,0,Matches
191,Mansoor Al-Harbi,sa KSA,"DF,MF",Al-Raed,33,1987,11.8,2,0,0,7,6,0,57,18,13,,,0,Matches
192,Moteb Al-Harbi,sa KSA,DF,Al-Shabab,21,2000,28.6,6,0,0,35,41,5,81,42,25,,,0,Matches
193,Yousef Al Harbi,sa KSA,MF,Al-Fayha,24,1997,3.5,1,0,0,10,6,0,2,3,6,,,0,Matches
194,Abdulrahman Al Harthi,sa KSA,"MF,FW",Al-Hazem,22,1998,2.0,1,0,0,1,2,0,1,0,0,,,0,Matches
195,Saleh Al Harthi,sa KSA,MF,Al-Hazem,25,1995,0.3,1,0,0,1,0,0,1,2,1,,,0,Matches
196,Abbas Al Hassan,sa KSA,MF,Al-Fateh,17,2004,2.8,2,0,0,6,1,0,1,1,1,,,0,Matches
197,Ali Al Hassan,sa KSA,MF,Al-Nassr,24,1997,12.1,5,0,0,28,13,1,5,21,13,,,0,Matches
198,Abdullah Hassun,sa KSA,DF,Al-Ta'ee,24,1997,3.1,0,0,0,6,5,0,6,2,13,,,0,Matches
199,Abdullah Hassun,sa KSA,DF,Al-Ahli,24,1997,1.8,1,0,0,1,4,0,3,2,1,,,0,Matches
200,Abdullah Hawsawi,sa KSA,DF,Damac,25,1996,11.2,5,1,1,14,11,0,30,6,16,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
201,Motaz Hawsawi,sa KSA,DF,Al-Taawoun,29,1992,4.0,1,0,0,4,2,0,0,7,4,,,0,Matches
202,Motaz Hawsawi,sa KSA,DF,Al-Ahli,29,1992,1.3,1,0,0,1,1,0,0,1,1,,,0,Matches
