rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Matías Abaldo,uy URU,"FW,MF",Independiente,21-208,2004,7.6,6,3,1,4,1,4,10,6,5,0,5,3,9,5,0,Matches
2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,29-322,1995,16.3,41,28,29,11,1,24,36,12,25,14,11,42,83,128,1,Matches
3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,35-146,1990,1.0,2,2,1,0,1,1,1,0,4,0,4,0,2,4,1,Matches
4,Carlos Abeldano,ar ARG,FW,Atlé Tucumán,20-202,2005,0.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Matches
5,Ramón Ábila,ar ARG,FW,Huracán,36-014,1989,2.6,1,0,0,1,0,0,2,2,0,0,0,0,1,0,0,Matches
6,Ignacio Abraham,sy SYR,DF,Banfield,27-289,1998,16.9,25,20,17,6,2,17,27,10,16,5,11,8,33,71,0,Matches
7,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,25-294,2000,12.5,29,17,9,19,1,14,29,15,18,6,12,8,37,26,1,Matches
8,Jonás Acevedo,ar ARG,"MF,FW",Instituto,28-264,1997,11.6,21,16,8,12,1,7,17,10,10,0,10,7,28,9,0,Matches
9,Juan Achetoni,ar ARG,FW,Aldosivi,20-231,2005,0.0,1,0,0,1,0,1,2,1,0,0,0,0,1,1,0,Matches
10,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,36-362,1988,10.3,22,16,8,13,1,9,15,6,6,4,2,17,39,18,0,Matches
11,Lautaro Acosta,ar ARG,"FW,MF",Lanús,37-228,1988,1.6,1,0,0,0,1,0,2,2,5,0,5,0,1,5,0,Matches
12,Lucas Acosta,ar ARG,"FW,DF",San Martín de San Juan,20-162,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
13,Lucas Acosta,ar ARG,GK,Sarmiento,30-230,1995,29.0,2,1,2,0,0,2,2,0,0,0,0,0,2,12,1,Matches
14,Thiago Acosta,ar ARG,MF,River Plate,20-245,2005,1.0,6,5,1,4,1,3,3,0,1,0,1,0,6,2,1,Matches
15,Marcos Acuña,ar ARG,DF,River Plate,34-000,1991,18.0,35,26,18,13,4,18,30,12,11,1,10,22,57,37,0,Matches
16,Valentino Acuña,ar ARG,"MF,FW",Newell's OB,19-274,2006,2.7,8,3,0,4,4,2,4,2,3,0,3,0,8,4,0,Matches
17,Tomás Adoryán,am ARM,"MF,FW",Banfield,24-036,2001,11.0,28,17,7,16,5,14,27,13,24,3,21,7,35,14,0,Matches
18,Luis Advíncula,pe PER,DF,Boca Juniors,35-240,1990,11.4,19,15,15,3,1,15,20,5,11,4,7,7,26,24,0,Matches
19,Alan Aguerre,ar ARG,GK,Cen. Córdoba–SdE,35-066,1990,27.0,2,1,2,0,0,2,2,0,0,0,0,0,2,15,0,Matches
20,Mateo Aguiar,ar ARG,"MF,DF",Defensa y Just,18-224,2007,0.4,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,Matches
21,Emanuel Aguilera,ar ARG,DF,Defensa y Just,36-139,1989,13.1,4,2,2,2,0,2,9,7,3,2,1,8,12,78,0,Matches
22,Brian Aguirre,ar ARG,"MF,FW",Boca Juniors,22-149,2003,8.1,7,4,3,3,1,4,11,7,12,0,12,6,13,6,0,Matches
