rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,fk,pk,pkatt,xg,npxg,npxg_sh,g_xg,np_g_xg,matches
1,Matías Abaldo,uy URU,"FW,MF",Independiente,21-208,2004,7.6,0,8,1,12.5,1.05,0.13,0.00,0.00,16.4,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,29-322,1995,16.3,1,10,2,20.0,0.61,0.12,0.10,0.50,18.1,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,35-146,1990,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,15.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
4,Carlos Abeldano,ar ARG,FW,Atlé Tucumán,20-202,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
5,Ramón Ábila,ar ARG,FW,Huracán,36-014,1989,2.6,0,3,1,33.3,1.16,0.39,0.00,0.00,18.7,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
6,Ignacio Abraham,sy SYR,DF,Banfield,27-289,1998,16.9,0,18,1,5.6,1.06,0.06,0.00,0.00,23.8,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
7,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,25-294,2000,12.5,0,21,6,28.6,1.68,0.48,0.00,0.00,24.4,3,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches
8,Jonás Acevedo,ar ARG,"MF,FW",Instituto,28-264,1997,11.6,1,16,5,31.3,1.38,0.43,0.06,0.20,20.2,0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches
9,Juan Achetoni,ar ARG,FW,Aldosivi,20-231,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
10,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,36-362,1988,10.3,0,8,2,25.0,0.78,0.19,0.00,0.00,26.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
11,Lautaro Acosta,ar ARG,"FW,MF",Lanús,37-228,1988,1.6,1,1,1,100.0,0.62,0.62,1.00,1.00,10.6,0,0,0,0.1,0.1,0.14,+0.9,+0.9,Matches
12,Lucas Acosta,ar ARG,"FW,DF",San Martín de San Juan,20-162,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
13,Lucas Acosta,ar ARG,GK,Sarmiento,30-230,1995,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
