rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Matías Abaldo,uy URU,"FW,MF",Independiente,21-208,2004,7.6,147,224,65.6,2032,626,91,113,43,61,8,22,0,0.5,0.7,-0.5,6,15,6,3,18,Matches
2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,29-322,1995,16.3,697,883,78.9,15293,5618,174,203,404,452,115,212,1,0.1,0.4,+0.9,2,46,5,0,58,Matches
3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,35-146,1990,1.0,37,52,71.2,587,266,23,24,11,17,3,11,1,0.2,0.2,+0.8,1,2,2,0,3,Matches
4,Carlos Abeldano,ar ARG,FW,Atlé Tucumán,20-202,2005,0.2,1,1,100.0,11,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
5,Ramón Ábila,ar ARG,FW,Huracán,36-014,1989,2.6,33,56,58.9,507,118,21,34,8,10,2,3,0,0.2,0.1,-0.2,3,2,1,0,5,Matches
6,Ignacio Abraham,sy SYR,DF,Banfield,27-289,1998,16.9,400,683,58.6,8114,4388,142,189,182,281,69,163,0,1.6,1.7,-1.6,17,55,28,19,54,Matches
7,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,25-294,2000,12.5,389,556,70.0,7649,2727,168,211,152,206,60,107,0,1.5,1.2,-1.5,23,50,13,5,65,Matches
8,Jonás Acevedo,ar ARG,"MF,FW",Instituto,28-264,1997,11.6,300,418,71.8,4843,1649,161,185,110,142,21,56,0,1.3,1.3,-1.3,10,38,12,2,45,Matches
9,Juan Achetoni,ar ARG,FW,Aldosivi,20-231,2005,0.0,1,3,33.3,15,0,1,1,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
10,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,36-362,1988,10.3,370,467,79.2,6751,2560,155,181,164,199,44,67,1,0.2,0.4,+0.8,5,44,7,1,57,Matches
11,Lautaro Acosta,ar ARG,"FW,MF",Lanús,37-228,1988,1.6,26,30,86.7,304,60,19,21,6,7,0,0,0,0.0,0.1,0.0,2,0,2,0,3,Matches
12,Lucas Acosta,ar ARG,"FW,DF",San Martín de San Juan,20-162,2005,0.1,4,8,50.0,60,14,3,3,0,3,1,1,0,0.0,0.0,0.0,0,1,1,0,1,Matches
13,Lucas Acosta,ar ARG,GK,Sarmiento,30-230,1995,29.0,535,910,58.8,18201,13864,57,58,234,235,244,613,0,0.1,0.3,-0.1,1,28,2,0,3,Matches
14,Thiago Acosta,ar ARG,MF,River Plate,20-245,2005,1.0,49,58,84.5,881,324,16,18,27,29,4,8,0,0.2,0.4,-0.2,3,9,2,0,8,Matches
15,Marcos Acuña,ar ARG,DF,River Plate,34-000,1991,18.0,951,1252,76.0,17857,7031,408,451,410,526,122,229,1,2.1,3.1,-1.1,37,82,28,17,106,Matches
16,Valentino Acuña,ar ARG,"MF,FW",Newell's OB,19-274,2006,2.7,45,64,70.3,574,233,28,36,14,17,0,3,0,0.1,0.0,-0.1,1,5,0,0,8,Matches
17,Tomás Adoryán,am ARM,"MF,FW",Banfield,24-036,2001,11.0,296,413,71.7,5230,1529,124,150,135,173,25,55,1,1.0,1.0,0.0,12,43,11,3,60,Matches
18,Luis Advíncula,pe PER,DF,Boca Juniors,35-240,1990,11.4,474,577,82.1,8043,2630,234,256,189,228,44,70,1,0.7,0.3,+0.3,7,27,7,3,44,Matches
19,Alan Aguerre,ar ARG,GK,Cen. Córdoba–SdE,35-066,1990,27.0,386,619,62.4,12325,9725,59,60,163,163,159,387,0,0.0,0.1,0.0,1,12,0,0,0,Matches
20,Mateo Aguiar,ar ARG,"MF,DF",Defensa y Just,18-224,2007,0.4,19,21,90.5,264,33,13,13,6,7,0,0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
21,Emanuel Aguilera,ar ARG,DF,Defensa y Just,36-139,1989,13.1,626,720,86.9,12821,4764,190,212,347,366,86,131,0,0.0,0.1,0.0,0,55,0,0,56,Matches
22,Brian Aguirre,ar ARG,"MF,FW",Boca Juniors,22-149,2003,8.1,152,221,68.8,2213,439,86,118,51,64,9,17,2,1.1,1.0,+0.9,6,9,9,4,22,Matches
23,Manuel Agustín Duarte,ar ARG,"MF,FW",Barracas Central,24-066,2001,6.7,179,224,79.9,3183,818,83,100,66,79,23,29,0,0.4,0.4,-0.4,6,25,7,3,28,Matches
24,Gabriel Alanís,ar ARG,FW,Huracán,31-226,1994,11.9,156,220,70.9,2278,494,96,104,53,77,4,15,0,1.3,0.7,-1.3,8,6,7,5,8,Matches
25,Agustín Alaniz,uy URU,"FW,MF",Banfield,23-165,2002,12.1,194,289,67.1,2791,778,110,141,58,82,12,36,2,2.0,1.9,0.0,11,13,7,1,26,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
26,Fernando Alarcón,ar ARG,DF,Instituto,31-134,1994,27.9,765,982,77.9,15710,7513,222,254,432,482,103,211,1,0.3,0.4,+0.7,7,47,1,0,51,Matches
27,William Alarcón,cl CHI,MF,Boca Juniors,24-342,2000,8.8,358,416,86.1,6431,1615,160,175,149,167,43,59,1,1.3,1.1,-0.3,10,31,7,1,49,Matches
28,Lucas Alario,ar ARG,FW,Estudiantes–LP,33-020,1992,10.3,148,196,75.5,1930,239,96,120,44,54,4,6,0,1.1,0.5,-1.1,14,4,3,0,8,Matches
29,Ignacio Alastra,ar ARG,"DF,FW",Talleres,17-364,2007,0.6,6,9,66.7,147,86,2,4,3,3,1,2,0,0.1,0.0,-0.1,1,2,1,0,2,Matches
30,Lorenzo Albarracín,ar ARG,MF,Instituto,18-253,2007,0.3,7,8,87.5,115,33,5,5,2,2,0,0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
31,Franco Alfonso,ar ARG,"MF,FW",Cen. Córdoba–SdE,23-177,2002,3.5,96,139,69.1,1630,443,46,58,33,46,13,22,0,0.2,0.2,-0.2,7,9,4,2,16,Matches
32,Rodrigo Aliendro,ar ARG,MF,Vélez Sarsfield,34-254,1991,6.8,256,343,74.6,4345,1661,117,156,111,132,22,33,1,0.3,0.2,+0.7,6,29,4,0,34,Matches
33,Rodrigo Aliendro,ar ARG,MF,River Plate,34-254,1991,5.4,226,285,79.3,3685,1163,119,144,82,97,18,25,0,0.8,0.6,-0.8,7,37,6,1,44,Matches
34,Agustín Almendra,ar ARG,MF,Racing Club,25-259,2000,13.6,429,571,75.1,8389,2623,171,200,183,226,66,123,0,0.8,0.9,-0.8,11,87,16,2,91,Matches
35,Antony Alonso,ar ARG,"MF,FW",Deportivo Riestra,27-170,1998,15.8,139,267,52.1,1749,753,94,150,30,64,5,11,1,1.1,1.4,-0.1,16,13,7,1,20,Matches
36,Facundo Altamira,,"FW,MF",Godoy Cruz,,,12.9,196,273,71.8,2726,521,123,153,53,74,9,18,0,0.3,0.5,-0.3,10,8,5,4,18,Matches
37,Facundo Altamirano,ar ARG,GK,San Lorenzo,29-221,1996,1.0,9,22,40.9,433,393,0,1,3,3,6,18,0,0.0,0.0,0.0,0,1,0,0,0,Matches
38,Pablo Altamirano,ar ARG,MF,Newell's OB,20-271,2005,0.2,9,13,69.2,118,22,6,7,3,4,0,0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
39,Emiliano Álvarez,uy URU,"MF,FW",Unión,24-264,2001,0.5,13,25,52.0,206,119,5,8,5,7,1,3,0,0.2,0.3,-0.2,1,1,1,1,1,Matches
40,Federico Álvarez,ar ARG,DF,Tigre,31-082,1994,5.4,168,252,66.7,3258,1494,72,88,72,95,23,53,0,0.2,0.2,-0.2,2,19,6,3,26,Matches
41,Francisco Álvarez,ar ARG,DF,Arg Juniors,25-244,2000,25.8,1443,1643,87.8,28771,10085,442,488,820,876,167,247,2,0.2,0.4,+1.8,4,100,7,1,105,Matches
42,Franco Amarfil,ar ARG,MF,Ind. Rivadavia,24-231,2001,26.5,803,980,81.9,15285,4679,324,369,346,397,115,160,2,0.7,0.9,+1.3,13,98,11,3,125,Matches
43,Fabricio Amato,ar ARG,MF,Ind. Rivadavia,21-146,2004,0.3,4,7,57.1,86,71,1,2,2,3,1,1,0,0.0,0.0,0.0,0,1,0,0,1,Matches
44,Mikel Amondarain,ar ARG,MF,Estudiantes–LP,20-295,2005,5.9,262,313,83.7,4214,1195,145,164,95,112,18,23,0,1.0,0.3,-1.0,5,24,1,0,24,Matches
45,Santino Andino,ar ARG,"FW,MF",Godoy Cruz,20-003,2005,13.1,160,279,57.3,2286,765,90,127,51,81,8,25,1,1.4,0.8,-0.4,13,14,13,4,24,Matches
46,Isaías Andrada,ar ARG,"DF,MF",Vélez Sarsfield,22-258,2003,2.7,106,132,80.3,1774,662,49,56,48,53,5,9,2,0.4,0.3,+1.6,3,7,5,1,13,Matches
47,Juan Andrada,ar ARG,MF,Sarmiento,30-297,1995,1.1,49,60,81.7,1000,256,16,17,25,31,7,9,0,0.0,0.0,0.0,0,9,1,0,9,Matches
48,Tobías Andrada,ar ARG,MF,Vélez Sarsfield,18-268,2007,4.2,125,168,74.4,2070,699,60,73,47,59,12,20,0,0.0,0.3,0.0,1,9,0,0,17,Matches
49,Álvaro Angulo,co COL,DF,Independiente,28-147,1997,8.7,312,430,72.6,5350,2463,151,176,130,179,26,53,0,0.4,0.6,-0.4,7,29,8,2,49,Matches
50,Luis Angulo,co COL,"FW,MF",Cen. Córdoba–SdE,21-219,2004,11.0,190,285,66.7,2858,801,110,151,64,87,11,25,4,2.8,2.7,+1.2,16,10,14,4,23,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
51,Luis Angulo,co COL,"FW,MF",Talleres,21-219,2004,2.4,38,57,66.7,619,187,18,23,13,15,5,11,1,0.6,0.2,+0.4,4,7,1,1,8,Matches
52,Federico Anselmo,ar ARG,FW,San Martín de San Juan,31-194,1994,10.2,66,136,48.5,977,317,27,60,28,48,2,4,0,0.4,0.4,-0.4,6,7,4,2,14,Matches
53,Mateo Antoni,uy URU,DF,Arg Juniors,22-189,2003,0.2,5,6,83.3,100,58,1,1,3,4,1,1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
