rk,player,nation,pos,squad,age,born,90s,crdy,crdr,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,won,lost,won_aerial,matches
1,Matías Abaldo,uy URU,"FW,MF",Independiente,21-208,2004,7.6,0,0,0,1,6,7,21,3,3,1,0,0,26,10,13,43.5,Matches
2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,29-322,1995,16.3,4,0,0,11,14,0,0,42,28,0,0,0,91,44,43,50.6,Matches
3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,35-146,1990,1.0,0,0,0,0,0,0,3,0,2,0,0,0,5,1,0,100.0,Matches
4,Carlos Abeldano,ar ARG,FW,Atlé Tucumán,20-202,2005,0.2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0.0,Matches
5,Ramón Ábila,ar ARG,FW,Huracán,36-014,1989,2.6,1,0,0,2,4,4,2,0,0,0,0,0,4,3,6,33.3,Matches
6,Ignacio Abraham,sy SYR,DF,Banfield,27-289,1998,16.9,1,0,0,16,16,1,97,8,20,0,0,0,44,20,23,46.5,Matches
7,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,25-294,2000,12.5,2,0,0,11,5,1,54,8,17,0,0,0,73,37,29,56.1,Matches
8,Jonás Acevedo,ar ARG,"MF,FW",Instituto,28-264,1997,11.6,3,0,0,16,13,6,50,7,16,0,0,0,54,10,14,41.7,Matches
9,Juan Achetoni,ar ARG,FW,Aldosivi,20-231,2005,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
10,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,36-362,1988,10.3,3,0,0,13,11,0,9,17,16,0,0,1,56,19,11,63.3,Matches
11,Lautaro Acosta,ar ARG,"FW,MF",Lanús,37-228,1988,1.6,1,0,0,1,5,1,0,0,0,0,0,0,5,0,3,0.0,Matches
12,Lucas Acosta,ar ARG,"FW,DF",San Martín de San Juan,20-162,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
13,Lucas Acosta,ar ARG,GK,Sarmiento,30-230,1995,29.0,1,0,0,1,2,0,0,0,1,0,1,0,26,6,0,100.0,Matches
14,Thiago Acosta,ar ARG,MF,River Plate,20-245,2005,1.0,0,0,0,3,0,0,3,0,5,0,0,0,5,2,2,50.0,Matches
15,Marcos Acuña,ar ARG,DF,River Plate,34-000,1991,18.0,8,0,0,26,17,3,126,22,26,0,0,0,135,27,27,50.0,Matches
16,Valentino Acuña,ar ARG,"MF,FW",Newell's OB,19-274,2006,2.7,0,0,0,4,3,0,3,0,3,0,0,0,19,0,1,0.0,Matches
17,Tomás Adoryán,am ARM,"MF,FW",Banfield,24-036,2001,11.0,5,0,0,25,26,0,46,7,17,0,0,0,74,23,19,54.8,Matches
