rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
26,Fernando Alarcón,ar ARG,DF,Instituto,31-134,1994,28,28,2513,27.9,0,1,1,0,0,0,8,1,1.4,1.4,0.3,1.7,9,51,6,0.00,0.04,0.04,0.00,0.04,0.05,0.01,0.06,0.05,0.06,Matches
27,William Alarcón,cl CHI,MF,Boca Juniors,24-342,2000,19,8,788,8.8,0,1,1,0,0,0,4,0,0.5,0.5,1.3,1.8,7,49,30,0.00,0.11,0.11,0.00,0.11,0.05,0.15,0.20,0.05,0.20,Matches
28,Lucas Alario,ar ARG,FW,Estudiantes–LP,33-020,1992,18,11,930,10.3,1,0,1,0,1,1,2,0,2.0,1.2,1.1,2.4,2,8,34,0.10,0.00,0.10,0.00,0.00,0.20,0.11,0.30,0.12,0.23,Matches
29,Ignacio Alastra,ar ARG,"DF,FW",Talleres,17-364,2007,2,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,1,2,6,0.00,0.00,0.00,0.00,0.00,0.04,0.26,0.30,0.04,0.30,Matches
30,Lorenzo Albarracín,ar ARG,MF,Instituto,18-253,2007,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
31,Franco Alfonso,ar ARG,"MF,FW",Cen. Córdoba–SdE,23-177,2002,9,2,313,3.5,0,0,0,0,0,0,2,0,0.7,0.7,0.2,0.9,15,16,28,0.00,0.00,0.00,0.00,0.00,0.20,0.06,0.26,0.20,0.26,Matches
32,Rodrigo Aliendro,ar ARG,MF,Vélez Sarsfield,34-254,1991,9,6,611,6.8,0,1,1,0,0,0,0,1,0.2,0.2,0.3,0.5,5,34,19,0.00,0.15,0.15,0.00,0.15,0.03,0.04,0.08,0.03,0.08,Matches
33,Rodrigo Aliendro,ar ARG,MF,River Plate,34-254,1991,11,5,482,5.4,1,0,1,1,0,0,2,0,1.2,1.2,0.8,2.0,7,44,26,0.19,0.00,0.19,0.19,0.19,0.23,0.15,0.38,0.23,0.38,Matches
34,Agustín Almendra,ar ARG,MF,Racing Club,25-259,2000,20,18,1222,13.6,0,0,0,0,0,0,4,0,0.7,0.7,0.8,1.6,7,91,19,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.12,0.05,0.12,Matches
35,Antony Alonso,ar ARG,"MF,FW",Deportivo Riestra,27-170,1998,27,20,1421,15.8,5,1,6,5,0,0,1,0,2.2,2.2,1.1,3.3,10,20,52,0.32,0.06,0.38,0.32,0.38,0.14,0.07,0.21,0.14,0.21,Matches
36,Facundo Altamira,,"FW,MF",Godoy Cruz,,,21,15,1159,12.9,2,0,2,2,0,0,2,0,1.7,1.7,0.3,2.1,38,18,80,0.16,0.00,0.16,0.16,0.16,0.13,0.03,0.16,0.13,0.16,Matches
37,Facundo Altamirano,ar ARG,GK,San Lorenzo,29-221,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
38,Pablo Altamirano,ar ARG,MF,Newell's OB,20-271,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
39,Emiliano Álvarez,uy URU,"MF,FW",Unión,24-264,2001,4,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,1,4,0.00,0.00,0.00,0.00,0.00,0.06,0.35,0.41,0.06,0.41,Matches
40,Federico Álvarez,ar ARG,DF,Tigre,31-082,1994,6,6,482,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,4,26,23,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
41,Francisco Álvarez,ar ARG,DF,Arg Juniors,25-244,2000,26,26,2322,25.8,0,2,2,0,0,0,9,2,0.7,0.7,0.2,0.9,32,105,8,0.00,0.08,0.08,0.00,0.08,0.03,0.01,0.03,0.03,0.03,Matches
42,Franco Amarfil,ar ARG,MF,Ind. Rivadavia,24-231,2001,28,28,2381,26.5,1,2,3,1,0,0,8,0,1.6,1.6,0.7,2.4,24,125,50,0.04,0.08,0.11,0.04,0.11,0.06,0.03,0.09,0.06,0.09,Matches
43,Fabricio Amato,ar ARG,MF,Ind. Rivadavia,21-146,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
44,Mikel Amondarain,ar ARG,MF,Estudiantes–LP,20-295,2005,8,7,529,5.9,0,0,0,0,0,0,0,0,0.3,0.3,1.0,1.3,8,24,9,0.00,0.00,0.00,0.00,0.00,0.04,0.17,0.22,0.04,0.22,Matches
45,Santino Andino,ar ARG,"FW,MF",Godoy Cruz,20-003,2005,18,14,1182,13.1,2,1,3,2,0,0,3,1,1.1,1.1,1.4,2.5,49,24,123,0.15,0.08,0.23,0.15,0.23,0.09,0.11,0.19,0.09,0.19,Matches
46,Isaías Andrada,ar ARG,"DF,MF",Vélez Sarsfield,22-258,2003,5,2,241,2.7,0,2,2,0,0,0,0,0,0.0,0.0,0.4,0.4,2,13,11,0.00,0.75,0.75,0.00,0.75,0.00,0.16,0.16,0.00,0.16,Matches
47,Juan Andrada,ar ARG,MF,Sarmiento,30-297,1995,3,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
48,Tobías Andrada,ar ARG,MF,Vélez Sarsfield,18-268,2007,9,3,382,4.2,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,4,17,15,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches
49,Álvaro Angulo,co COL,DF,Independiente,28-147,1997,14,7,779,8.7,3,0,3,3,0,0,4,0,1.1,1.1,0.4,1.5,25,49,72,0.35,0.00,0.35,0.35,0.35,0.13,0.04,0.17,0.13,0.17,Matches
50,Luis Angulo,co COL,"FW,MF",Cen. Córdoba–SdE,21-219,2004,16,13,989,11.0,1,4,5,1,0,0,4,0,3.3,3.3,2.8,6.1,43,23,105,0.09,0.36,0.46,0.09,0.46,0.30,0.25,0.55,0.30,0.55,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
51,Luis Angulo,co COL,"FW,MF",Talleres,21-219,2004,8,0,216,2.4,0,1,1,0,0,0,1,0,0.2,0.2,0.6,0.8,7,8,30,0.00,0.42,0.42,0.00,0.42,0.06,0.25,0.32,0.06,0.32,Matches
52,Federico Anselmo,ar ARG,FW,San Martín de San Juan,31-194,1994,16,9,917,10.2,1,0,1,1,0,0,1,0,3.1,3.1,0.4,3.5,5,14,14,0.10,0.00,0.10,0.10,0.10,0.30,0.04,0.34,0.30,0.34,Matches
53,Mateo Antoni,uy URU,DF,Arg Juniors,22-189,2003,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
54,Dylan Aquino,ar ARG,"FW,MF",Lanús,20-146,2005,26,7,958,10.6,0,1,1,0,0,0,3,0,1.9,1.9,1.3,3.2,35,40,95,0.00,0.09,0.09,0.00,0.09,0.18,0.12,0.30,0.18,0.30,Matches
55,Danilo Arboleda,co COL,DF,Banfield,30-165,1995,1,1,90,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,2,2,0,0.00,1.00,1.00,0.00,1.00,0.02,0.20,0.22,0.02,0.22,Matches
56,Alex Arce,py PAR,FW,Ind. Rivadavia,30-134,1995,8,7,612,6.8,2,0,2,2,0,0,2,0,3.1,3.1,0.1,3.2,7,18,38,0.29,0.00,0.29,0.29,0.29,0.46,0.01,0.47,0.46,0.47,Matches
57,Ignacio Arce,ar ARG,GK,Deportivo Riestra,33-203,1992,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
58,Lucas Arce,ar ARG,DF,Godoy Cruz,28-075,1997,24,17,1602,17.8,0,1,1,0,0,0,4,0,0.5,0.5,3.1,3.6,29,90,73,0.00,0.06,0.06,0.00,0.06,0.03,0.17,0.20,0.03,0.20,Matches
59,Joaquín Ardaiz,uy URU,"FW,MF",Arg Juniors,26-290,1999,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
60,Joaquín Ardaiz,uy URU,"FW,MF",Sarmiento,26-290,1999,10,6,546,6.1,3,1,4,3,0,0,1,0,2.3,2.3,0.4,2.7,5,11,15,0.49,0.16,0.66,0.49,0.66,0.39,0.06,0.46,0.39,0.46,Matches
61,Facundo Ardiles,ar ARG,DF,Godoy Cruz,27-036,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
62,Gabriel Arias,cl CHI,GK,Racing Club,38-045,1987,18,18,1554,17.3,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
63,Matías Arias,ar ARG,"MF,FW",Vélez Sarsfield,18-173,2007,4,0,58,0.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,7,4,0.00,0.00,0.00,0.00,0.00,0.32,0.02,0.35,0.32,0.35,Matches
64,Ramón Arias,uy URU,"DF,MF",Tigre,33-093,1992,13,8,655,7.3,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.2,1,15,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches
65,Franco Armani,ar ARG,GK,River Plate,39-012,1986,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
66,Blas Armoa,py PAR,FW,Tigre,25-267,2000,12,5,436,4.8,0,2,2,0,0,0,1,0,1.1,1.1,0.4,1.5,13,5,35,0.00,0.41,0.41,0.00,0.41,0.22,0.09,0.31,0.22,0.31,Matches
67,Marcos Arturia,ar ARG,FW,Banfield,27-262,1998,13,5,470,5.2,1,0,1,1,0,0,3,0,1.5,1.5,0.4,1.9,7,5,23,0.19,0.00,0.19,0.19,0.19,0.28,0.08,0.36,0.28,0.36,Matches
68,Santiago Arzamendia,py PAR,DF,Estudiantes–LP,27-176,1998,23,20,1817,20.2,2,0,2,2,0,0,9,1,1.5,1.5,1.4,2.9,38,103,103,0.10,0.00,0.10,0.10,0.10,0.07,0.07,0.14,0.07,0.14,Matches
69,Santiago Ascacíbar,ar ARG,MF,Estudiantes–LP,28-245,1997,26,25,2218,24.6,4,3,7,4,0,0,9,0,3.7,3.7,2.0,5.7,31,142,69,0.16,0.12,0.28,0.16,0.28,0.15,0.08,0.23,0.15,0.23,Matches
70,Jorge de Asís,ar ARG,"FW,MF",Gimnasia–LP,19-272,2006,2,0,25,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
71,Agustín Auzmendi,ar ARG,FW,Godoy Cruz,28-269,1997,20,14,1167,13.0,5,0,5,4,1,1,2,0,4.2,3.4,0.4,3.8,4,17,57,0.39,0.00,0.39,0.31,0.31,0.32,0.03,0.36,0.26,0.29,Matches
72,Rodrigo Auzmendi,ar ARG,FW,Banfield,24-299,2001,12,11,929,10.3,3,2,5,3,0,0,4,0,3.2,3.2,1.4,4.6,5,20,48,0.29,0.19,0.48,0.29,0.48,0.31,0.14,0.45,0.31,0.45,Matches
73,Carlos Auzqui,ar ARG,MF,Atlé Tucumán,34-226,1991,17,9,839,9.3,1,1,2,1,0,0,2,0,0.8,0.8,1.4,2.2,10,36,48,0.11,0.11,0.21,0.11,0.21,0.09,0.15,0.24,0.09,0.24,Matches
74,Gabriel Ávalos,py PAR,FW,Independiente,35-016,1990,26,18,1581,17.6,10,1,11,8,2,2,4,0,6.1,4.5,1.5,6.0,11,31,80,0.57,0.06,0.63,0.46,0.51,0.35,0.08,0.43,0.26,0.34,Matches
75,Elías Báez,ar ARG,DF,San Lorenzo,21-010,2004,29,29,2538,28.2,1,2,3,1,0,0,4,0,1.1,1.1,1.5,2.7,37,133,101,0.04,0.07,0.11,0.04,0.11,0.04,0.05,0.09,0.04,0.09,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
76,Gabriel Báez,ar ARG,DF,Talleres,30-099,1995,8,6,538,6.0,0,0,0,0,0,0,2,0,0.2,0.2,0.8,1.0,8,25,24,0.00,0.00,0.00,0.00,0.00,0.04,0.13,0.16,0.04,0.16,Matches
77,Claudio Baeza,cl CHI,MF,Vélez Sarsfield,31-309,1993,17,13,1137,12.6,0,1,1,0,0,0,9,0,0.1,0.1,0.3,0.4,5,58,11,0.00,0.08,0.08,0.00,0.08,0.01,0.02,0.03,0.01,0.03,Matches
78,Mateo Bajamich,ar ARG,"FW,MF",Atlé Tucumán,26-086,1999,26,14,1317,14.6,2,1,3,2,0,0,2,0,3.2,3.2,1.4,4.6,27,44,96,0.14,0.07,0.21,0.14,0.21,0.22,0.10,0.31,0.22,0.31,Matches
79,Kevin Balanta,co COL,DF,Defensa y Just,28-183,1997,5,5,421,4.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
80,Adrián Balboa,uy URU,"FW,MF",Racing Club,31-282,1994,23,11,1073,11.9,5,0,5,5,0,0,3,0,4.7,4.7,0.8,5.5,6,12,47,0.42,0.00,0.42,0.42,0.42,0.40,0.07,0.46,0.40,0.46,Matches
81,Franco Baldassarra,ar ARG,MF,Platense,27-029,1998,15,9,871,9.7,1,0,1,1,0,0,2,0,0.8,0.8,0.2,1.0,17,51,9,0.10,0.00,0.10,0.10,0.10,0.08,0.02,0.10,0.08,0.10,Matches
82,Agustín Baldi,ar ARG,DF,Belgrano,23-170,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
83,Éver Banega,ar ARG,MF,Newell's OB,37-121,1988,27,25,2252,25.0,3,5,8,3,0,1,10,1,2.2,1.4,6.6,8.0,57,238,55,0.12,0.20,0.32,0.12,0.32,0.09,0.26,0.35,0.06,0.32,Matches
84,Nahuel Banegas,ar ARG,DF,Tigre,29-022,1996,14,14,1205,13.4,0,1,1,0,0,0,5,0,1.0,1.0,1.8,2.8,26,67,84,0.00,0.07,0.07,0.00,0.07,0.08,0.14,0.21,0.08,0.21,Matches
85,Juan Barbieri,ar ARG,"FW,MF",Ind. Rivadavia,29-041,1996,16,3,537,6.0,2,1,3,2,0,0,1,0,1.4,1.4,0.4,1.8,4,10,29,0.34,0.17,0.50,0.34,0.50,0.23,0.06,0.30,0.23,0.30,Matches
86,Miguel Barbieri,ar ARG,DF,Deportivo Riestra,32-065,1993,8,7,588,6.5,0,0,0,0,0,0,2,0,0.8,0.8,0.0,0.8,0,7,1,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
87,David Barbona,ar ARG,"MF,FW",Defensa y Just,30-248,1995,19,3,550,6.1,0,0,0,0,0,0,1,0,0.6,0.6,1.7,2.3,25,64,53,0.00,0.00,0.00,0.00,0.00,0.10,0.28,0.37,0.10,0.37,Matches
88,Juan Barinaga,ar ARG,DF,Boca Juniors,25-018,2000,14,12,1093,12.1,0,2,2,0,0,0,2,0,0.2,0.2,1.7,1.9,27,36,72,0.00,0.16,0.16,0.00,0.16,0.02,0.14,0.16,0.02,0.16,Matches
89,Williams Barlasina,ar ARG,GK,Newell's OB,27-121,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
90,Williams Barlasina,ar ARG,GK,Aldosivi,27-121,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
91,Daniel Barrea,ar ARG,"FW,MF",Godoy Cruz,24-098,2001,18,5,686,7.6,1,0,1,1,0,0,5,1,2.3,2.3,0.8,3.1,12,13,56,0.13,0.00,0.13,0.13,0.13,0.30,0.11,0.41,0.30,0.41,Matches
92,Diego Barrera,ar ARG,"MF,FW",Cen. Córdoba–SdE,21-128,2004,22,3,686,7.6,3,0,3,3,0,0,0,0,2.4,2.4,1.3,3.7,29,14,91,0.39,0.00,0.39,0.39,0.39,0.31,0.17,0.49,0.31,0.49,Matches
93,Santiago Barrera,ar ARG,"FW,MF",San Martín de San Juan,22-290,2003,3,0,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,5,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
94,Alan Barrionuevo,ar ARG,DF,Tigre,28-299,1997,12,8,728,8.1,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.1,2,21,2,0.00,0.12,0.12,0.00,0.12,0.01,0.01,0.02,0.01,0.02,Matches
95,Enzo Barrionuevo,ar ARG,"MF,FW",Godoy Cruz,19-303,2005,2,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
96,Martín Barrios,uy URU,MF,Racing Club,26-277,1999,17,3,559,6.2,1,0,1,1,0,0,1,0,0.4,0.4,0.3,0.6,7,15,12,0.16,0.00,0.16,0.16,0.16,0.06,0.05,0.10,0.06,0.10,Matches
97,Nahuel Barrios,ar ARG,"MF,FW",Barracas Central,27-174,1998,18,9,719,8.0,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,34,54,34,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Matches
98,Rafael Barrios,ar ARG,"DF,MF",Barracas Central,32-158,1993,23,15,1388,15.4,0,0,0,0,0,0,8,0,0.9,0.9,0.5,1.4,23,22,67,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.09,0.06,0.09,Matches
99,Bautista Barros Schelotto,ar ARG,DF,Platense,25-288,2000,10,5,571,6.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.2,0,19,15,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.00,0.03,Matches
100,Damián Batallini,ar ARG,"MF,FW",Instituto,29-126,1996,12,10,717,8.0,2,0,2,2,0,0,3,0,1.1,1.1,0.9,2.0,17,14,46,0.25,0.00,0.25,0.25,0.25,0.14,0.12,0.25,0.14,0.25,Matches
