rk,player,nation,pos,squad,age,born,90s,att,live,dead,fk,tb,sw,crs,ti,ck,in,out,str,cmp,off,blocks,matches
1,Matías Abaldo,uy URU,"FW,MF",Independiente,21-208,2004,7.6,224,211,9,1,3,0,21,7,0,0,0,0,147,4,14,Matches
2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,29-322,1995,16.3,883,836,47,29,0,19,0,18,0,0,0,0,697,0,9,Matches
3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,35-146,1990,1.0,52,45,7,0,0,0,3,7,0,0,0,0,37,0,0,Matches
4,Carlos Abeldano,ar ARG,FW,Atlé Tucumán,20-202,2005,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
5,Ramón Ábila,ar ARG,FW,Huracán,36-014,1989,2.6,56,51,4,0,0,1,2,0,0,0,0,0,33,1,3,Matches
6,Ignacio Abraham,sy SYR,DF,Banfield,27-289,1998,16.9,683,480,200,7,0,4,97,175,18,6,12,0,400,3,37,Matches
7,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,25-294,2000,12.5,556,493,61,26,0,7,54,5,26,11,15,0,389,2,16,Matches
8,Jonás Acevedo,ar ARG,"MF,FW",Instituto,28-264,1997,11.6,418,382,33,9,2,1,50,7,17,7,8,0,300,3,20,Matches
9,Juan Achetoni,ar ARG,FW,Aldosivi,20-231,2005,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
10,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,36-362,1988,10.3,467,444,21,18,1,2,9,2,0,0,0,0,370,2,7,Matches
11,Lautaro Acosta,ar ARG,"FW,MF",Lanús,37-228,1988,1.6,30,28,2,1,0,0,0,1,0,0,0,0,26,0,0,Matches
12,Lucas Acosta,ar ARG,"FW,DF",San Martín de San Juan,20-162,2005,0.1,8,8,0,0,0,0,0,0,0,0,0,0,4,0,1,Matches
13,Lucas Acosta,ar ARG,GK,Sarmiento,30-230,1995,29.0,910,599,307,82,0,3,0,0,0,0,0,0,535,4,0,Matches
14,Thiago Acosta,ar ARG,MF,River Plate,20-245,2005,1.0,58,54,4,1,0,0,3,1,2,1,1,0,49,0,1,Matches
15,Marcos Acuña,ar ARG,DF,River Plate,34-000,1991,18.0,1252,975,276,59,0,10,126,185,32,0,32,0,951,1,22,Matches
16,Valentino Acuña,ar ARG,"MF,FW",Newell's OB,19-274,2006,2.7,64,62,2,0,0,0,3,1,1,0,1,0,45,0,6,Matches
17,Tomás Adoryán,am ARM,"MF,FW",Banfield,24-036,2001,11.0,413,395,17,6,2,5,46,5,6,4,2,0,296,1,14,Matches
18,Luis Advíncula,pe PER,DF,Boca Juniors,35-240,1990,11.4,577,459,118,10,0,5,26,107,0,0,0,0,474,0,14,Matches
19,Alan Aguerre,ar ARG,GK,Cen. Córdoba–SdE,35-066,1990,27.0,619,306,309,90,0,0,0,0,0,0,0,0,386,4,0,Matches
20,Mateo Aguiar,ar ARG,"MF,DF",Defensa y Just,18-224,2007,0.4,21,21,0,0,0,0,1,0,0,0,0,0,19,0,1,Matches
