rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
1,Matías Abaldo,uy URU,"FW,MF",Independiente,21-208,2004,7.6,320,6,31,144,148,21,320,29,6,20.7,20,69.0,183,1138,444,19,7,9,36,9,236,76,Matches
2,Lucas Abascia,ar ARG,DF,Cen. Córdoba–SdE,29-322,1995,16.3,1150,118,559,565,36,16,1150,11,7,63.6,4,36.4,570,3054,1870,12,5,1,11,2,632,3,Matches
3,Luciano Abecasis,ar ARG,DF,Ind. Rivadavia,35-146,1990,1.0,68,1,17,29,22,2,68,1,0,0.0,1,100.0,24,138,85,3,3,0,3,0,37,5,Matches
4,Carlos Abeldano,ar ARG,FW,Atlé Tucumán,20-202,2005,0.2,2,0,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,1,1,1,Matches
5,Ramón Ábila,ar ARG,FW,Huracán,36-014,1989,2.6,75,0,2,25,49,14,75,4,2,50.0,2,50.0,41,148,48,1,3,0,8,2,55,18,Matches
6,Ignacio Abraham,sy SYR,DF,Banfield,27-289,1998,16.9,883,39,245,362,283,15,883,35,15,42.9,20,57.1,351,2188,1207,38,26,5,14,11,388,71,Matches
7,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,25-294,2000,12.5,712,31,134,413,176,9,712,20,11,55.0,8,40.0,304,1513,734,10,9,0,23,11,383,34,Matches
8,Jonás Acevedo,ar ARG,"MF,FW",Instituto,28-264,1997,11.6,539,6,70,247,230,15,539,31,13,41.9,18,58.1,285,1634,646,19,17,1,24,19,339,58,Matches
9,Juan Achetoni,ar ARG,FW,Aldosivi,20-231,2005,0.0,6,1,1,4,1,0,6,0,0,,0,,2,9,8,0,0,0,1,0,2,1,Matches
10,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,36-362,1988,10.3,562,28,136,366,67,5,562,5,3,60.0,2,40.0,230,1059,567,8,7,1,7,4,298,9,Matches
11,Lautaro Acosta,ar ARG,"FW,MF",Lanús,37-228,1988,1.6,56,4,12,21,25,2,56,5,1,20.0,4,80.0,25,113,77,3,2,1,3,1,34,10,Matches
12,Lucas Acosta,ar ARG,"FW,DF",San Martín de San Juan,20-162,2005,0.1,9,0,0,6,3,0,9,1,0,0.0,1,100.0,6,51,34,2,1,0,0,0,6,0,Matches
13,Lucas Acosta,ar ARG,GK,Sarmiento,30-230,1995,29.0,989,750,972,18,0,0,989,1,1,100.0,0,0.0,499,3221,2426,0,0,0,3,0,358,0,Matches
14,Thiago Acosta,ar ARG,MF,River Plate,20-245,2005,1.0,76,1,12,51,13,2,76,0,0,,0,,36,193,69,2,1,0,5,2,45,2,Matches
15,Marcos Acuña,ar ARG,DF,River Plate,34-000,1991,18.0,1411,31,385,683,372,14,1411,33,17,51.5,16,48.5,666,3421,1776,47,43,3,29,23,759,85,Matches
16,Valentino Acuña,ar ARG,"MF,FW",Newell's OB,19-274,2006,2.7,104,4,26,44,38,7,104,11,7,63.6,4,36.4,56,324,164,6,2,2,8,4,55,4,Matches
17,Tomás Adoryán,am ARM,"MF,FW",Banfield,24-036,2001,11.0,578,13,68,292,223,21,578,18,6,33.3,10,55.6,329,1943,885,24,26,1,31,18,355,55,Matches
18,Luis Advíncula,pe PER,DF,Boca Juniors,35-240,1990,11.4,676,26,192,321,164,9,676,9,6,66.7,3,33.3,313,1426,728,19,18,3,12,11,409,58,Matches
19,Alan Aguerre,ar ARG,GK,Cen. Córdoba–SdE,35-066,1990,27.0,681,566,664,18,0,0,681,0,0,,0,,270,1716,985,0,0,0,1,0,159,0,Matches
20,Mateo Aguiar,ar ARG,"MF,DF",Defensa y Just,18-224,2007,0.4,28,1,3,16,9,2,28,2,2,100.0,0,0.0,19,112,38,1,1,0,0,0,22,5,Matches
21,Emanuel Aguilera,ar ARG,DF,Defensa y Just,36-139,1989,13.1,837,83,384,436,21,3,837,0,0,,0,,433,2273,1417,9,6,0,5,1,497,0,Matches
22,Brian Aguirre,ar ARG,"MF,FW",Boca Juniors,22-149,2003,8.1,315,4,44,122,153,29,315,33,16,48.5,17,51.5,190,1300,593,25,17,12,19,11,212,65,Matches
23,Manuel Agustín Duarte,ar ARG,"MF,FW",Barracas Central,24-066,2001,6.7,295,1,37,162,107,8,295,25,13,52.0,11,44.0,168,1050,589,14,8,2,17,9,201,34,Matches
24,Gabriel Alanís,ar ARG,FW,Huracán,31-226,1994,11.9,361,14,85,140,141,26,361,25,5,20.0,20,80.0,165,1013,446,15,13,1,29,15,210,75,Matches
25,Agustín Alaniz,uy URU,"FW,MF",Banfield,23-165,2002,12.1,470,4,44,189,242,36,470,46,15,32.6,31,67.4,251,2002,961,37,25,16,42,22,289,75,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
26,Fernando Alarcón,ar ARG,DF,Instituto,31-134,1994,27.9,1350,231,748,551,58,42,1350,3,2,66.7,1,33.3,480,2196,1304,9,2,0,18,5,563,6,Matches
27,William Alarcón,cl CHI,MF,Boca Juniors,24-342,2000,8.8,479,15,83,295,104,7,479,12,8,66.7,4,33.3,254,968,437,7,12,0,6,3,371,30,Matches
28,Lucas Alario,ar ARG,FW,Estudiantes–LP,33-020,1992,10.3,287,13,30,128,130,29,286,9,5,55.6,4,44.4,140,389,115,2,1,2,22,11,199,34,Matches
29,Ignacio Alastra,ar ARG,"DF,FW",Talleres,17-364,2007,0.6,21,0,2,11,8,2,21,2,1,50.0,0,0.0,14,86,31,1,2,0,5,0,15,6,Matches
30,Lorenzo Albarracín,ar ARG,MF,Instituto,18-253,2007,0.3,15,0,1,9,5,0,15,1,0,0.0,1,100.0,10,43,13,1,0,0,2,2,10,0,Matches
31,Franco Alfonso,ar ARG,"MF,FW",Cen. Córdoba–SdE,23-177,2002,3.5,186,2,17,77,95,11,186,10,5,50.0,5,50.0,117,866,516,15,11,1,10,4,126,28,Matches
32,Rodrigo Aliendro,ar ARG,MF,Vélez Sarsfield,34-254,1991,6.8,440,13,82,273,88,8,440,15,7,46.7,7,46.7,200,772,292,5,8,0,13,8,249,19,Matches
33,Rodrigo Aliendro,ar ARG,MF,River Plate,34-254,1991,5.4,365,7,34,234,101,17,365,7,1,14.3,6,85.7,214,848,373,7,7,1,12,10,248,26,Matches
34,Agustín Almendra,ar ARG,MF,Racing Club,25-259,2000,13.6,684,12,89,432,171,8,684,12,7,58.3,5,41.7,342,1276,574,7,9,0,16,5,421,19,Matches
35,Antony Alonso,ar ARG,"MF,FW",Deportivo Riestra,27-170,1998,15.8,457,20,85,181,199,52,457,20,6,30.0,13,65.0,188,796,299,10,5,2,40,12,223,52,Matches
36,Facundo Altamira,,"FW,MF",Godoy Cruz,,,12.9,459,13,64,206,207,35,459,67,43,64.2,24,35.8,251,2103,1141,38,37,8,48,23,276,80,Matches
37,Facundo Altamirano,ar ARG,GK,San Lorenzo,29-221,1996,1.0,23,18,23,0,0,0,23,0,0,,0,,13,100,81,0,0,0,0,0,10,0,Matches
38,Pablo Altamirano,ar ARG,MF,Newell's OB,20-271,2005,0.2,13,0,2,5,6,0,13,0,0,,0,,4,20,4,0,0,0,0,0,9,3,Matches
39,Emiliano Álvarez,uy URU,"MF,FW",Unión,24-264,2001,0.5,33,0,9,10,15,1,33,2,1,50.0,1,50.0,12,70,51,2,0,1,1,0,14,4,Matches
40,Federico Álvarez,ar ARG,DF,Tigre,31-082,1994,5.4,304,16,75,158,76,5,304,8,3,37.5,5,62.5,120,523,269,4,6,0,6,1,159,23,Matches
