rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Ramón Ábila,ar ARG,FW,Colón,33,1989,25,17,1571,17.5,6,3,9,6,0,1,4,0,5.0,4.1,2.5,6.6,19,26,107,0.34,0.17,0.52,0.34,0.52,0.29,0.14,0.43,0.23,0.38,Matches
2,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,23,2000,26,26,2134,23.7,3,1,4,3,0,0,2,0,2.1,2.1,0.8,2.9,24,113,78,0.13,0.04,0.17,0.13,0.17,0.09,0.03,0.12,0.09,0.12,Matches
3,Jonás Acevedo,ar ARG,"MF,FW",Huracán,25,1997,16,10,849,9.4,0,1,1,0,0,0,3,0,0.7,0.7,1.3,2.0,22,44,48,0.00,0.11,0.11,0.00,0.11,0.08,0.13,0.21,0.08,0.21,Matches
4,Lucas Acevedo,ar ARG,DF,Colón,31,1991,6,2,189,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
5,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,34,1988,25,23,1874,20.8,0,2,2,0,0,0,6,1,1.4,1.4,1.3,2.7,18,103,26,0.00,0.10,0.10,0.00,0.10,0.07,0.06,0.13,0.07,0.13,Matches
6,Lautaro Acosta,ar ARG,MF,Lanús,34,1988,19,12,932,10.4,0,0,0,0,0,0,2,0,1.7,1.7,1.4,3.2,19,33,26,0.00,0.00,0.00,0.00,0.00,0.17,0.14,0.30,0.17,0.30,Matches
7,Lucas Acosta,ar ARG,GK,Lanús,27,1995,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
8,Tomás Adoryán,am ARM,MF,Banfield,21,2001,2,0,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.12,0.10,0.23,0.12,0.23,Matches
9,Luis Advíncula,pe PER,"DF,FW",Boca Juniors,32,1990,18,16,1438,16.0,0,3,3,0,0,0,3,0,0.3,0.3,2.7,2.9,33,73,81,0.00,0.19,0.19,0.00,0.19,0.02,0.17,0.18,0.02,0.18,Matches
10,Facundo Aguero,ar ARG,DF,Rosario Central,28,1995,5,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
11,Brian Aguilar,ar ARG,DF,Lanús,19,2003,4,0,50,0.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
12,Felipe Aguilar,co COL,DF,Lanús,30,1993,15,12,1178,13.1,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.5,8,34,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
13,Emanuel Aguilera,ar ARG,DF,Tigre,33,1989,16,14,1257,14.0,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,6,44,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
14,Braian Aguirre,ar ARG,DF,Lanús,22,2000,17,14,1277,14.2,0,1,1,0,0,0,3,0,0.4,0.4,1.6,2.0,35,63,50,0.00,0.07,0.07,0.00,0.07,0.03,0.11,0.14,0.03,0.14,Matches
15,Brian Aguirre,ar ARG,FW,Newell's OB,19,2003,20,15,1331,14.8,1,4,5,1,0,0,4,0,2.3,2.3,1.9,4.2,70,36,149,0.07,0.27,0.34,0.07,0.34,0.15,0.13,0.28,0.15,0.28,Matches
16,Jorge Agustín Rodríguez,ar ARG,"MF,DF",Estudiantes–LP,27,1995,27,27,2321,25.8,2,1,3,2,0,0,4,0,0.5,0.5,1.0,1.5,25,201,24,0.08,0.04,0.12,0.08,0.12,0.02,0.04,0.06,0.02,0.06,Matches
17,Gabriel Alanís,ar ARG,"FW,MF",Defensa y Just,28,1994,20,14,1176,13.1,1,0,1,1,0,0,1,0,6.0,6.0,1.2,7.1,46,33,97,0.08,0.00,0.08,0.08,0.08,0.46,0.09,0.55,0.46,0.55,Matches
18,Maximiliano Alanís,ar ARG,DF,Atlé Tucumán,19,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
19,Fernando Alarcón,ar ARG,DF,Instituto,28,1994,26,26,2340,26.0,0,1,1,0,0,0,7,0,1.7,1.7,0.6,2.3,16,77,6,0.00,0.04,0.04,0.00,0.04,0.06,0.02,0.09,0.06,0.09,Matches
20,Lucas Albertengo,ar ARG,"FW,MF",Instituto,32,1991,11,0,220,2.4,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,4,6,18,0.00,0.00,0.00,0.00,0.00,0.16,0.07,0.23,0.16,0.23,Matches
21,Brahian Alemán,uy URU,MF,Banfield,33,1989,26,23,1862,20.7,1,3,4,0,1,1,7,0,2.5,1.7,4.9,6.5,15,93,77,0.05,0.15,0.19,0.00,0.15,0.12,0.24,0.36,0.08,0.32,Matches
22,Brian Alexis Leizza,ar ARG,DF,Tigre,22,2000,11,8,790,8.8,1,0,1,1,0,0,3,0,1.2,1.2,0.0,1.3,4,29,0,0.11,0.00,0.11,0.11,0.11,0.14,0.00,0.14,0.14,0.14,Matches
23,Franco Alfonso,ar ARG,"FW,MF",River Plate,20,2002,5,0,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.7,3,3,16,0.00,0.00,0.00,0.00,0.00,0.04,0.76,0.79,0.04,0.79,Matches
24,Rodrigo Aliendro,ar ARG,MF,River Plate,31,1991,21,20,1621,18.0,1,1,2,1,0,0,3,0,1.9,1.9,2.1,3.9,22,123,51,0.06,0.06,0.11,0.06,0.11,0.10,0.12,0.22,0.10,0.22,Matches
25,Tadeo Allende,ar ARG,"FW,MF",Godoy Cruz,23,1999,22,18,1639,18.2,6,2,8,6,0,0,2,0,7.0,7.0,3.0,10.0,43,41,140,0.33,0.11,0.44,0.33,0.44,0.38,0.17,0.55,0.38,0.55,Matches
