rk,player,nation,pos,squad,age,born,90s,att,live,dead,fk,tb,sw,crs,ti,ck,in,out,str,cmp,off,blocks,matches
1,Ramón Ábila,ar ARG,FW,Colón,33,1989,17.5,319,283,35,1,5,2,3,0,0,0,0,0,213,1,18,Matches
2,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,23,2000,23.7,851,841,7,3,1,18,20,4,0,0,0,0,660,3,21,Matches
3,Jonás Acevedo,ar ARG,"MF,FW",Huracán,25,1997,9.4,448,363,81,28,0,1,80,4,48,25,21,0,317,4,16,Matches
4,Lucas Acevedo,ar ARG,DF,Colón,31,1991,2.1,70,68,2,0,0,1,0,2,0,0,0,0,57,0,0,Matches
5,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,34,1988,20.8,925,897,24,22,2,7,11,2,0,0,0,0,754,4,20,Matches
6,Lautaro Acosta,ar ARG,MF,Lanús,34,1988,10.4,296,284,11,3,0,0,10,4,1,1,0,0,222,1,8,Matches
7,Lucas Acosta,ar ARG,GK,Lanús,27,1995,18.0,566,370,194,44,0,1,0,0,0,0,0,0,380,2,0,Matches
8,Tomás Adoryán,am ARM,MF,Banfield,21,2001,0.4,20,17,3,0,0,1,2,3,0,0,0,0,16,0,0,Matches
9,Luis Advíncula,pe PER,"DF,FW",Boca Juniors,32,1990,16.0,819,690,128,8,1,6,38,118,2,0,2,0,669,1,20,Matches
10,Facundo Aguero,ar ARG,DF,Rosario Central,28,1995,1.4,60,58,2,2,0,0,1,0,0,0,0,0,46,0,1,Matches
11,Brian Aguilar,ar ARG,DF,Lanús,19,2003,0.6,15,12,3,1,0,0,0,2,0,0,0,0,10,0,0,Matches
12,Felipe Aguilar,co COL,DF,Lanús,30,1993,13.1,533,514,16,14,0,7,1,2,0,0,0,0,418,3,5,Matches
13,Emanuel Aguilera,ar ARG,DF,Tigre,33,1989,14.0,697,659,37,24,0,4,3,3,0,0,0,0,575,1,8,Matches
14,Braian Aguirre,ar ARG,DF,Lanús,22,2000,14.2,619,458,160,10,2,15,31,145,5,0,1,0,442,1,21,Matches
