rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Ramón Ábila,ar ARG,FW,Colón,33,1989,17.5,213,319,66.8,3248,566,113,156,80,101,12,19,3,2.5,1.8,+0.5,18,10,11,0,26,Matches
2,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,23,2000,23.7,660,851,77.6,12199,3688,300,365,257,308,91,129,1,0.8,1.1,+0.2,17,87,14,3,113,Matches
3,Jonás Acevedo,ar ARG,"MF,FW",Huracán,25,1997,9.4,317,448,70.8,5072,1689,177,200,99,137,30,76,1,1.3,1.5,-0.3,19,33,8,4,44,Matches
4,Lucas Acevedo,ar ARG,DF,Colón,31,1991,2.1,57,70,81.4,1074,517,25,29,27,30,5,10,0,0.0,0.0,0.0,0,2,0,0,3,Matches
5,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,34,1988,20.8,754,925,81.5,13658,4776,317,373,336,387,84,113,2,1.3,1.3,+0.7,18,81,15,3,103,Matches
6,Lautaro Acosta,ar ARG,MF,Lanús,34,1988,10.4,222,296,75.0,3136,1053,120,151,83,100,8,15,0,1.4,0.5,-1.4,12,21,3,1,33,Matches
7,Lucas Acosta,ar ARG,GK,Lanús,27,1995,18.0,380,566,67.1,10759,7506,74,74,193,193,113,296,0,0.0,0.1,0.0,0,12,0,0,0,Matches
8,Tomás Adoryán,am ARM,MF,Banfield,21,2001,0.4,16,20,80.0,272,90,11,12,3,4,2,3,0,0.0,0.0,0.0,1,0,0,0,1,Matches
9,Luis Advíncula,pe PER,"DF,FW",Boca Juniors,32,1990,16.0,669,819,81.7,11176,3671,343,381,252,298,61,98,3,2.7,2.4,+0.3,22,53,17,8,73,Matches
10,Facundo Aguero,ar ARG,DF,Rosario Central,28,1995,1.4,46,60,76.7,801,325,20,23,19,25,6,8,0,0.0,0.0,0.0,1,4,1,1,6,Matches
11,Brian Aguilar,ar ARG,DF,Lanús,19,2003,0.6,10,15,66.7,237,147,2,2,6,6,2,6,0,0.0,0.0,0.0,1,1,0,0,1,Matches
12,Felipe Aguilar,co COL,DF,Lanús,30,1993,13.1,418,533,78.4,9134,3294,110,126,233,268,75,127,0,0.2,0.1,-0.2,3,21,0,0,34,Matches
13,Emanuel Aguilera,ar ARG,DF,Tigre,33,1989,14.0,575,697,82.5,11438,4193,184,197,315,353,72,131,0,0.0,0.1,0.0,0,35,0,0,44,Matches
