rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,fk,pk,pkatt,xg,npxg,npxg_sh,g_xg,np_g_xg,matches
1,Ramón Ábila,ar ARG,FW,Colón,33,1989,17.5,6,29,15,51.7,1.66,0.86,0.21,0.40,15.1,0,0,1,5.0,4.1,0.14,+1.0,+1.9,Matches
2,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,23,2000,23.7,3,30,7,23.3,1.27,0.30,0.10,0.43,23.3,2,0,0,2.1,2.1,0.07,+0.9,+0.9,Matches
3,Jonás Acevedo,ar ARG,"MF,FW",Huracán,25,1997,9.4,0,14,7,50.0,1.48,0.74,0.00,0.00,20.0,1,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
4,Lucas Acevedo,ar ARG,DF,Colón,31,1991,2.1,0,2,0,0.0,0.95,0.00,0.00,,20.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
5,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,34,1988,20.8,0,18,1,5.6,0.86,0.05,0.00,0.00,23.1,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches
6,Lautaro Acosta,ar ARG,MF,Lanús,34,1988,10.4,0,11,2,18.2,1.06,0.19,0.00,0.00,14.0,0,0,0,1.7,1.7,0.16,-1.7,-1.7,Matches
7,Lucas Acosta,ar ARG,GK,Lanús,27,1995,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
8,Tomás Adoryán,am ARM,MF,Banfield,21,2001,0.4,0,2,1,50.0,4.62,2.31,0.00,0.00,20.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
9,Luis Advíncula,pe PER,"DF,FW",Boca Juniors,32,1990,16.0,0,9,5,55.6,0.56,0.31,0.00,0.00,23.7,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
10,Facundo Aguero,ar ARG,DF,Rosario Central,28,1995,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
11,Brian Aguilar,ar ARG,DF,Lanús,19,2003,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
12,Felipe Aguilar,co COL,DF,Lanús,30,1993,13.1,0,5,1,20.0,0.38,0.08,0.00,0.00,10.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
13,Emanuel Aguilera,ar ARG,DF,Tigre,33,1989,14.0,0,6,2,33.3,0.43,0.14,0.00,0.00,16.8,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
14,Braian Aguirre,ar ARG,DF,Lanús,22,2000,14.2,0,16,3,18.8,1.13,0.21,0.00,0.00,30.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
15,Brian Aguirre,ar ARG,FW,Newell's OB,19,2003,14.8,1,35,17,48.6,2.37,1.15,0.03,0.06,23.7,1,0,0,2.3,2.3,0.06,-1.3,-1.3,Matches
16,Jorge Agustín Rodríguez,ar ARG,"MF,DF",Estudiantes–LP,27,1995,25.8,2,18,5,27.8,0.70,0.19,0.11,0.40,24.6,0,0,0,0.5,0.5,0.03,+1.5,+1.5,Matches
17,Gabriel Alanís,ar ARG,"FW,MF",Defensa y Just,28,1994,13.1,1,36,14,38.9,2.76,1.07,0.03,0.07,15.9,0,0,0,6.0,6.0,0.17,-5.0,-5.0,Matches
18,Maximiliano Alanís,ar ARG,DF,Atlé Tucumán,19,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
19,Fernando Alarcón,ar ARG,DF,Instituto,28,1994,26.0,0,20,2,10.0,0.77,0.08,0.00,0.00,12.0,0,0,0,1.7,1.7,0.08,-1.7,-1.7,Matches
20,Lucas Albertengo,ar ARG,"FW,MF",Instituto,32,1991,2.4,0,8,1,12.5,3.27,0.41,0.00,0.00,18.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
21,Brahian Alemán,uy URU,MF,Banfield,33,1989,20.7,1,40,9,22.5,1.93,0.44,0.00,0.00,27.1,13,1,1,2.5,1.7,0.04,-1.5,-1.7,Matches
