rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Ramón Ábila,ar ARG,FW,Colón,33,1989,17.5,4,4,0,2,2,2,7,5,8,3,5,5,9,7,0,Matches
2,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,23,2000,23.7,49,30,16,27,6,24,58,34,37,6,31,21,70,21,0,Matches
3,Jonás Acevedo,ar ARG,"MF,FW",Huracán,25,1997,9.4,15,8,4,8,3,6,21,15,12,0,12,5,20,1,0,Matches
4,Lucas Acevedo,ar ARG,DF,Colón,31,1991,2.1,4,3,4,0,0,2,4,2,3,3,0,0,4,23,1,Matches
5,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,34,1988,20.8,39,29,21,14,4,23,45,22,19,7,12,26,65,31,2,Matches
6,Lautaro Acosta,ar ARG,MF,Lanús,34,1988,10.4,17,13,6,9,2,7,27,20,12,3,9,8,25,10,0,Matches
7,Lucas Acosta,ar ARG,GK,Lanús,27,1995,18.0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,Matches
8,Tomás Adoryán,am ARM,MF,Banfield,21,2001,0.4,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Matches
9,Luis Advíncula,pe PER,"DF,FW",Boca Juniors,32,1990,16.0,35,20,17,17,1,21,27,6,20,4,16,6,41,16,0,Matches
10,Facundo Aguero,ar ARG,DF,Rosario Central,28,1995,1.4,4,1,2,2,0,1,4,3,1,0,1,3,7,11,0,Matches
11,Brian Aguilar,ar ARG,DF,Lanús,19,2003,0.6,0,0,0,0,0,0,1,1,1,0,1,0,0,5,0,Matches
12,Felipe Aguilar,co COL,DF,Lanús,30,1993,13.1,6,5,4,2,0,4,14,10,10,7,3,14,20,76,1,Matches
13,Emanuel Aguilera,ar ARG,DF,Tigre,33,1989,14.0,12,6,10,1,1,7,15,8,10,6,4,24,36,71,2,Matches
14,Braian Aguirre,ar ARG,DF,Lanús,22,2000,14.2,41,28,30,8,3,17,38,21,15,4,11,15,56,46,0,Matches
