rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,fk,pk,pkatt,xg,npxg,npxg_sh,g_xg,np_g_xg,matches
567,Jáder Obrian,co COL,"FW,MF",Austin,30-163,1995,10.2,0,15,5,33.3,1.48,0.49,0.00,0.00,19.5,0,0,0,1.8,1.8,0.12,-1.8,-1.8,Matches
568,Édier Ocampo,co COL,DF,Vancouver W'caps,22-025,2003,24.1,2,39,10,25.6,1.62,0.41,0.05,0.20,18.9,0,0,0,2.9,2.9,0.07,-0.9,-0.9,Matches
569,David Ochoa,us USA,GK,LAFC,24-285,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
570,Agustin Ojeda,ar ARG,"FW,MF",NYCFC,21-131,2004,14.9,0,19,4,21.1,1.27,0.27,0.00,0.00,19.9,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
571,Braian Ojeda,py PAR,MF,Real Salt Lake,25-123,2000,23.4,2,36,11,30.6,1.54,0.47,0.06,0.18,25.2,0,0,0,1.8,1.8,0.05,+0.2,+0.2,Matches
572,Martín Ojeda,ar ARG,"MF,FW",Orlando City,26-335,1998,29.8,16,103,38,36.9,3.46,1.28,0.14,0.37,18.4,6,2,2,11.8,10.3,0.10,+4.2,+3.7,Matches
573,Victor Olatunji,ng NGA,FW,Real Salt Lake,26-053,1999,7.1,4,20,14,70.0,2.80,1.96,0.20,0.29,16.5,0,0,0,3.0,3.0,0.15,+1.0,+1.0,Matches
574,Salvador Olivas,us USA,FW,Philadelphia Union,19-109,2006,0.5,0,2,1,50.0,3.83,1.91,0.00,0.00,14.1,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
575,Toyosi Olusanya,eng ENG,"FW,MF",Houston Dynamo,28-014,1997,0.6,0,1,1,100.0,1.55,1.55,0.00,0.00,21.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
576,Tani Oluwaseyi,ca CAN,"FW,MF",Minnesota Utd,25-166,2000,20.6,10,62,28,45.2,3.01,1.36,0.16,0.36,13.9,0,0,0,9.6,9.6,0.16,+0.4,+0.4,Matches
577,Wyatt Omsberg,us USA,DF,NE Revolution,30-037,1995,4.4,0,2,0,0.0,0.46,0.00,0.00,,5.6,0,0,0,0.7,0.7,0.34,-0.7,-0.7,Matches
578,Kwadwo Opoku,gh GHA,"FW,MF",CF Montréal,24-107,2001,2.1,0,3,1,33.3,1.41,0.47,0.00,0.00,16.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
579,Nathan Ordaz,sv SLV,FW,LAFC,21-289,2004,14.6,5,28,13,46.4,1.92,0.89,0.18,0.38,14.2,0,0,0,5.5,5.5,0.20,-0.5,-0.5,Matches
580,Sergio Oregel,us USA,MF,Chicago Fire,20-165,2005,22.7,0,13,4,30.8,0.57,0.18,0.00,0.00,22.5,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
581,Luca Orellano,ar ARG,"DF,FW",FC Cincinnati,25-220,2000,21.3,2,57,26,45.6,2.68,1.22,0.04,0.08,25.4,5,0,0,2.9,2.9,0.05,-0.9,-0.9,Matches
582,Jaziel Orozco,us USA,DF,St. Louis,21-148,2004,5.9,1,4,1,25.0,0.68,0.17,0.25,1.00,17.3,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
583,Pablo Ortiz,co COL,DF,Houston Dynamo,25-142,2000,15.5,1,4,2,50.0,0.26,0.13,0.25,0.50,8.1,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
584,Harold Osorio,sv SLV,MF,Chicago Fire,22-069,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
585,Jonathan Osorio,ca CAN,MF,Toronto FC,33-138,1992,21.3,4,16,10,62.5,0.75,0.47,0.25,0.40,16.5,0,0,0,2.6,2.6,0.16,+1.4,+1.4,Matches
586,Tomáš Ostrák,cz CZE,MF,St. Louis,25-265,2000,11.3,1,18,4,22.2,1.59,0.35,0.06,0.25,19.6,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
587,Javier Otero,ve VEN,GK,Orlando City,22-344,2002,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
588,Prince Owusu,de GER,FW,CF Montréal,28-294,1997,31.3,13,79,35,44.3,2.52,1.12,0.13,0.29,12.8,0,3,4,17.3,14.1,0.18,-4.3,-4.1,Matches
589,Allan Oyirwoth,ug UGA,MF,NE Revolution,18-278,2007,3.2,0,5,1,20.0,1.57,0.31,0.00,0.00,28.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
590,Devin Padelford,us USA,DF,Minnesota Utd,22-298,2003,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
591,Devin Padelford,us USA,DF,St. Louis,22-298,2003,8.3,0,2,1,50.0,0.24,0.12,0.00,0.00,17.4,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
