rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Paxten Aaronson,us USA,MF,Colorado Rapids,22-063,2003,6.4,8,6,2,5,1,2,11,9,6,1,5,2,10,6,0,Matches
2,Liel Abada,il ISR,"FW,MF",Charlotte,24-025,2001,16.5,28,16,8,12,8,20,38,18,12,2,10,5,33,7,0,Matches
3,Wessam Abou Ali,ps PLE,FW,Columbus Crew,26-297,1999,3.4,3,1,0,1,2,0,1,1,1,0,1,0,3,3,0,Matches
4,Luis Abram,pe PER,DF,Atlanta Utd,29-243,1996,16.6,17,7,12,5,0,10,19,9,12,5,7,6,23,75,0,Matches
5,Lalas Abubakar,gh GHA,DF,FC Dallas,30-307,1994,18.4,25,13,13,10,2,11,18,7,27,17,10,22,47,104,0,Matches
6,Bryan Acosta,hn HON,MF,Nashville SC,31-338,1993,2.5,14,8,6,7,1,3,5,2,7,3,4,3,17,3,0,Matches
7,Kellyn Acosta,us USA,MF,Chicago Fire,30-096,1995,7.3,7,4,4,3,0,3,11,8,8,2,6,14,21,12,0,Matches
8,Luciano Acosta,ar ARG,"MF,FW",FC Dallas,31-150,1994,18.8,22,15,4,9,9,9,26,17,20,0,20,9,31,16,0,Matches
9,Sam Adekugbe,ca CAN,DF,Vancouver W'caps,30-285,1995,3.2,3,2,1,2,0,2,2,0,2,0,2,3,6,13,0,Matches
10,Leonardo Afonso,br BRA,"DF,FW",Atlanta Utd,24-107,2001,0.9,3,1,2,1,0,2,5,3,2,0,2,1,4,3,0,Matches
11,Leonardo Afonso,br BRA,"FW,MF",Inter Miami,24-107,2001,1.0,3,0,0,1,2,0,0,0,1,0,1,1,4,1,0,Matches
12,Stephen Afrifa,ca CAN,"MF,FW",Sporting KC,24-251,2001,1.5,5,3,0,2,3,4,5,1,4,0,4,1,6,1,0,Matches
13,William Agada,ng NGA,FW,Sporting KC,26-041,1999,1.1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Matches
14,William Agada,ng NGA,FW,Real Salt Lake,26-041,1999,13.0,7,2,1,4,2,2,5,3,3,2,1,2,9,17,0,Matches
15,Patrick Agyemang,us USA,FW,Charlotte,24-355,2000,13.6,6,4,1,5,0,2,5,3,5,0,5,2,8,15,0,Matches
16,Ali Ahmed,ca CAN,FW,Vancouver W'caps,25-018,2000,14.3,17,10,3,6,8,10,21,11,17,0,17,6,23,11,0,Matches
17,Forster Ajago,gh GHA,FW,Real Salt Lake,24-073,2001,2.9,5,3,2,2,1,1,2,1,2,0,2,0,5,3,0,Matches
18,Jordi Alba,es ESP,DF,Inter Miami,36-221,1989,28.5,27,18,11,15,1,14,26,12,20,7,13,19,46,42,2,Matches
19,Noah Allen,gr GRE,DF,Inter Miami,21-183,2004,21.1,47,30,24,21,2,24,42,18,27,8,19,17,64,70,1,Matches
20,Tadeo Allende,ar ARG,"MF,FW",Inter Miami,26-250,1999,23.9,13,7,6,5,2,7,21,14,18,3,15,13,26,25,3,Matches
21,Rasmus Alm,se SWE,DF,St. Louis,30-072,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
22,Miguel Almirón,py PAR,"FW,MF",Atlanta Utd,31-260,1994,30.1,46,26,13,24,9,15,33,18,27,1,26,11,57,9,2,Matches
23,Alejandro Alvarado Jr.,us USA,MF,San Diego FC,22-091,2003,5.4,24,12,9,12,3,12,24,12,6,0,6,14,38,5,0,Matches
