rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Paxten Aaronson,us USA,MF,Colorado Rapids,22-063,2003,6.4,218,253,86.2,3465,955,103,112,96,102,11,25,0,0.6,1.0,-0.6,10,29,5,0,42,Matches
2,Liel Abada,il ISR,"FW,MF",Charlotte,24-025,2001,16.5,351,464,75.6,5027,1509,212,252,112,147,18,31,1,2.8,2.6,-1.8,27,26,27,4,52,Matches
3,Wessam Abou Ali,ps PLE,FW,Columbus Crew,26-297,1999,3.4,56,80,70.0,729,138,36,47,15,20,1,1,0,0.6,0.3,-0.6,4,4,2,0,8,Matches
4,Luis Abram,pe PER,DF,Atlanta Utd,29-243,1996,16.6,883,1004,87.9,17171,6323,282,300,504,534,84,150,0,0.0,0.4,0.0,0,77,5,1,75,Matches
5,Lalas Abubakar,gh GHA,DF,FC Dallas,30-307,1994,18.4,596,688,86.6,9757,4226,274,297,280,307,30,64,0,0.1,0.3,-0.1,4,40,3,0,33,Matches
6,Bryan Acosta,hn HON,MF,Nashville SC,31-338,1993,2.5,171,187,91.4,2952,846,82,82,68,75,17,25,0,0.6,0.5,-0.6,2,23,3,0,17,Matches
7,Kellyn Acosta,us USA,MF,Chicago Fire,30-096,1995,7.3,341,391,87.2,5109,1316,192,212,123,131,16,29,0,0.4,0.2,-0.4,3,26,4,0,27,Matches
8,Luciano Acosta,ar ARG,"MF,FW",FC Dallas,31-150,1994,18.8,686,967,70.9,11820,4924,354,419,228,303,83,157,1,3.9,5.8,-2.9,42,109,48,10,130,Matches
9,Sam Adekugbe,ca CAN,DF,Vancouver W'caps,30-285,1995,3.2,207,238,87.0,3028,982,122,131,78,92,5,7,0,0.3,0.2,-0.3,2,16,2,0,16,Matches
10,Leonardo Afonso,br BRA,"DF,FW",Atlanta Utd,24-107,2001,0.9,27,38,71.1,358,95,17,22,9,11,0,1,0,0.6,0.1,-0.6,3,0,3,0,3,Matches
11,Leonardo Afonso,br BRA,"FW,MF",Inter Miami,24-107,2001,1.0,12,17,70.6,152,9,5,7,3,5,1,2,0,0.0,0.0,0.0,0,0,1,0,1,Matches
12,Stephen Afrifa,ca CAN,"MF,FW",Sporting KC,24-251,2001,1.5,58,71,81.7,736,152,38,42,15,18,1,3,0,0.2,0.2,-0.2,3,1,1,0,7,Matches
13,William Agada,ng NGA,FW,Sporting KC,26-041,1999,1.1,21,22,95.5,306,45,13,13,6,6,2,3,0,0.2,0.4,-0.2,2,0,1,0,2,Matches
14,William Agada,ng NGA,FW,Real Salt Lake,26-041,1999,13.0,176,231,76.2,2330,291,97,123,55,68,7,7,2,1.5,1.0,+0.5,17,13,3,0,11,Matches
15,Patrick Agyemang,us USA,FW,Charlotte,24-355,2000,13.6,162,211,76.8,2162,352,94,118,47,63,5,6,1,2.5,1.4,-1.5,19,10,6,0,19,Matches
16,Ali Ahmed,ca CAN,FW,Vancouver W'caps,25-018,2000,14.3,553,686,80.6,8331,2187,325,369,188,223,29,43,8,4.8,5.5,+3.2,37,36,41,11,80,Matches
17,Forster Ajago,gh GHA,FW,Real Salt Lake,24-073,2001,2.9,20,26,76.9,248,24,10,14,7,7,0,0,0,0.1,0.0,-0.1,3,1,0,0,1,Matches
18,Jordi Alba,es ESP,DF,Inter Miami,36-221,1989,28.5,1723,2142,80.4,29901,9302,805,910,732,872,150,249,11,8.7,7.7,+2.3,56,123,60,13,187,Matches
19,Noah Allen,gr GRE,DF,Inter Miami,21-183,2004,21.1,1222,1372,89.1,23305,6991,455,480,624,671,127,185,1,1.3,1.0,-0.3,5,74,7,2,80,Matches
20,Tadeo Allende,ar ARG,"MF,FW",Inter Miami,26-250,1999,23.9,479,639,75.0,6442,1169,298,350,136,184,15,20,1,2.5,2.1,-1.5,22,14,16,5,42,Matches
21,Rasmus Alm,se SWE,DF,St. Louis,30-072,1995,0.1,2,4,50.0,50,0,1,3,0,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
22,Miguel Almirón,py PAR,"FW,MF",Atlanta Utd,31-260,1994,30.1,1065,1307,81.5,17127,4788,526,609,413,478,83,121,4,3.1,5.5,+0.9,44,119,57,6,213,Matches
23,Alejandro Alvarado Jr.,us USA,MF,San Diego FC,22-091,2003,5.4,315,359,87.7,3911,1075,208,215,77,88,6,18,0,0.2,0.5,-0.2,3,23,3,0,33,Matches
24,Fernando Álvarez,co COL,DF,CF Montréal,22-065,2003,12.2,578,679,85.1,11478,4016,171,186,345,367,60,117,1,0.6,0.2,+0.4,2,45,2,0,48,Matches
25,Steven Alzate,co COL,MF,Atlanta Utd,27-050,1998,7.2,393,441,89.1,6183,1915,203,213,140,148,31,51,1,0.8,1.0,+0.2,8,39,3,0,31,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
26,Pedro Amador,pt POR,DF,Atlanta Utd,26-314,1998,23.1,981,1243,78.9,16513,5805,428,498,440,531,76,141,0,1.8,2.1,-1.8,16,74,25,7,88,Matches
27,Daouda Amadou,cm CMR,MF,Colorado Rapids,23-026,2002,0.1,14,15,93.3,267,123,4,4,8,8,2,3,0,0.0,0.0,0.0,0,1,0,0,2,Matches
28,Frankie Amaya,us USA,MF,LAFC,25-032,2000,4.8,242,264,91.7,3595,755,145,155,79,84,9,11,0,0.4,0.5,-0.4,10,26,6,0,24,Matches
29,Malte Amundsen,dk DEN,DF,Columbus Crew,27-259,1998,19.8,1194,1378,86.6,19353,7352,636,667,461,524,79,137,2,1.2,1.2,+0.8,6,143,14,3,119,Matches
30,Markus Anderson,us USA,FW,Philadelphia Union,21-321,2003,1.1,8,15,53.3,114,46,5,9,2,4,1,2,0,0.0,0.0,0.0,0,3,1,0,3,Matches
31,Tomas Ángel,co COL,FW,San Diego FC,22-250,2003,7.9,144,185,77.8,2080,410,86,101,39,45,11,17,2,1.0,1.2,+1.0,12,11,7,0,21,Matches
32,Iván Angulo,co COL,"MF,FW",Orlando City,26-220,1999,25.6,692,835,82.9,10107,3098,394,444,250,298,28,45,4,4.0,4.1,0.0,37,49,50,5,111,Matches
33,Conner Antley,us USA,"DF,MF",D.C. United,30-220,1995,14.9,396,561,70.6,7262,2173,161,195,184,248,45,94,1,0.3,0.5,+0.7,6,29,6,1,37,Matches
34,Antony,br BRA,"FW,MF",Portland Timbers,24-050,2001,24.5,734,955,76.9,11085,2877,409,490,265,324,37,60,5,2.7,2.1,+2.3,29,55,27,4,93,Matches
35,Seth Antwi,gh GHA,MF,St. Louis,25-353,1999,0.2,6,7,85.7,81,23,4,4,2,3,0,0,0,0.0,0.0,0.0,1,1,0,0,1,Matches
36,Brian Anunga,cm CMR,MF,FC Cincinnati,29-079,1996,18.9,771,887,86.9,12493,3023,358,396,336,371,49,70,1,0.3,0.5,+0.7,6,61,3,0,63,Matches
37,Chris Applewhite,us USA,DF,Nashville SC,18-066,2007,2.1,122,132,92.4,2228,767,43,46,72,76,7,9,0,0.0,0.3,0.0,0,8,1,0,6,Matches
38,Cristian Arango,co COL,"FW,MF",SJ Earthquakes,30-233,1995,28.3,511,734,69.6,8334,2439,261,329,186,244,41,75,3,4.2,5.0,-1.2,28,66,39,4,118,Matches
39,César Araujo,uy URU,MF,Orlando City,24-209,2001,20.0,1050,1160,90.5,16965,5205,541,567,397,431,78,111,3,1.8,1.0,+1.2,19,132,7,0,120,Matches
40,Max Arfsten,us USA,"DF,MF",Columbus Crew,24-192,2001,28.5,1246,1486,83.8,17709,5243,779,843,380,457,53,91,5,6.3,8.1,-1.3,43,80,70,15,173,Matches
41,Daniel Armando Ríos,mx MEX,FW,Vancouver W'caps,30-248,1995,15.7,249,316,78.8,3319,465,146,185,73,82,7,12,2,2.2,1.5,-0.2,15,10,7,0,25,Matches
42,Paul Arriola,us USA,"FW,DF",Seattle Sounders,30-265,1995,0.8,29,41,70.7,468,104,15,17,12,16,2,5,0,0.0,0.2,0.0,0,1,1,1,2,Matches
43,Artur,br BRA,MF,Houston Dynamo,29-231,1996,31.7,1713,1951,87.8,27686,8344,861,910,681,751,121,189,0,0.3,1.1,-0.3,9,148,17,3,168,Matches
44,Joshua Atencio,us USA,MF,Colorado Rapids,23-270,2002,19.7,867,1070,81.0,13809,5149,457,528,315,368,65,113,0,1.2,1.4,-1.2,11,133,11,0,115,Matches
45,Eduard Atuesta,co COL,MF,Orlando City,28-132,1997,25.2,1241,1449,85.6,20790,7203,613,653,495,554,105,172,6,5.0,3.8,+1.0,54,168,27,0,171,Matches
46,Julián Aude,ar ARG,DF,LA Galaxy,22-218,2003,13.6,815,937,87.0,12701,3395,446,478,309,349,39,70,0,0.9,1.0,-0.9,12,79,16,7,82,Matches
47,Tomás Avilés,ar ARG,"DF,MF",Inter Miami,21-267,2004,13.3,916,1003,91.3,18126,5637,280,295,533,556,98,139,0,0.0,0.2,0.0,0,41,3,1,44,Matches
48,Chidozie Awaziem,ng NGA,DF,Colorado Rapids,28-300,1997,19.7,808,955,84.6,15734,6140,263,288,456,502,82,147,1,0.9,0.7,+0.1,8,55,0,0,59,Matches
49,Obafemi Awodesu,us USA,DF,Houston Dynamo,24-206,2001,17.2,833,950,87.7,14109,4985,371,390,403,431,48,109,0,0.2,0.3,-0.2,2,40,2,0,32,Matches
50,David Ayala,ar ARG,MF,Portland Timbers,23-094,2002,29.2,1634,1866,87.6,32375,8550,588,648,803,865,227,296,1,1.1,1.4,-0.1,16,201,11,0,193,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
51,Dominique Badji,sn SEN,"FW,MF",D.C. United,33-012,1992,8.3,108,168,64.3,1502,199,63,86,32,46,5,13,0,0.3,0.5,-0.3,5,6,0,0,9,Matches
52,Jeevan Badwal,ca CAN,"MF,FW",Vancouver W'caps,19-231,2006,10.0,297,335,88.7,4536,837,147,158,124,134,11,16,2,1.3,0.6,+0.7,5,17,10,2,28,Matches
53,Corey Baird,us USA,FW,San Diego FC,29-271,1996,2.9,63,80,78.8,855,217,46,54,11,14,4,6,0,0.1,0.1,-0.1,2,7,2,0,6,Matches
54,Corey Baird,us USA,"FW,MF",FC Cincinnati,29-271,1996,4.7,142,177,80.2,1980,445,81,96,49,55,4,6,0,0.5,0.7,-0.5,7,4,5,1,12,Matches
55,Cody Baker,us USA,"DF,MF",Seattle Sounders,21-294,2004,1.3,79,89,88.8,1313,446,43,45,23,25,9,13,0,0.0,0.0,0.0,0,5,0,0,3,Matches
56,Reed Baker-Whiting,us USA,DF,Seattle Sounders,20-211,2005,6.0,286,344,83.1,4526,1219,146,153,111,134,17,38,1,1.7,1.1,-0.7,9,20,11,7,27,Matches
57,Monsef Bakrar,dz ALG,"FW,MF",NYCFC,24-288,2001,6.7,97,137,70.8,1241,280,61,82,24,34,4,5,0,0.4,0.6,-0.4,6,7,4,0,9,Matches
58,Alexandru Băluță,ro ROU,"MF,FW",LAFC,32-045,1993,0.2,5,5,100.0,54,10,5,5,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
59,Jonathan Bamba,ci CIV,FW,Chicago Fire,29-216,1996,27.3,792,991,79.9,12176,3417,439,503,283,348,47,75,4,5.1,4.9,-1.1,50,74,54,6,117,Matches
60,Fidel Barajas,mx MEX,FW,D.C. United,19-206,2006,0.4,21,25,84.0,252,63,14,15,5,6,0,2,0,0.1,0.1,-0.1,2,0,2,0,3,Matches
61,Jesús Barea,es ESP,FW,Real Salt Lake,23-183,2002,2.9,66,82,80.5,908,136,38,43,21,26,2,4,0,0.1,0.1,-0.1,4,2,1,0,8,Matches
62,Tai Baribo,il ISR,FW,Philadelphia Union,27-286,1998,20.7,409,535,76.4,5387,835,245,304,118,149,13,16,2,2.3,1.1,-0.3,22,30,7,0,35,Matches
63,Tom Barlow,us USA,FW,Chicago Fire,30-112,1995,4.1,43,76,56.6,652,150,21,35,16,24,3,3,0,0.2,0.1,-0.2,3,4,3,1,6,Matches
64,Luis Barraza,us USA,GK,D.C. United,28-354,1996,23.2,524,815,64.3,15461,11587,117,118,231,238,175,455,1,0.1,0.1,+0.9,2,18,0,0,0,Matches
65,Leonardo Barroso,pt POR,DF,Chicago Fire,20-138,2005,11.6,388,503,77.1,6046,1869,197,223,159,209,21,43,1,0.8,0.4,+0.2,8,27,7,0,37,Matches
66,Jacob Bartlett,us USA,MF,Sporting KC,20-021,2005,21.5,979,1148,85.3,18901,5046,380,408,438,481,147,221,1,1.0,2.3,0.0,14,94,1,1,65,Matches
67,Lucas Bartlett,us USA,DF,D.C. United,28-094,1997,28.9,1195,1431,83.5,23174,9223,420,464,646,703,122,224,0,1.5,1.3,-1.5,11,53,5,1,54,Matches
