rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Patrick van Aanholt,nl NED,DF,PSV Eindhoven,31,1990,13.1,582,705,82.6,8846,2876,311,345,214,253,37,60,2,2.9,2.9,-0.9,17,33,10,2,57,Matches
2,Dirk Abels,nl NED,DF,Sparta R'dam,25,1997,14.7,556,688,80.8,10574,3949,211,232,267,304,66,121,2,1.1,1.4,+0.9,12,38,9,3,43,Matches
3,Paulos Abraham,se SWE,"FW,MF",Groningen,20,2002,5.4,99,134,73.9,1386,427,62,72,31,42,4,10,0,0.2,0.3,-0.2,5,13,6,1,18,Matches
4,Bobby Adekanye,nl NED,"FW,MF",Go Ahead Eag,23,1999,23.8,435,618,70.4,6631,2142,245,301,130,186,34,70,4,3.4,2.7,+0.6,31,44,25,6,78,Matches
5,Shawn Adewoye,be BEL,DF,RKC Waalwijk,22,2000,32.6,1148,1331,86.3,22886,7721,336,377,671,723,129,197,1,0.7,0.3,+0.3,8,74,1,0,88,Matches
6,Luuk Admiraal,nl NED,FW,Excelsior,20,2002,0.0,2,3,66.7,22,4,2,2,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
7,Nikolas Agrafiotis,nl NED,"FW,MF",Excelsior,22,2000,6.3,100,175,57.1,1269,292,59,94,26,48,4,8,0,0.6,0.4,-0.6,3,10,4,0,13,Matches
8,Joost van Aken,nl NED,DF,Heerenveen,28,1994,11.0,469,584,80.3,9466,3290,162,181,235,264,68,124,0,0.1,0.2,-0.1,3,33,2,1,41,Matches
9,Norbert Alblas,nl NED,GK,Excelsior,27,1994,0.3,6,10,60.0,169,137,2,2,3,3,1,5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
10,Pedro Alemañ,es ESP,MF,Sparta R'dam,20,2002,0.5,34,38,89.5,483,117,16,17,14,16,2,2,0,0.1,0.4,-0.1,1,2,0,0,6,Matches
11,Hussein Ali,iq IRQ,"DF,MF",Heerenveen,20,2002,0.3,9,16,56.3,158,82,5,8,2,5,2,2,0,0.1,0.1,-0.1,1,1,1,1,2,Matches
12,Edson Álvarez,mx MEX,"MF,DF",Ajax,24,1997,28.7,2138,2411,88.7,37145,12004,880,968,1069,1160,147,205,3,4.2,4.0,-1.2,28,218,24,1,223,Matches
13,Ben Aissa Ben Amar,ma MAR,"DF,MF",Volendam,25,1997,22.8,777,990,78.5,15964,5723,249,288,407,472,112,195,1,0.9,0.7,+0.1,6,66,12,0,75,Matches
14,Pelle van Amersfoort,nl NED,"MF,FW",Heerenveen,26,1996,13.2,242,365,66.3,3294,947,159,208,67,102,8,19,0,0.7,0.8,-0.7,12,22,5,1,40,Matches
15,Jamal Amofa,nl NED,DF,Go Ahead Eag,23,1998,26.8,1059,1277,82.9,20658,8513,360,412,575,633,115,194,1,0.9,0.7,+0.1,8,74,9,1,99,Matches
16,Fredrik André Bjørkan,no NOR,DF,Feyenoord,23,1998,0.8,41,52,78.8,545,110,24,27,17,20,0,1,0,0.2,0.1,-0.2,1,2,3,0,4,Matches
17,Vurnon Anita,cw CUW,MF,RKC Waalwijk,33,1989,30.8,1114,1343,82.9,19330,7652,498,579,475,550,110,157,2,2.2,2.9,-0.2,20,140,24,2,175,Matches
18,Oliver Antman,fi FIN,"FW,MF",Groningen,20,2001,7.4,164,219,74.9,2323,459,92,118,48,60,11,18,1,1.2,1.4,-0.2,8,11,9,2,23,Matches
19,Joey Antonioli,nl NED,MF,Volendam,18,2003,0.4,8,11,72.7,138,60,5,5,2,3,1,2,0,0.0,0.0,0.0,1,3,0,0,2,Matches
20,Jeremy Antonisse,cw CUW,"FW,MF",Emmen,20,2002,8.9,181,236,76.7,2465,634,107,121,54,71,8,20,1,1.5,1.2,-0.5,8,10,11,7,16,Matches
21,Francesco Antonucci,be BEL,"MF,FW",Volendam,23,1999,10.0,245,330,74.2,4383,1095,113,131,99,122,25,48,1,1.1,0.9,-0.1,11,34,12,4,42,Matches
22,Antony,br BRA,FW,Ajax,22,2000,2.0,79,104,76.0,1150,364,45,54,27,34,5,8,2,0.6,1.0,+1.4,3,5,9,2,12,Matches
23,Miguel Araujo,pe PER,DF,Emmen,27,1994,29.9,1347,1667,80.8,28522,10550,391,439,716,802,219,379,0,0.2,0.9,-0.2,4,112,2,0,117,Matches
24,Carlens Arcus,ht HAI,DF,Vitesse,26,1996,28.0,1253,1578,79.4,20755,7500,675,757,443,536,114,198,3,2.5,2.6,+0.5,34,106,30,22,126,Matches
25,Jasin Assehnoun,fi FIN,FW,Emmen,23,1998,8.1,246,326,75.5,3531,759,157,178,53,69,20,41,1,1.4,1.5,-0.4,14,10,8,4,10,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
26,Adil Auassar,nl NED,DF,Sparta R'dam,35,1986,21.3,1010,1182,85.4,21747,8443,287,310,560,608,155,237,0,0.3,1.3,-0.3,3,67,3,0,73,Matches
