rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Suleiman Abdullahi,ng NGA,"FW,MF",Union Berlin,22,1996,1.7,19,42,45.2,279,99,11,20,7,14,1,4,0,0.2,0.1,-0.2,1,2,2,1,3,Matches
2,David Abraham,ar ARG,DF,Eint Frankfurt,33,1986,18.8,738,911,81.0,14808,5563,249,287,379,445,105,156,0,0.1,0.4,-0.1,2,66,8,2,99,Matches
3,Amir Abrashi,al ALB,MF,Freiburg,29,1990,7.4,280,330,84.8,4029,919,162,178,101,112,10,18,0,0.1,0.2,-0.1,4,24,4,3,27,Matches
4,Tyler Adams,us USA,"MF,DF",RB Leipzig,20,1999,10.6,584,703,83.1,8760,2384,309,349,214,245,26,45,0,0.6,0.6,-0.6,7,35,10,3,34,Matches
5,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,26,1993,8.3,128,180,71.1,1677,351,84,105,33,41,4,7,1,0.6,0.8,+0.4,6,6,5,2,16,Matches
6,Manuel Akanji,ch SUI,DF,Dortmund,24,1995,25.7,1764,1948,90.6,32633,11486,656,706,938,987,151,213,1,0.4,0.8,+0.6,3,96,2,1,104,Matches
7,Kevin Akpoguma,ng NGA,DF,Hoffenheim,24,1995,12.7,664,757,87.7,11440,3892,274,293,343,371,39,77,0,0.1,0.1,-0.1,2,28,1,0,32,Matches
8,David Alaba,at AUT,DF,Bayern Munich,27,1992,27.8,2263,2516,89.9,42080,14738,861,908,1128,1208,232,322,1,2.4,2.8,-1.4,19,278,22,5,285,Matches
9,Lucas Alario,ar ARG,FW,Leverkusen,26,1992,13.0,219,310,70.6,2800,383,132,177,40,53,15,20,1,1.6,0.9,-0.6,13,10,7,0,16,Matches
10,Paco Alcácer,es ESP,FW,Dortmund,25,1993,5.9,81,111,73.0,994,170,42,56,19,27,5,9,1,0.9,0.5,+0.1,5,5,1,0,8,Matches
11,Thiago Alcántara,es ESP,MF,Bayern Munich,28,1991,19.7,1632,1813,90.0,30503,8475,658,707,701,752,222,274,0,0.9,2.2,-0.9,20,189,14,0,230,Matches
12,Nadiem Amiri,de GER,"MF,FW",Leverkusen,22,1996,20.6,886,1145,77.4,13788,3822,473,527,289,351,75,159,2,6.3,4.6,-4.3,54,68,24,5,106,Matches
13,Ethan Ampadu,wls WAL,DF,RB Leipzig,18,2000,0.9,75,83,90.4,1220,397,22,24,40,43,3,5,0,0.0,0.0,0.0,0,3,0,0,3,Matches
14,Opoku Ampomah,gh GHA,"FW,MF",Düsseldorf,23,1996,5.6,60,104,57.7,1089,286,34,43,14,26,11,19,0,0.3,0.3,-0.3,7,8,4,2,12,Matches
15,Sebastian Andersson,se SWE,FW,Union Berlin,28,1991,29.8,463,800,57.9,5556,1147,280,424,113,209,10,27,1,1.9,1.5,-0.9,23,42,9,2,54,Matches
16,Robert Andrich,de GER,MF,Union Berlin,24,1994,28.6,857,1214,70.6,13887,5187,389,492,339,452,71,157,2,2.1,2.7,-0.1,32,109,30,9,151,Matches
17,Angeliño,es ESP,"DF,FW",RB Leipzig,22,1997,12.2,574,767,74.8,9428,3269,282,324,208,262,56,117,2,2.0,2.8,0.0,19,42,22,7,56,Matches
18,Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,25,1994,27.4,593,854,69.4,9279,3011,326,395,184,268,52,96,2,4.2,3.1,-2.2,42,34,28,8,68,Matches
19,Charles Aránguiz,cl CHI,MF,Leverkusen,30,1989,23.5,1385,1628,85.1,22338,7611,712,772,511,579,116,170,3,2.5,2.7,+0.5,23,126,8,0,155,Matches
20,Maximilian Arnold,de GER,MF,Wolfsburg,25,1994,31.3,1160,1550,74.8,23473,8080,425,484,470,561,224,416,8,5.5,5.9,+2.5,70,119,29,6,151,Matches
21,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,22,1997,7.0,261,311,83.9,4216,1042,127,144,97,107,22,30,1,0.1,0.2,+0.9,2,15,1,1,26,Matches
22,Ludwig Augustinsson,se SWE,"DF,MF",Werder Bremen,25,1994,10.3,386,546,70.7,5865,2584,229,264,115,156,26,76,1,1.8,2.0,-0.8,18,20,8,6,29,Matches
23,Taiwo Awoniyi,ng NGA,"FW,MF",Mainz 05,21,1997,5.4,73,109,67.0,966,283,45,55,14,28,5,8,0,0.8,1.4,-0.8,5,6,5,3,7,Matches
24,Kaan Ayhan,tr TUR,DF,Düsseldorf,24,1994,30.3,1502,1816,82.7,31572,12222,535,579,677,764,265,413,3,2.3,1.7,+0.7,18,124,14,3,161,Matches
25,Matthias Bader,de GER,DF,Köln,22,1997,0.1,6,8,75.0,89,35,1,1,3,5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
26,Daniel Baier,de GER,MF,Augsburg,35,1984,21.6,667,897,74.4,11871,4099,299,371,263,329,82,134,0,0.9,0.5,-0.9,10,56,6,0,77,Matches
