rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
151,Arturo Delgado,mx MEX,GK,UANL,20,2002,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
152,Franco Di Santo,ar ARG,FW,Tijuana,33,1989,8.2,2,1,1,0,1,0,3,3,6,2,4,5,7,12,0,Matches
153,Lucas Di Yorio,ar ARG,FW,León,25,1996,28.3,19,10,1,5,13,11,26,15,25,4,21,7,26,24,1,Matches
154,Nicolás Díaz Huincales,cl CHI,DF,Tijuana,23,1999,29.4,84,50,49,33,2,35,57,22,47,13,34,70,154,118,1,Matches
155,Jair Díaz,mx MEX,DF,Tijuana,23,1998,15.7,62,37,32,24,6,30,52,22,14,4,10,26,88,32,0,Matches
156,Diogo,br BRA,"FW,MF",UNAM,25,1996,18.9,41,23,17,22,2,20,44,24,20,4,16,11,52,17,1,Matches
157,Cecilio Domínguez,py PAR,"MF,FW",Santos,27,1994,3.0,6,3,2,4,0,2,6,4,3,1,2,2,8,2,0,Matches
158,Idekel Domínguez,mx MEX,MF,Atlas,22,2000,0.7,2,1,0,1,1,1,1,0,0,0,0,1,3,0,0,Matches
159,Juan Domínguez,mx MEX,"FW,MF",Necaxa,23,1998,4.3,4,2,0,3,1,2,4,2,4,0,4,2,6,2,0,Matches
160,Julio Domínguez,mx MEX,DF,Cruz Azul,34,1987,27.4,52,37,27,25,0,24,36,12,22,13,9,30,82,88,0,Matches
161,Misael Domínguez,mx MEX,"MF,FW",Tijuana,22,1999,2.2,5,1,1,3,1,2,6,4,2,0,2,0,5,2,0,Matches
162,Dória,br BRA,DF,Santos,27,1994,14.1,29,18,17,11,1,11,15,4,24,14,10,31,60,83,0,Matches
163,Jonathan dos Santos,mx MEX,MF,América,32,1990,7.0,40,25,10,25,5,18,28,10,15,5,10,10,50,3,0,Matches
164,Rodrigo Dourado,br BRA,MF,Atlético,28,1994,24.2,76,41,28,44,4,29,58,29,45,14,31,59,135,47,1,Matches
165,Jesús Dueñas,mx MEX,"MF,FW",FC Juárez,33,1989,25.7,26,17,6,16,4,15,36,21,16,6,10,12,38,17,0,Matches
166,Javier Eduardo López,mx MEX,"MF,FW",Pachuca,27,1994,12.5,12,9,0,8,4,3,20,17,6,0,6,1,13,3,0,Matches
167,Jorge Eduardo Sánchez,mx MEX,DF,América,24,1997,3.0,12,5,8,1,3,6,8,2,3,1,2,6,18,5,0,Matches
168,Francisco Eduardo Venegas,mx MEX,"DF,FW",UANL,24,1998,1.2,7,5,6,1,0,2,2,0,0,0,0,0,7,2,0,Matches
169,Francisco Eduardo Venegas,mx MEX,"DF,MF",Mazatlán,24,1998,10.5,19,9,13,6,0,12,31,19,13,4,9,13,32,16,0,Matches
170,Alfonso Emilio Sánchez,mx MEX,"MF,FW",Mazatlán,28,1994,7.2,25,13,13,8,4,9,24,15,11,4,7,10,35,18,0,Matches
171,José Enrique Angulo,ec ECU,FW,Querétaro,27,1995,4.0,4,4,1,3,0,1,3,2,2,0,2,1,5,2,0,Matches
172,Luis Enrique Quiñones,co COL,"FW,MF",UANL,31,1991,23.3,82,48,31,30,21,31,65,34,30,1,29,12,94,4,0,Matches
173,Carlos Ernesto Cisneros,mx MEX,"FW,DF",Guadalajara,28,1993,19.2,40,26,19,16,5,14,36,22,20,3,17,19,59,25,0,Matches
174,Kevin Escamilla,mx MEX,MF,Querétaro,28,1994,23.1,29,13,13,14,2,14,46,32,28,6,22,30,59,45,0,Matches
175,Juan Escobar,py PAR,DF,Cruz Azul,27,1995,26.2,43,17,31,10,2,20,34,14,27,16,11,50,93,88,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
176,Alonso Escoboza,mx MEX,"DF,MF",Cruz Azul,29,1993,4.6,5,5,2,3,0,2,7,5,0,0,0,6,11,9,0,Matches
177,Amaury Escoto,mx MEX,"FW,MF",Puebla,29,1992,1.6,1,0,0,1,0,1,1,0,0,0,0,0,1,2,0,Matches
178,Michael Estrada,ec ECU,FW,Cruz Azul,26,1996,9.3,8,5,1,6,1,2,6,4,6,0,6,1,9,11,0,Matches
179,Marco Fabián,mx MEX,"MF,FW",Mazatlán,33,1989,8.4,10,5,4,6,0,6,15,9,12,2,10,8,18,1,0,Matches
180,Luis Félix,mx MEX,DF,Tijuana,21,2000,2.3,8,6,6,2,0,6,8,2,2,0,2,0,8,5,0,Matches
181,Omar Fernández Frasica,co COL,"MF,FW",Puebla,29,1993,17.7,13,10,7,5,1,7,17,10,8,0,8,8,21,4,0,Matches
182,Gabriel Fernández,uy URU,FW,FC Juárez,28,1994,28.1,12,7,2,2,8,8,10,2,13,4,9,4,16,16,0,Matches
183,Leonardo Fernández,uy URU,"MF,FW",Toluca,23,1998,20.6,19,11,6,10,3,6,18,12,10,1,9,8,27,0,0,Matches
