rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,José Abella,mx MEX,"DF,MF",Atlas,28,1994,28,22,1885,20.9,0,1,1,0,0,0,4,0,0.4,0.4,0.7,1.1,16,81,70,0.00,0.05,0.05,0.00,0.05,0.02,0.04,0.05,0.02,0.05,Matches
2,Clifford Aboagye,gh GHA,MF,Querétaro,27,1995,21,3,583,6.5,1,2,3,1,0,0,1,0,0.4,0.4,0.6,1.0,14,32,28,0.15,0.31,0.46,0.15,0.46,0.06,0.09,0.15,0.06,0.15,Matches
3,Luis Abram,pe PER,DF,Cruz Azul,26,1996,12,10,902,10.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4,15,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
4,Carlos Acevedo,mx MEX,GK,Santos,26,1996,33,33,2970,33.0,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,0,0,0,0.03,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Matches
5,Sergio Adrián Flores,mx MEX,MF,Guadalajara,27,1995,18,11,1009,11.2,2,1,3,2,0,0,2,0,0.9,0.9,0.7,1.6,1,46,9,0.18,0.09,0.27,0.18,0.27,0.08,0.07,0.14,0.08,0.14,Matches
6,Washington Aguerre,uy URU,GK,Querétaro,29,1993,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
7,Eduardo Águila,mx MEX,DF,Atlético,20,2002,5,2,216,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,7,1,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.08,0.08,0.08,Matches
8,Daniel Aguilar,mx MEX,"DF,MF",Puebla,24,1998,17,6,710,7.9,0,0,0,0,0,0,4,0,0.4,0.4,0.1,0.6,11,20,21,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
9,Manuel Aguilar,mx MEX,DF,UANL,19,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
10,Emanuel Aguilera,ar ARG,DF,Atlas,33,1989,15,12,1033,11.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,5,40,4,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
11,Eduardo Aguirre,mx MEX,FW,Santos,23,1998,19,15,1145,12.7,3,1,4,2,1,1,0,1,2.2,1.4,0.5,1.9,15,18,64,0.24,0.08,0.31,0.16,0.24,0.17,0.04,0.21,0.11,0.15,Matches
12,Érick Aguirre,mx MEX,DF,Monterrey,25,1997,22,17,1400,15.6,1,2,3,1,0,0,3,0,1.1,1.1,2.5,3.5,23,47,56,0.06,0.13,0.19,0.06,0.19,0.07,0.16,0.23,0.07,0.23,Matches
13,Gaddi Aguirre,mx MEX,DF,Atlas,26,1996,20,15,1419,15.8,1,1,2,1,0,0,2,0,1.0,1.0,0.8,1.8,0,45,2,0.06,0.06,0.13,0.06,0.13,0.07,0.05,0.12,0.07,0.12,Matches
14,Rodrigo Aguirre,uy URU,"FW,MF",Monterrey,27,1994,30,22,2010,22.3,8,4,12,7,1,2,4,0,9.4,7.8,3.9,11.7,31,37,128,0.36,0.18,0.54,0.31,0.49,0.42,0.17,0.59,0.35,0.52,Matches
15,Manuel Agustín Duarte,ar ARG,MF,Querétaro,20,2001,10,4,417,4.6,0,1,1,0,0,0,1,0,0.4,0.4,0.9,1.3,7,20,14,0.00,0.22,0.22,0.00,0.22,0.09,0.19,0.28,0.09,0.28,Matches
16,Arnaud Ake,ci CIV,FW,Mazatlán,24,1998,12,8,771,8.6,2,2,4,2,0,0,1,0,2.5,2.5,0.6,3.1,14,13,49,0.23,0.23,0.47,0.23,0.47,0.29,0.07,0.36,0.29,0.36,Matches
17,Edgar Alaffita,mx MEX,MF,UNAM,25,1996,2,2,125,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,6,8,0.00,0.00,0.00,0.00,0.00,0.02,0.14,0.16,0.02,0.16,Matches
18,Oswaldo Alanís,mx MEX,DF,Mazatlán,33,1989,22,19,1723,19.1,3,0,3,3,0,0,1,0,0.9,0.9,0.0,0.9,6,49,2,0.16,0.00,0.16,0.16,0.16,0.05,0.00,0.05,0.05,0.05,Matches
19,Jesús Alberto Angulo,mx MEX,DF,UANL,24,1998,32,30,2632,29.2,1,3,4,1,0,0,7,1,0.6,0.6,1.8,2.5,54,208,68,0.03,0.10,0.14,0.03,0.14,0.02,0.06,0.08,0.02,0.08,Matches
20,Gil Alcalá,mx MEX,GK,Querétaro,30,1992,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
21,Gil Alcalá,mx MEX,GK,UNAM,30,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
22,Adrián Aldrete,mx MEX,DF,UNAM,34,1988,18,18,1437,16.0,1,2,3,1,0,0,3,1,0.3,0.3,0.8,1.1,8,47,29,0.06,0.13,0.19,0.06,0.19,0.02,0.05,0.07,0.02,0.07,Matches
23,Daniel Alexis Parra,mx MEX,"DF,MF",Necaxa,23,1999,5,1,145,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,4,3,0.00,0.00,0.00,0.00,0.00,0.05,0.11,0.16,0.05,0.16,Matches
24,Luis Alfonso Rodríguez,mx MEX,"DF,MF",FC Juárez,31,1991,16,16,1346,15.0,0,0,0,0,0,0,7,0,0.3,0.3,0.2,0.5,31,76,39,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
25,Luis Alfonso Rodríguez,mx MEX,DF,UANL,31,1991,3,0,125,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,13,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
26,David Alfredo Andrade,mx MEX,"MF,DF",Atlético,29,1993,10,1,276,3.1,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,14,11,27,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
27,Facundo Almada,ar ARG,DF,Mazatlán,24,1998,14,12,1116,12.4,1,1,2,1,0,0,4,0,0.6,0.6,1.1,1.7,8,45,5,0.08,0.08,0.16,0.08,0.16,0.05,0.09,0.14,0.05,0.14,Matches
28,Carlos Alonso Vargas,mx MEX,DF,Cruz Azul,23,1999,1,1,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
29,Carlos Alonso Vargas,mx MEX,DF,Mazatlán,23,1999,13,12,930,10.3,0,0,0,0,0,0,6,1,0.4,0.4,0.7,1.0,17,32,18,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Matches
30,Jozy Altidore,us USA,"FW,MF",Puebla,32,1989,6,0,92,1.0,2,0,2,2,0,0,1,0,0.6,0.6,0.0,0.6,0,1,9,1.96,0.00,1.96,1.96,1.96,0.62,0.00,0.62,0.62,0.62,Matches
31,Alfonso Alvarado,mx MEX,"FW,MF",León,22,2000,26,6,711,7.9,3,1,4,3,0,0,1,0,2.8,2.8,1.3,4.1,11,18,35,0.38,0.13,0.51,0.38,0.51,0.36,0.16,0.52,0.36,0.52,Matches
32,Roberto Alvarado,mx MEX,"MF,FW",Guadalajara,23,1998,32,27,2415,26.8,3,3,6,3,0,0,5,0,4.1,4.1,3.2,7.3,81,143,141,0.11,0.11,0.22,0.11,0.22,0.15,0.12,0.27,0.15,0.27,Matches
33,Ventura Alvarado,us USA,DF,FC Juárez,29,1992,10,5,466,5.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,7,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches
34,Alek Álvarez,mx MEX,"DF,MF",UNAM,19,2003,12,3,477,5.3,0,1,1,0,0,0,0,0,0.0,0.0,1.2,1.2,15,23,13,0.00,0.19,0.19,0.00,0.19,0.00,0.23,0.23,0.00,0.23,Matches
35,Daniel Álvarez,mx MEX,"FW,MF",Toluca,28,1994,12,2,279,3.1,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.6,11,10,28,0.32,0.00,0.32,0.32,0.32,0.14,0.05,0.19,0.14,0.19,Matches
36,Daniel Álvarez,mx MEX,"MF,DF",Puebla,28,1994,12,1,331,3.7,0,2,2,0,0,0,0,0,0.2,0.2,0.6,0.8,8,14,18,0.00,0.54,0.54,0.00,0.54,0.05,0.17,0.22,0.05,0.22,Matches
37,Kevin Álvarez,mx MEX,DF,Pachuca,23,1999,32,32,2822,31.4,3,6,9,3,0,0,8,0,2.2,2.2,4.3,6.5,96,146,177,0.10,0.19,0.29,0.10,0.29,0.07,0.14,0.21,0.07,0.21,Matches
38,Dani Alves,br BRA,"MF,DF",UNAM,39,1983,13,12,1125,12.5,0,5,5,0,0,0,3,0,0.7,0.7,2.8,3.5,16,99,29,0.00,0.40,0.40,0.00,0.40,0.05,0.23,0.28,0.05,0.28,Matches
39,Fidel Ambríz,mx MEX,"MF,DF",León,19,2003,32,23,2123,23.6,3,0,3,3,0,0,4,1,2.1,2.1,0.4,2.6,18,56,20,0.13,0.00,0.13,0.13,0.13,0.09,0.02,0.11,0.09,0.11,Matches
40,Esteban Andrada,ar ARG,GK,Monterrey,31,1991,25,25,2249,25.0,0,0,0,0,0,0,2,1,0.0,0.0,0.3,0.3,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
41,Alejandro Andrade,mx MEX,MF,Necaxa,20,2001,1,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
42,Luis Ángel Malagón,mx MEX,GK,América,25,1997,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
43,Luis Ángel Malagón,mx MEX,GK,Necaxa,25,1997,17,17,1530,17.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
44,Miguel Ángel Ponce,mx MEX,"DF,FW",Guadalajara,33,1989,5,1,125,1.4,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,2,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
45,Brayan Angulo,co COL,DF,Toluca,32,1989,32,26,2280,25.3,1,2,3,1,0,0,6,1,1.3,1.3,2.0,3.3,48,136,89,0.04,0.08,0.12,0.04,0.12,0.05,0.08,0.13,0.05,0.13,Matches
46,Jesús Angulo,mx MEX,"DF,MF",Guadalajara,25,1997,3,0,29,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,0.00,3.10,3.10,0.00,3.10,0.00,0.23,0.23,0.00,0.23,Matches
47,Jesús Angulo,mx MEX,MF,León,25,1997,7,1,156,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,15,10,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.14,0.07,0.14,Matches
48,Francisco Antonio Figueroa,mx MEX,"FW,MF",Pachuca,23,1999,10,6,503,5.6,0,2,2,0,0,0,1,0,0.6,0.6,1.3,1.9,44,19,76,0.00,0.36,0.36,0.00,0.36,0.11,0.23,0.34,0.11,0.34,Matches
49,Francisco Antonio Figueroa,mx MEX,"MF,FW",Querétaro,23,1999,4,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,8,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
50,Jorge Antonio Padilla,mx MEX,DF,Mazatlán,28,1993,19,12,1164,12.9,0,1,1,0,0,0,2,0,0.5,0.5,1.3,1.7,17,47,51,0.00,0.08,0.08,0.00,0.08,0.03,0.10,0.13,0.03,0.13,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
51,José Antonio Rodríguez,mx MEX,GK,Tijuana,30,1992,17,17,1530,17.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
52,José Antonio Rodríguez,mx MEX,GK,Querétaro,30,1992,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
53,Uriel Antuna,mx MEX,"FW,MF",Cruz Azul,24,1997,31,31,2601,28.9,8,4,12,8,0,0,5,0,4.4,4.4,3.3,7.7,76,90,245,0.28,0.14,0.42,0.28,0.42,0.15,0.11,0.27,0.15,0.27,Matches
54,Javier Aquino,mx MEX,"DF,FW",UANL,32,1990,25,22,1922,21.4,0,2,2,0,0,0,4,0,0.6,0.6,1.4,2.0,68,123,141,0.00,0.09,0.09,0.00,0.09,0.03,0.07,0.09,0.03,0.09,Matches
55,Pedro Aquino,pe PER,MF,América,27,1995,27,8,835,9.3,0,1,1,0,0,0,7,0,0.2,0.2,1.2,1.4,10,63,8,0.00,0.11,0.11,0.00,0.11,0.02,0.13,0.15,0.02,0.15,Matches
56,Cristian Arango,co COL,"FW,MF",Pachuca,27,1995,10,4,481,5.3,4,2,6,2,2,2,0,0,3.5,1.9,1.1,3.0,20,10,39,0.75,0.37,1.12,0.37,0.75,0.65,0.20,0.85,0.36,0.56,Matches
57,Ángelo Araos,cl CHI,MF,Necaxa,25,1997,18,14,937,10.4,1,1,2,1,0,0,4,0,0.9,0.9,0.9,1.8,17,32,46,0.10,0.10,0.19,0.10,0.19,0.09,0.08,0.17,0.09,0.17,Matches
58,Maximiliano Araújo,uy URU,"MF,DF",Toluca,22,2000,17,17,1454,16.2,6,4,10,6,0,0,4,0,4.4,4.4,2.6,6.9,74,48,153,0.37,0.25,0.62,0.37,0.62,0.27,0.16,0.43,0.27,0.43,Matches
59,Maximiliano Araújo,uy URU,"MF,DF",Puebla,22,2000,16,16,1316,14.6,1,3,4,1,0,0,4,1,2.2,2.2,2.7,4.9,49,43,108,0.07,0.21,0.27,0.07,0.27,0.15,0.18,0.33,0.15,0.33,Matches
60,Néstor Araujo,mx MEX,DF,América,30,1991,23,20,1805,20.1,0,1,1,0,0,0,4,0,0.8,0.8,0.9,1.7,28,66,1,0.00,0.05,0.05,0.00,0.05,0.04,0.05,0.09,0.04,0.09,Matches
61,Fernando Arce Jr.,us USA,MF,FC Juárez,25,1996,11,4,442,4.9,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,1,6,11,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
62,Fernando Arce Jr.,us USA,MF,Puebla,25,1996,5,1,116,1.3,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,2,6,4,0.00,0.78,0.78,0.00,0.78,0.07,0.30,0.37,0.07,0.37,Matches
63,Fernando Aristeguieta,ve VEN,FW,Puebla,30,1992,3,3,250,2.8,1,0,1,1,0,0,2,0,1.1,1.1,0.3,1.4,3,7,9,0.36,0.00,0.36,0.36,0.36,0.40,0.10,0.50,0.40,0.50,Matches
64,Rodrigo Armando González,mx MEX,DF,Atlético,27,1995,13,12,1091,12.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,3,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
65,Daniel Armando Ríos,mx MEX,FW,Guadalajara,27,1995,12,6,521,5.8,1,1,2,1,0,0,1,0,1.4,1.4,0.6,2.0,5,4,31,0.17,0.17,0.35,0.17,0.35,0.24,0.10,0.34,0.24,0.34,Matches
66,Eduardo Armenta,mx MEX,MF,Tijuana,20,2001,10,7,475,5.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,3,15,15,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.06,0.03,0.06,Matches
67,Alejandro Arribas,es ESP,DF,FC Juárez,33,1989,26,23,2068,23.0,0,0,0,0,0,0,3,1,0.8,0.8,0.5,1.2,8,45,2,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
68,José Ávila,mx MEX,"MF,DF",Santos,24,1998,6,0,74,0.8,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,1,6,7,0.00,1.22,1.22,0.00,1.22,0.03,0.23,0.26,0.03,0.26,Matches
69,David Ayala,mx MEX,MF,UANL,22,2000,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
70,Hugo Ayala,mx MEX,"DF,FW",UANL,35,1987,4,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
71,Ettson Ayon,mx MEX,"FW,MF",Querétaro,21,2001,20,7,708,7.9,4,0,4,4,0,0,2,0,2.8,2.8,0.4,3.2,8,6,43,0.51,0.00,0.51,0.51,0.51,0.36,0.06,0.42,0.36,0.42,Matches
72,Rafael Baca,mx MEX,MF,Cruz Azul,32,1989,21,9,1018,11.3,1,1,2,1,0,0,3,1,0.3,0.3,0.3,0.6,3,52,9,0.09,0.09,0.18,0.09,0.18,0.02,0.03,0.05,0.02,0.05,Matches
73,Claudio Baeza,cl CHI,MF,Toluca,28,1993,29,28,2223,24.7,0,2,2,0,0,0,9,1,0.2,0.2,0.3,0.5,14,115,15,0.00,0.08,0.08,0.00,0.08,0.01,0.01,0.02,0.01,0.02,Matches
74,Kevin Balanta,co COL,DF,Querétaro,25,1997,24,23,2007,22.3,0,0,0,0,0,0,5,1,0.2,0.2,0.4,0.6,11,68,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
75,Carlos Baltazar,mx MEX,MF,Puebla,25,1997,1,0,10,0.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,1,2,0.00,0.00,0.00,0.00,0.00,1.01,0.00,1.01,1.01,1.01,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
76,Miguel Barbieri,ar ARG,DF,Querétaro,28,1993,15,12,1106,12.3,2,0,2,2,0,0,5,0,1.2,1.2,0.0,1.2,2,28,3,0.16,0.00,0.16,0.16,0.16,0.10,0.00,0.10,0.10,0.10,Matches
77,David Barbona,ar ARG,"MF,FW",Querétaro,27,1995,10,8,569,6.3,0,0,0,0,0,0,2,0,0.8,0.8,1.1,1.9,21,37,34,0.00,0.00,0.00,0.00,0.00,0.13,0.18,0.31,0.13,0.31,Matches
78,Diego Barbosa,mx MEX,DF,Atlas,25,1996,25,10,1116,12.4,0,0,0,0,0,0,3,0,0.8,0.8,0.8,1.6,38,32,89,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.13,0.06,0.13,Matches
79,Marcelo Barovero,ar ARG,GK,Atlético,38,1984,33,33,2937,32.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
80,Martín Barra,mx MEX,"MF,FW",FC Juárez,20,2002,3,0,50,0.6,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,3,0.00,1.80,1.80,0.00,1.80,0.00,0.21,0.21,0.00,0.21,Matches
81,Martín Barragán,mx MEX,FW,Puebla,31,1991,33,27,2331,25.9,11,1,12,8,3,3,5,0,9.4,7.0,1.9,8.9,22,55,116,0.42,0.04,0.46,0.31,0.35,0.36,0.07,0.44,0.27,0.34,Matches
82,Jaine Barreiro,co COL,DF,León,28,1994,30,29,2478,27.5,0,2,2,0,0,0,9,1,1.4,1.4,0.7,2.1,37,101,17,0.00,0.07,0.07,0.00,0.07,0.05,0.03,0.08,0.05,0.08,Matches
83,Pablo Barrera,mx MEX,"MF,FW",Querétaro,35,1987,34,33,2875,31.9,3,6,9,2,1,2,6,0,3.1,1.5,7.3,8.8,89,120,202,0.09,0.19,0.28,0.06,0.25,0.10,0.23,0.33,0.05,0.28,Matches
84,Abraham Bass,mx MEX,MF,Atlas,20,2001,1,1,75,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
85,Damián Batallini,ar ARG,"MF,FW",Necaxa,26,1996,13,8,748,8.3,1,0,1,1,0,0,2,0,1.1,1.1,0.8,1.9,21,25,49,0.12,0.00,0.12,0.12,0.12,0.13,0.10,0.23,0.13,0.23,Matches
