rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
1,José Abella,mx MEX,"DF,MF",Atlas,28,1994,20.9,1131,62,313,540,287,15,1131,11,4,36.4,7,63.6,455,1696,903,16,14,3,14,4,553,70,Matches
2,Clifford Aboagye,gh GHA,MF,Querétaro,27,1995,6.5,374,8,71,220,95,4,374,16,10,62.5,6,37.5,235,1382,686,14,15,0,13,7,241,28,Matches
3,Luis Abram,pe PER,DF,Cruz Azul,26,1996,10.0,428,55,234,171,24,5,428,1,1,100.0,0,0.0,235,1217,810,4,4,0,8,0,273,5,Matches
4,Carlos Acevedo,mx MEX,GK,Santos,26,1996,33.0,1050,917,1046,2,2,2,1050,0,0,,0,,435,2560,1754,0,0,0,2,0,287,0,Matches
5,Sergio Adrián Flores,mx MEX,MF,Guadalajara,27,1995,11.2,643,40,182,419,46,12,643,2,1,50.0,1,50.0,254,1199,546,1,5,0,7,1,353,9,Matches
6,Washington Aguerre,uy URU,GK,Querétaro,29,1993,9.0,294,263,293,1,0,0,294,2,2,100.0,0,0.0,134,706,418,0,0,0,1,0,97,0,Matches
7,Eduardo Águila,mx MEX,DF,Atlético,20,2002,2.4,151,15,57,81,14,2,151,0,0,,0,,51,208,113,0,1,0,1,2,68,1,Matches
8,Daniel Aguilar,mx MEX,"DF,MF",Puebla,24,1998,7.9,454,30,131,233,94,4,454,7,4,57.1,3,42.9,204,1013,474,11,12,0,13,2,253,21,Matches
9,Manuel Aguilar,mx MEX,DF,UANL,19,2003,0.5,20,1,13,8,0,0,20,0,0,,0,,11,46,29,0,0,0,0,0,13,0,Matches
10,Emanuel Aguilera,ar ARG,DF,Atlas,33,1989,11.5,648,65,279,355,19,6,648,4,4,100.0,0,0.0,312,1437,867,5,2,0,4,4,395,4,Matches
11,Eduardo Aguirre,mx MEX,FW,Santos,23,1998,12.7,365,11,34,155,178,48,364,34,18,52.9,14,41.2,199,968,402,15,12,10,38,19,256,64,Matches
12,Érick Aguirre,mx MEX,DF,Monterrey,25,1997,15.6,855,36,260,397,206,15,855,16,9,56.3,7,43.8,364,1886,1014,23,19,5,16,5,408,56,Matches
13,Gaddi Aguirre,mx MEX,DF,Atlas,26,1996,15.8,956,92,429,483,49,16,956,6,4,66.7,2,33.3,412,1570,732,0,5,0,8,1,543,2,Matches
14,Rodrigo Aguirre,uy URU,"FW,MF",Monterrey,27,1994,22.3,677,17,49,271,367,97,675,63,26,41.3,30,47.6,425,2685,981,31,36,15,65,45,509,128,Matches
15,Manuel Agustín Duarte,ar ARG,MF,Querétaro,20,2001,4.6,258,2,45,127,91,4,258,22,8,36.4,11,50.0,141,902,488,7,15,0,5,4,164,14,Matches
16,Arnaud Ake,ci CIV,FW,Mazatlán,24,1998,8.6,251,4,12,113,130,27,251,16,6,37.5,7,43.8,164,883,314,14,8,6,41,6,190,49,Matches
